stop_id,stop_name,lat,lon,region,metro,degree
49444,מזל קשת,31.837297,35.234087,Jerusalem,Jerusalem,2
6912,'דרך העמק א,32.661741,35.112965,North,Haifa,2
8893,מסגד ארבעין/קסילה,31.798895,35.247965,Jerusalem,Jerusalem,2
8894,בית ספר אלאמל לחינוך מיוחד/ראס אל ג'אמע,31.799044,35.246769,Jerusalem,Jerusalem,2
49442,קריית היובל - מערב,31.767038,35.174455,Jerusalem,Jerusalem,2
8895,קופת חולים/ראס אל ג'אמע,31.799135,35.246721,Jerusalem,Jerusalem,2
6943,גני ילדים מרכז,32.73814,35.156325,North,Haifa,2
6556,קופת חולים כללית,32.936223,35.318392,North,Periphery,2
6555,נחף דואר,32.934638,35.318485,North,Periphery,2
49435,שמריהו לוין,31.768813,35.177653,Jerusalem,Jerusalem,2
6518,נחף מסגד,32.934119,35.316174,North,Periphery,2
8833,תחנת דלק/לוחמי הגטאות,31.800369,35.241982,Jerusalem,Jerusalem,2
8884,חטיבת ביניים/טריק אלמדארס,31.798379,35.255058,Jerusalem,Jerusalem,2
8885,חטיבת ביניים/טריק אלמדארס,31.798448,35.254648,Jerusalem,Jerusalem,2
8886,בית ספר יסודי/סיירת אלח'גה,31.799093,35.253155,Jerusalem,Jerusalem,2
52013,שמעון מישורי/פרופ' יעקב נאמן,31.743668,35.225676,Jerusalem,Jerusalem,2
52012,פרופ' יעקב נאמן/הרב אברהם זקן,31.742587,35.223657,Jerusalem,Jerusalem,2
52010,פרופ' יעקב נאמן/הרב אברהם זקן,31.742465,35.223722,Jerusalem,Jerusalem,2
52009,יצחק ארנסט נבנצל/הרב אברהם זקן,31.743605,35.22253,Jerusalem,Jerusalem,2
52008,שמעון מישורי,31.742444,35.225686,Jerusalem,Jerusalem,2
52007,פרופ' יעקב נאמן/שמעון מישורי,31.74394,35.225095,Jerusalem,Jerusalem,2
52006,יצחק ארנסט נבנצל/אשר וינר,31.742637,35.221153,Jerusalem,Jerusalem,2
52005,שמעון מישורי,31.742228,35.22556,Jerusalem,Jerusalem,2
52004,הרב אברהם זקן/יצחק ארנסט נבנצל,31.743439,35.22311,Jerusalem,Jerusalem,2
6513,בית ספר א,32.93907,35.317342,North,Periphery,2
6514,רחוב 6/רחוב 1,32.938008,35.316967,North,Periphery,2
51803,קופות חולים/איילת השחר,32.103479,34.842121,Center,Tel Aviv,2
51760,קרית חינוך/איילת השחר,32.103456,34.844077,Center,Tel Aviv,2
51113,משה לוי/יעקב דורי,31.929681,34.84936,Center,Tel Aviv,2
50902,שלום הגליל/טניס,32.919014,35.092146,North,Haifa,2
50884,נחל מירון/נחל השופט,32.958686,35.505679,North,Periphery,2
50882,נחל מירון/נחל משושים,32.957592,35.508501,North,Periphery,2
50881,נחל דישון,32.956791,35.508836,North,Periphery,2
50880,נחל מירון/נחל משושים,32.957759,35.507917,North,Periphery,2
50877,נחל מירון/נחל השופט,32.958379,35.506165,North,Periphery,2
50863,השופר/התן,31.859016,35.157808,Jerusalem,Jerusalem,2
6517,נחף מרכז,32.933031,35.317587,North,Periphery,2
50742,אליהו/הזית,31.944685,34.846967,Center,Tel Aviv,2
6964,גנים ציבוריים,32.68391,35.068575,North,Haifa,2
49434,צומת אורה,31.756985,35.159869,Jerusalem,Jerusalem,2
49113,בלפור,32.017457,34.744716,Center,Tel Aviv,2
49141,בלינסון,32.091462,34.866804,Center,Tel Aviv,2
49139,בנימין,32.016384,34.748389,Center,Tel Aviv,2
49138,כ''ט בנובמבר,32.010852,34.7515,Center,Tel Aviv,2
49137,שאול המלך,32.076636,34.792005,Center,Tel Aviv,2
49136,יהודית,32.070168,34.788406,Center,Tel Aviv,2
49135,אלנבי,32.062791,34.775131,Center,Tel Aviv,2
49134,אליפלט,32.058423,34.763033,Center,Tel Aviv,2
49133,איסקוב,32.042205,34.757079,Center,Tel Aviv,2
8898,עיסוויה כניסה מערבית,31.79843,35.243702,Jerusalem,Jerusalem,2
8906,עיסוויה כניסה מערבית,31.798572,35.243378,Jerusalem,Jerusalem,2
49131,פינסקר,32.093731,34.882201,Center,Tel Aviv,2
49130,דנקנר,32.090949,34.872167,Center,Tel Aviv,2
49129,שחם,32.091952,34.8613,Center,Tel Aviv,2
49128,שנקר,32.092669,34.853254,Center,Tel Aviv,2
8924,אל בוטמה,31.742831,35.199829,Jerusalem,Jerusalem,2
8600,דרך סור באהר,31.736978,35.230176,Jerusalem,Jerusalem,2
8925,אל בטמה/רחוב שרפאת,31.745508,35.19882,Jerusalem,Jerusalem,2
49126,העמל,32.005878,34.74897,Center,Tel Aviv,2
49124,קרליבך,32.065272,34.782824,Center,Tel Aviv,2
49123,אלנבי,32.062791,34.775131,Center,Tel Aviv,2
49122,שלמה,32.054357,34.759484,Center,Tel Aviv,2
49121,ארליך,32.046052,34.758356,Center,Tel Aviv,2
49120,קרול,32.091913,34.877506,Center,Tel Aviv,2
49119,העצמאות,32.028191,34.748986,Center,Tel Aviv,2
49118,בלפור,32.017457,34.744716,Center,Tel Aviv,2
49116,אצטדיון בלומפילד,32.0503,34.758947,Center,Tel Aviv,2
49115,הבעש''ט,32.038772,34.755811,Center,Tel Aviv,2
49114,מחרוזת,32.033272,34.751559,Center,Tel Aviv,2
49140,שחם,32.091952,34.8613,Center,Tel Aviv,2
49142,דנקנר,32.090949,34.872167,Center,Tel Aviv,2
49432,משה דיין - צפון,31.833401,35.234621,Jerusalem,Jerusalem,2
49143,פינסקר,32.093731,34.882201,Center,Tel Aviv,2
49430,מזל קשת,31.837328,35.234202,Jerusalem,Jerusalem,2
49429,גן המפלצת,31.761942,35.171456,Jerusalem,Jerusalem,2
49428,יצחק טבנקין,31.838063,35.237508,Jerusalem,Jerusalem,2
6965,גנים ציבוריים,32.683833,35.068647,North,Haifa,2
8615,בית ספר צור באהר בנות/אלמדינה אלמונוורה,31.738425,35.228765,Jerusalem,Jerusalem,2
6967,מכון המים,32.710062,35.075881,North,Haifa,2
6968,מכון המים,32.710072,35.075771,North,Haifa,2
6984,דליה הצעירה/כניסה,32.682199,35.068137,North,Haifa,2
49424,הנרייטה סאלד - מזרח,31.759919,35.168051,Jerusalem,Jerusalem,2
8610,בית ספר צור באהר בנות/אלמדינה אלמונוורה,31.738344,35.228717,Jerusalem,Jerusalem,2
8601,בית ספר אבו בקר צאדק/אלמדינה אלמונוורה,31.737472,35.229836,Jerusalem,Jerusalem,2
8896,צומת זהרה א,31.798839,35.245343,Jerusalem,Jerusalem,2
49228,ת.רכבת מלאכי-יואב/כביש 3836,31.7467,34.818335,Center,Periphery,2
49156,רוטשילד,32.026704,34.744437,Center,Tel Aviv,2
49155,ז'בוטינסקי,32.021674,34.743238,Center,Tel Aviv,2
49154,בנימין,32.016384,34.748389,Center,Tel Aviv,2
49153,העמל,32.005878,34.74897,Center,Tel Aviv,2
49152,גשר אם המושבות,32.099237,34.846378,Center,Tel Aviv,2
49151,בן גוריון,32.091009,34.823592,Center,Tel Aviv,2
49150,אבא הלל,32.082911,34.802729,Center,Tel Aviv,2
49149,שאול המלך,32.076636,34.792005,Center,Tel Aviv,2
7152,קרן היסוד/אצ''ל,32.960214,35.493494,North,Periphery,2
49148,ארליך,32.046052,34.758356,Center,Tel Aviv,2
49147,יוספטל,32.015397,34.752178,Center,Tel Aviv,2
49146,בן גוריון,32.091009,34.823592,Center,Tel Aviv,2
49145,ביאליק,32.087285,34.812851,Center,Tel Aviv,2
49144,הבעש''ט,32.038772,34.755811,Center,Tel Aviv,2
46590,אל נג'אח/אל טבל,32.262062,35.002334,Center,Tel Aviv,2
38213,דרך דהור/יציאה,33.24053,35.730729,North,Periphery,2
46427,ח'אלד אבן אלואליד/אלרוק,32.274232,35.013308,Center,Periphery,2
34313,הרב שלום שבזי/אזור תעשייה ערבה,31.696209,35.124446,Center,Jerusalem,2
28980,שכונה 38,31.391985,34.775116,South,Beer Sheva,2
28981,שכונה 38,31.391816,34.775019,South,Beer Sheva,2
28982,רפח/אלרמלה,31.391176,34.774592,South,Beer Sheva,2
28983,רפח/אלרמלה,31.391117,34.773662,South,Beer Sheva,2
33948,הבנקים/אלבלדיה,32.269355,35.005139,Center,Tel Aviv,2
34299,הצור/הברזל,32.785403,35.462899,North,Periphery,2
34314,הרב שלום שבזי/אזור תעשייה ערבה,31.696193,35.124213,Center,Jerusalem,2
35151,הטורים,31.787888,35.206931,Jerusalem,Jerusalem,2
34498,רמת הגולן/הגלבוע,32.105895,35.202004,Center,Periphery,2
34499,מעונות סטודנטים/רמת הגולן,32.106246,35.203356,Center,Periphery,2
34500,מעונות סטודנטים/רמת הגולן,32.10606,35.205953,Center,Periphery,2
34501,אוניברסיטת אריאל/רמת הגולן,32.104936,35.207797,Center,Periphery,2
34659,אוניברסיטת אריאל/רמת הגולן,32.105393,35.207381,Center,Periphery,2
3499,שאגאל/פיקסו,32.801778,35.140572,North,Haifa,2
28837,בעלי המלאכה/החרש,31.41921,34.598363,South,Periphery,2
28836,בעלי המלאכה/הצורף,31.418142,34.5951,South,Periphery,2
28835,בעלי המלאכה/טראסק,31.41738,34.591909,South,Periphery,2
28739,מועצה מקומית,31.198807,34.838266,South,Beer Sheva,2
28738,מרכז מסחרי,31.195826,34.83831,South,Beer Sheva,2
28722,תיכון מקיף עמל,31.248437,34.857283,South,Beer Sheva,2
28719,בית הספר אנדלוס,31.255087,34.862928,South,Beer Sheva,2
28716,שכונה 7,31.256172,34.86386,South,Beer Sheva,2
28715,בית ספר אלאנדלוס,31.254496,34.862228,South,Beer Sheva,2
28713,תיכון מקיף עמל,31.250257,34.858192,South,Beer Sheva,2
28712,בית ספר קהילתי חטיבת ביניים,31.247745,34.856442,South,Beer Sheva,2
28711,מרכז פיס קהילתי,31.247752,34.854844,South,Beer Sheva,2
28706,מועצה מקומית,31.247663,34.854762,South,Beer Sheva,2
28687,זיקים,31.60827,34.52155,Center,Periphery,2
28597,מרכז פיס,31.386902,34.758728,South,Beer Sheva,2
28334,בית ספר אל רחמה,31.388304,34.755919,South,Beer Sheva,2
28331,שכונה 31,31.386331,34.757831,South,Beer Sheva,2
35119,חיל האוויר,31.828941,35.238345,Jerusalem,Jerusalem,2
35120,חיל האוויר,31.829026,35.238395,Jerusalem,Jerusalem,2
35121,סיירת דוכיפת,31.826017,35.240205,Jerusalem,Jerusalem,2
35137,שמעון הצדיק,31.793025,35.226378,Jerusalem,Jerusalem,2
3515,שאגאל/קדנדינסקי,32.806157,35.140606,North,Haifa,2
35149,מחנה יהודה,31.78598,35.211585,Jerusalem,Jerusalem,2
35148,הדווידקה,31.784535,35.215284,Jerusalem,Jerusalem,2
35147,הדווידקה,31.784434,35.215267,Jerusalem,Jerusalem,2
35146,יפו - מרכז,31.782933,35.218116,Jerusalem,Jerusalem,2
35145,יפו - מרכז,31.782984,35.218215,Jerusalem,Jerusalem,2
35144,העירייה,31.77964,35.224019,Jerusalem,Jerusalem,2
35143,העירייה,31.779566,35.223958,Jerusalem,Jerusalem,2
35142,שער שכם,31.782411,35.227908,Jerusalem,Jerusalem,2
35141,שער שכם,31.782373,35.227812,Jerusalem,Jerusalem,2
35140,שבטי ישראל,31.786306,35.227179,Jerusalem,Jerusalem,2
3514,שאגאל/רנואר,32.802886,35.140823,North,Haifa,2
35139,שבטי ישראל,31.786297,35.227074,Jerusalem,Jerusalem,2
35138,שמעון הצדיק,31.793032,35.226273,Jerusalem,Jerusalem,2
35136,גבעת התחמושת,31.799077,35.232053,Jerusalem,Jerusalem,2
35122,סיירת דוכיפת,31.826048,35.2401,Jerusalem,Jerusalem,2
35135,גבעת התחמושת,31.79913,35.231968,Jerusalem,Jerusalem,2
35134,גבעת המבתר,31.805507,35.234281,Jerusalem,Jerusalem,2
35133,גבעת המבתר,31.805482,35.234179,Jerusalem,Jerusalem,2
35132,א-סהל,31.811181,35.232649,Jerusalem,Jerusalem,2
35131,א-סהל,31.811222,35.232754,Jerusalem,Jerusalem,2
35130,שועפאט,31.814259,35.230066,Jerusalem,Jerusalem,2
3513,שאגאל/ואן גוך,32.800734,35.138874,North,Haifa,2
35129,שועפאט,31.814208,35.229962,Jerusalem,Jerusalem,2
35128,בית חנינא,31.819714,35.229107,Jerusalem,Jerusalem,2
35127,בית חנינא,31.819804,35.229101,Jerusalem,Jerusalem,2
35126,יקותיאל אדם,31.819349,35.239202,Jerusalem,Jerusalem,2
35125,יקותיאל אדם,31.819282,35.23929,Jerusalem,Jerusalem,2
35124,פסגת זאב - מרכז,31.823652,35.237609,Jerusalem,Jerusalem,2
35123,פסגת זאב - מרכז,31.823732,35.237517,Jerusalem,Jerusalem,2
27495,שד. ישראל פולק/כסלו,31.602202,34.780865,Center,Periphery,2
27492,אזור תעשיה/שדרות ישראל פולק,31.604848,34.784593,Center,Periphery,2
27489,שד. אבץ/שד. ישראל פולק,31.605687,34.785888,Center,Periphery,2
13753,בבלי/הכנסת הגדולה,32.09712,34.798081,Center,Tel Aviv,2
17184,אלרוגמה,32.714053,35.07455,North,Haifa,2
17128,שכונת ח'אלת עלי 2,32.688522,35.049337,North,Haifa,2
17127,שכונת ח'אלת עלי 2,32.688242,35.049966,North,Haifa,2
17125,קופת חולים מכבי,32.6924,35.046495,North,Haifa,2
17124,קופת חולים מכבי,32.692494,35.046445,North,Haifa,2
17095,שכונת זוחלוק,32.712203,35.075494,North,Haifa,2
17067,שכונת ח'אלת עלי 4,32.691321,35.0451,North,Haifa,2
17065,שכונת ח'אלת עלי 3,32.689677,35.046117,North,Haifa,2
15676,ישיבת מאור יצחק,32.017986,34.839661,Center,Tel Aviv,2
13941,הרב קוסובסקי/שטיינמן,32.098737,34.80028,Center,Tel Aviv,2
13940,שטיינמן/הרב קוסובסקי,32.098215,34.800718,Center,Tel Aviv,2
13756,הכנסת הגדולה/תוספתא,32.09776,34.79889,Center,Tel Aviv,2
13755,תוספתא/ירושלמי,32.096607,34.799045,Center,Tel Aviv,2
13754,הרב קוסובסקי/בבלי,32.098062,34.797904,Center,Tel Aviv,2
13737,הרב הרצוג/בבלי,32.095304,34.798421,Center,Tel Aviv,2
188,החוף הירוק,32.270646,34.837567,Center,Tel Aviv,2
13736,הרב הרצוג/הזוהר,32.095035,34.796248,Center,Tel Aviv,2
13735,הרב הרצוג/הזוהר,32.095288,34.797115,Center,Tel Aviv,2
11915,עין כרם/דרך כרמית,31.766357,35.165901,Jerusalem,Jerusalem,2
11720,צ'ילה/קורצ'אק,31.76027,35.170854,Jerusalem,Jerusalem,2
11555,עין כרם/המעיין,31.76689,35.16297,Jerusalem,Jerusalem,2
11314,2 אום טובא,31.728372,35.232058,Jerusalem,Jerusalem,2
11203,מרכז מסחרי,31.795261,35.118822,Jerusalem,Jerusalem,2
11200,נבעה,31.79412,35.117202,Jerusalem,Jerusalem,2
11199,נבעה,31.793895,35.117203,Jerusalem,Jerusalem,2
11089,חברת חשמל,31.774021,34.999652,Jerusalem,Periphery,2
11044,מאפיות אנגל,31.774219,34.995483,Jerusalem,Periphery,2
10793,מסעף נחושה,31.64631,34.925783,Center,Periphery,2
10744,עיסאוויה כניסה מזרחית,31.797007,35.255622,Jerusalem,Jerusalem,2
10697,עין כרם/ההדסים,31.768272,35.16214,Jerusalem,Jerusalem,2
17185,אלרוגמה,32.714642,35.074137,North,Haifa,2
18827,בר לב/כניסה,32.910811,35.182307,North,Haifa,2
27487,שד. אבץ/שד. הפלטינה,31.600817,34.787281,Center,Periphery,2
22332,הרימון/מבוא הגפן,32.01621,34.84034,Center,Tel Aviv,2
26432,הקוצר/הכשרת היישוב,31.213483,34.812264,South,Beer Sheva,2
2614,גיבורי התהילה/עבודת ישראל,32.749896,35.094751,North,Haifa,2
25791,הברזל/הקוצר,31.213963,34.809354,South,Beer Sheva,2
25468,מרכז פיס,31.386714,34.758564,South,Beer Sheva,2
25466,שכונה 31,31.386307,34.757709,South,Beer Sheva,2
25463,שכונה 27,31.389007,34.757221,South,Beer Sheva,2
25144,הרימון/כביש 412,32.01356,34.841646,Center,Tel Aviv,2
25142,הרימון/מבוא הגפן,32.016531,34.840302,Center,Tel Aviv,2
25139,הזית/הרימון,32.020525,34.83748,Center,Tel Aviv,2
2405,הגפן/האלונים,32.749346,35.098047,North,Haifa,2
23248,התמר/מבוא התאנה,32.019798,34.842703,Center,Tel Aviv,2
22961,בית ספר עמל,32.272649,35.004837,Center,Tel Aviv,2
22873,באר,32.264605,35.002281,Center,Tel Aviv,2
22827,בית ספר עמל,32.272554,35.004924,Center,Tel Aviv,2
21708,אליהו/הזית,31.944668,34.847572,Center,Tel Aviv,2
18864,מועצה מקומית,32.931531,35.319117,North,Periphery,2
21707,אליהו/סביון,31.945769,34.842572,Center,Tel Aviv,2
21706,סביון/שדרות נעמי שמר,31.945639,34.84315,Center,Tel Aviv,2
19909,שכניה,32.848033,35.247297,North,Haifa,2
19870,דרך העמק/מעלה הבנים,32.659399,35.114692,North,Haifa,2
19730,בי''ס מקיף סעדיה,32.739347,35.15846,North,Haifa,2
19727,תיכון,32.739499,35.160279,North,Haifa,2
19647,מפעל חומרי בנין,32.790839,35.32503,North,Periphery,2
19646,מרפאת שיניים,32.791524,35.328614,North,Periphery,2
19645,מרפאת שיניים,32.791438,35.328651,North,Periphery,2
19590,מרכז,32.890497,35.241861,North,Periphery,2
19466,הגורן/הגיא,32.647202,35.117867,North,Haifa,2
19465,דרך העמק/נתיב הנוטרים,32.650226,35.118173,North,Haifa,2
19462,דרך העמק/נחל קרת,32.653633,35.116997,North,Haifa,2
19460,מעלה הרקפות/הציפורנים,32.653523,35.112054,North,Haifa,2
35150,מחנה יהודה,31.785917,35.211488,Jerusalem,Jerusalem,2
35152,הטורים,31.787823,35.206852,Jerusalem,Jerusalem,2
46371,בי''ס אבן רושד,32.268514,35.010312,Center,Tel Aviv,2
41081,הדר העירייה,32.81498,34.997397,North,Haifa,2
40957,צפון/מזרח,32.962309,35.217196,North,Periphery,2
40959,בי''ס חדשני ג',32.961247,35.217868,North,Periphery,2
40963,סנובר אלג'או/דרב סאפר,32.955357,35.220923,North,Periphery,2
41078,ביה''ח בני ציון,32.807299,34.990084,North,Haifa,2
41079,מסדה,32.80953,34.991994,North,Haifa,2
41080,הנביאים,32.812858,34.995149,North,Haifa,2
41108,נירים,31.335259,34.396617,South,Periphery,2
35153,התחנה המרכזית,31.788492,35.202603,Jerusalem,Jerusalem,2
41291,אחיהוד,32.91159,35.174068,North,Haifa,2
41321,שדרות המלאכות/החרט,31.889701,34.962461,Jerusalem,Tel Aviv,2
41537,האילן/החרוב,32.520474,34.921274,North,Periphery,2
41538,האילן/החרוב,32.521122,34.921225,North,Periphery,2
41682,בי''ס אל-קסטל,32.719884,35.297125,North,Periphery,2
41683,שכונת בלאל,32.721449,35.293907,North,Periphery,2
40936,מרכז פיס,32.958646,35.217125,North,Periphery,2
40685,דרך יריחו/אל עזרייה,31.768209,35.252736,Jerusalem,Jerusalem,2
40582,עפולה,32.622003,35.294721,North,Periphery,2
40481,שכ' 5 מערב,31.395851,34.769683,South,Beer Sheva,2
40319,מועצה אזורית,32.791031,35.32681,North,Periphery,2
40231,פיצריה,32.611772,35.390434,North,Periphery,2
40229,נאעורה מערב,32.614216,35.387212,North,Periphery,2
40228,גני ילדים,32.614892,35.388201,North,Periphery,2
40075,הכשרת הישוב/החורש,31.216835,34.812557,South,Beer Sheva,2
40074,הקוצר/הברזל,31.213571,34.809946,South,Beer Sheva,2
40020,רינגלבלום ב',31.757789,35.173813,Jerusalem,Jerusalem,2
40018,כנסייה היסטורית אורתודוכסית,32.887816,35.242408,North,Periphery,2
40017,כנסייה היסטורית אורתודוכסית,32.887712,35.242773,North,Periphery,2
40016,שכונה מזרחית,32.889544,35.244359,North,Periphery,2
40015,שכונה מזרחית,32.889138,35.244143,North,Periphery,2
40014,תחנה לבריאות המשפחה,32.890605,35.244399,North,Periphery,2
40013,שעב מרכז דרום,32.8881,35.240723,North,Periphery,2
41769,שדרות המלאכות/האופה,31.889908,34.964406,Jerusalem,Tel Aviv,2
42065,טיפת חלב כסיפה,31.247078,35.067796,South,Periphery,2
42066,מסגד אבו בכר 2,31.247698,35.068205,South,Periphery,2
44388,נמל תעופה רמון/כניסה,29.712895,35.001333,South,Periphery,2
46344,אלבלדיה/סמיח אלקסם,32.264864,35.002448,Center,Tel Aviv,2
46215,בלאל בן רבאח/מחמוד דרוויש,32.27505,35.005526,Center,Tel Aviv,2
46204,אל נג'אח/מרכז אלטפל,32.262163,35.002068,Center,Tel Aviv,2
44958,בי''ס עיסאוויה/סירת אל חג'ה,31.799541,35.252076,Jerusalem,Jerusalem,2
44856,א סאפא/אבו ח'שבה,31.735994,35.203469,Jerusalem,Jerusalem,2
44855,א סאפא/אל ג'מעיה אל תחתא,31.737988,35.202656,Jerusalem,Jerusalem,2
44854,א סאפא/אל ג'מעיה אל תחתא,31.738106,35.202719,Jerusalem,Jerusalem,2
44853,א סאפה/אל בוטמה,31.740997,35.200911,Jerusalem,Jerusalem,2
44795,טכניון מרכז,32.773845,35.026632,North,Haifa,2
44641,א-סהיל,32.71748,35.07629,North,Haifa,2
44640,א-סהיל/עולש,32.71698,35.073636,North,Haifa,2
44535,יביע אומר/האדמו''ר מלעלוב,31.705858,35.109788,Jerusalem,Jerusalem,2
44443,המחצבה,32.940235,35.321433,North,Periphery,2
4443,עין קיניא/כיכר לדרום,33.234773,35.730884,North,Periphery,2
43630,התן/הלביא,31.861131,35.154857,Jerusalem,Jerusalem,2
42067,בית ספר אלירמוק,31.242033,35.066297,South,Periphery,2
43316,הרב אלישיב/אמרי סופר,31.707479,35.11277,Jerusalem,Jerusalem,2
43315,הרב אלישיב/באר יעקב,31.707123,35.111903,Jerusalem,Jerusalem,2
43038,שדרות אבץ,31.604352,34.787731,Center,Periphery,2
42901,נמל תעופה רמון/צומת באר אורה,29.70868,34.998816,South,Periphery,2
42809,מחלף העמקים/ג'למה,32.723242,35.098942,North,Haifa,2
42618,התן/השופר,31.859513,35.157944,Jerusalem,Jerusalem,2
42563,בי''ס חדשני ג',32.961163,35.21791,North,Periphery,2
42244,הקוצר/הכשרת היישוב,31.213573,34.81216,South,Beer Sheva,2
42077,מסגד אבו בכר,31.245207,35.067056,South,Periphery,2
42076,בית ספר תיכון חמאד,31.250654,35.068574,South,Periphery,2
42074,בית ספר אלירמוק,31.242021,35.066482,South,Periphery,2
42071,אמטיראת,31.24066,35.063808,South,Periphery,2
42069,בית ספר תיכון חמאד,31.251397,35.068466,South,Periphery,2
42068,טיפת חלב כסיפה 2,31.243964,35.066512,South,Periphery,2
40012,שעב מרכז דרום,32.888325,35.24031,North,Periphery,2
40011,שכונה בדווית,32.889691,35.233857,North,Periphery,2
40010,שכונה בדווית,32.889543,35.233612,North,Periphery,2
35658,שאגאל/דגה,32.807649,35.138998,North,Haifa,2
38183,שכונת חיילים משוחררים א,33.013702,35.337341,North,Periphery,2
38182,חיילים משוחררים ב,33.015297,35.334364,North,Periphery,2
38173,כפר ילדים דרוזי,33.014364,35.335203,North,Periphery,2
38171,חיילים משוחררים ג,33.015915,35.336074,North,Periphery,2
38170,חיילים משוחררים ד,33.015586,35.339614,North,Periphery,2
37522,שגב שלום/מרכז מסחרי,31.196641,34.838514,South,Beer Sheva,2
37384,עכו,32.928339,35.082984,North,Haifa,2
37164,בר לב א,32.910177,35.188552,North,Haifa,2
36119,דרך ניל''י/ההגנה,32.521485,34.942256,North,Periphery,2
36078,חרצית/האשל,32.52387,34.942914,North,Periphery,2
36073,דרך העצמאות/נורית,32.527177,34.935407,North,Periphery,2
36072,חבצלת/הארז,32.527087,34.939577,North,Periphery,2
35957,ניסן/גרונולד,31.757918,35.175948,Jerusalem,Jerusalem,2
35847,קורצ'אק/רינגלבלום,31.75939,35.174383,Jerusalem,Jerusalem,2
35657,שאגאל/דה גויה,32.807874,35.13884,North,Haifa,2
38208,עין קיניא/כיכר לצפון,33.234847,35.73099,North,Periphery,2
35611,בר לב יציאה,32.909955,35.182829,North,Haifa,2
35387,קיבוץ מירב,32.451943,35.421986,Center,Periphery,2
3518,שאגאל/קנדינסקי,32.805472,35.140752,North,Haifa,2
35164,החלוץ,31.782839,35.191455,Jerusalem,Jerusalem,2
35163,החלוץ,31.782749,35.19145,Jerusalem,Jerusalem,2
35162,הר הרצל,31.770865,35.18148,Jerusalem,Jerusalem,2
35161,הר הרצל,31.77083,35.181578,Jerusalem,Jerusalem,2
35160,יפה נוף,31.776934,35.184904,Jerusalem,Jerusalem,2
35159,יפה נוף,31.776863,35.184971,Jerusalem,Jerusalem,2
35158,כיכר דניה,31.780631,35.188253,Jerusalem,Jerusalem,2
35157,כיכר דניה,31.780579,35.188339,Jerusalem,Jerusalem,2
35156,קריית משה,31.786282,35.198114,Jerusalem,Jerusalem,2
35155,קריית משה,31.786216,35.198187,Jerusalem,Jerusalem,2
35154,התחנה המרכזית,31.788407,35.202566,Jerusalem,Jerusalem,2
38206,שכונת שאלאקה/לדרום,33.23257,35.730925,North,Periphery,2
38210,עין קיניא/מרכז לדרום,33.235728,35.730173,North,Periphery,2
40008,מסגד בילאל,32.889795,35.23711,North,Periphery,2
39373,דרור/אנפה,31.330667,34.64904,South,Beer Sheva,2
40007,מסגד בילאל,32.889808,35.236625,North,Periphery,2
40006,מגרש משולב,32.890486,35.233424,North,Periphery,2
40005,טיפת חלב,32.889477,35.238954,North,Periphery,2
40004,טיפת חלב,32.889603,35.23839,North,Periphery,2
40003,מרכז,32.890496,35.241613,North,Periphery,2
39886,חיילים משוחררים טו,32.964778,35.324274,North,Periphery,2
39884,חיילים משוחררים יב,32.966051,35.323763,North,Periphery,2
39883,חיילים משוחררים יא,32.966387,35.322872,North,Periphery,2
39882,חיילים משוחררים י,32.96661,35.322396,North,Periphery,2
39706,גנים מזרח 1,32.938534,35.326322,North,Periphery,2
39705,מסגד אלרחמן 2,32.938937,35.323804,North,Periphery,2
39704,מסגד אלרחמן 1,32.939485,35.323318,North,Periphery,2
39703,המחצבה/תחילת המגרשים,32.940649,35.319908,North,Periphery,2
39374,דרור/קנריות,31.330637,34.64874,South,Beer Sheva,2
39291,רינגלבלום א,31.75889,35.172073,Jerusalem,Jerusalem,2
38211,שלאלי/כניסה,33.238152,35.731367,North,Periphery,2
39290,רינגלבלום א,31.759005,35.172047,Jerusalem,Jerusalem,2
38774,מחלף טל,32.809528,35.136376,North,Haifa,2
38773,דוכיפת,32.812802,35.1414,North,Haifa,2
38771,דוכיפת/סנונית,32.81474,35.139094,North,Haifa,2
38566,מוחרקה 1,32.686306,35.067352,North,Haifa,2
38565,אל-סנדיאן,32.681366,35.071213,North,Haifa,2
38559,מצפה כרמל,32.685698,35.069933,North,Haifa,2
38558,מצפה כרמל,32.685934,35.070288,North,Haifa,2
38557,צומת דאליה הצעירה,32.686092,35.073562,North,Haifa,2
38556,בי''ס טכנולוגי,32.683173,35.073391,North,Haifa,2
38555,בי''ס טכנולוגי,32.683408,35.073417,North,Haifa,2
38554,אל-סנדיאן,32.681667,35.071594,North,Haifa,2
38214,דרך דהור/כניסה,33.240336,35.730588,North,Periphery,2
38212,שלאלי/יציאה,33.238342,35.731481,North,Periphery,2
9870,צומת כרם,31.771176,35.155415,Jerusalem,Jerusalem,2
