stop_id,stop_name,lat,lon,region,metro
14355,מחלף מורשה,32.123726,34.854708,מרכז,תל אביב
13734,יהודה המכבי/דרך נמיר,32.094212,34.793079,מרכז,תל אביב
24763,צומת חולון,32.037572,34.779659,מרכז,תל אביב
49329,הרכבת/ראש פינה,32.059633,34.782976,מרכז,תל אביב
25975,שדרות הפלמח/חטיבת כרמלי,31.804129,34.660742,מרכז,פריפריה
43422,שדרות מנחם בגין/שדרות הרצל,31.789241,34.640667,מרכז,פריפריה
11865,ירמיהו/הצבי,31.790679,35.202098,ירושלים,ירושלים
49466,מסוף הר נוף/כנפי נשרים,31.787451,35.180456,ירושלים,ירושלים
8614,שדרות גולדה מאיר/המשורר אצ''ג,31.825302,35.188624,ירושלים,ירושלים
11292,שפע חיים/דורש טוב,31.79731,35.212587,ירושלים,ירושלים
43905,מצודת אדומים,31.796492,35.25755,ירושלים,ירושלים
10775,גשר המיתרים/שד' הרצל,31.787162,35.199533,ירושלים,ירושלים
48481,שדרות שז''ר/בנייני האומה,31.787719,35.202632,ירושלים,ירושלים
2394,מחלף העמקים/ג'למה,32.723751,35.099955,צפון,חיפה
13339,עזרא/דמשק אליעזר,32.076564,34.836184,מרכז,תל אביב
50332,ת.רק''ל אבא הלל/דרך ז'בוטינסקי,32.083005,34.802272,מרכז,תל אביב
29325,זיסמן/דרך בגין,32.084093,34.800513,מרכז,תל אביב
13214,מתחם מידטאון/דרך מנחם בגין,32.080071,34.795266,מרכז,תל אביב
13187,דבורה הנביאה/ראול ולנברג,32.115126,34.840063,מרכז,תל אביב
13219,שד' רוקח/בכור שטרית,32.107454,34.814433,מרכז,תל אביב
13328,לה גווארדייה/המעפילים,32.059392,34.788682,מרכז,תל אביב
13322,המסגר/הרכב,32.06366,34.78558,מרכז,תל אביב
47432,הרכבת/המסגר,32.059556,34.783556,מרכז,תל אביב
13632,המסגר/ריב''ל,32.062018,34.785025,מרכז,תל אביב
29310,המסגר/יד חרוצים,32.061291,34.784847,מרכז,תל אביב
13321,המסגר/לה גווארדייה,32.059809,34.784515,מרכז,תל אביב
14339,ת. רכבת תל אביב - סבידור/על פרשת דרכים,32.081153,34.797682,מרכז,תל אביב
13246,בית ספר הולץ/חיל השריון,32.046238,34.783261,מרכז,תל אביב
13946,ת. רכבת האוניברסיטה/שד' רוקח,32.102783,34.80697,מרכז,תל אביב
13733,יהודה המכבי/דרך נמיר,32.094067,34.792836,מרכז,תל אביב
13736,הרב הרצוג/הזוהר,32.095035,34.796248,מרכז,תל אביב
50374,חניון שפירים מערבי א/הורדה,32.00027,34.843703,מרכז,תל אביב
13356,דרך קיבוץ גלויות/כביש 1,32.046861,34.784605,מרכז,תל אביב
13239,ביה''ח איכילוב/ויצמן,32.080816,34.788879,מרכז,תל אביב
50631,אזור תעשייה/לח''י,32.103059,34.837738,מרכז,תל אביב
49372,דבורה הנביאה/ראול ולנברג,32.114229,34.841026,מרכז,תל אביב
13268,מחלף לה גווארדייה,32.059174,34.786171,מרכז,תל אביב
18421,הפלמ''ח,32.966725,35.495154,צפון,פריפריה
5623,צומת צפת דרום/אזור התעשיה,32.96144,35.488363,צפון,פריפריה
18409,אצ''ל/דרך הרב חיים חורי,32.958462,35.492895,צפון,פריפריה
7152,קרן היסוד/אצ''ל,32.960214,35.493494,צפון,פריפריה
24722,אנה פרנק/הקוממיות,32.00356,34.75357,מרכז,תל אביב
12990,בית הדר דפנה/שד' שאול המלך,32.077609,34.791101,מרכז,תל אביב
13206,קריית הממשלה/דרך מנחם בגין,32.07238,34.789654,מרכז,תל אביב
14356,חזון אי''ש/נחמיה,32.080495,34.834343,מרכז,תל אביב
10238,שדרות משה דיין/שדרות נווה יעקב,31.836708,35.233878,ירושלים,ירושלים
10169,גן החיות התנ''כי,31.745642,35.17734,ירושלים,ירושלים
37834,גן החיות התנ''כי,31.745478,35.177038,ירושלים,ירושלים
14057,אהרונוביץ/ קניון בני ברק,32.091581,34.83946,מרכז,תל אביב
15826,צומת חמד,32.012415,34.843015,מרכז,תל אביב
13752,שד' רוקח/דרך נמיר,32.100547,34.796071,מרכז,תל אביב
