stop_id,stop_code,stop_name,stop_lat,stop_lon,scheduled_stop_calls,degree,weighted_degree,in_degree,out_degree,pagerank,betweenness,harmonic,is_articulation_point,community_id,stations_outside_largest_component,components,socio_locality,socio_cluster,socio_index_value,socio_population,socio_join_method,socio_join_distance_m,region,metro,socio_group,degree_percentile,weighted_degree_percentile,pagerank_percentile,betweenness_percentile,harmonic_percentile,damage_percentile_among_67,damage_percentile_among_damaging,top_quintile_centrality_count,composite_centrality_score_legacy,composite_centrality_score_balanced,composite_centrality_score,station_archetype
37294,17102,רשל''צ משה דיין,31.987987,34.757392,218,4,412,4,4,0.0165426566500011,0.0977466977466977,0.2909090909090908,False,3,0,1,ראשון לציון,8.0,,5870.0,nearest,118.80360635985188,מרכז,תל אביב,Higher (clusters 8-9),0.8059701492537313,0.6119402985074627,0.7164179104477612,0.8059701492537313,0.7910447761194029,0.40298507462686567,0.0,2,74.62686567164178,76.9485903814262,76.9485903814262,structural broker with alternatives
42417,17121,רעננה מערב,32.180006,34.850737,217,3,434,3,3,0.0130197122483279,0.1022533022533022,0.2796296296296295,False,7,0,1,הרצלייה,8.0,,3333.0,within,0.0,מרכז,תל אביב,Higher (clusters 8-9),0.6417910447761194,0.6865671641791045,0.43283582089552236,0.8208955223880597,0.7313432835820896,0.40298507462686567,0.0,1,66.26865671641792,71.3101160862355,71.3101160862355,structural broker with alternatives
37316,17080,קרית גת,31.603526,34.777955,70,4,140,4,4,0.0121441181414992,0.1841491841491841,0.2916847041847041,False,5,0,1,קריית גת,4.0,,3711.0,nearest,278.61397578705805,מרכז,פריפריה,Lower (clusters 2-4),0.8059701492537313,0.14925373134328357,0.373134328358209,0.8805970149253731,0.8059701492537313,0.40298507462686567,0.0,3,60.298507462686565,70.97844112769486,70.97844112769486,structural broker with alternatives
37326,17070,אשדוד עד הלום,31.774061,34.666059,267,4,509,4,3,0.0218599683282956,0.0628593628593628,0.2522803795531068,False,3,0,1,אשדוד,5.0,,4948.0,nearest,649.908681429238,מרכז,פריפריה,Middle (clusters 5-7),0.8059701492537313,0.7910447761194029,0.8507462686567164,0.7611940298507462,0.5522388059701493,0.40298507462686567,0.0,2,75.22388059701493,70.97844112769486,70.97844112769486,ordinary or peripheral station
37332,17064,רחובות,31.908691,34.806351,125,4,198,3,4,0.0126014603123898,0.0736596736596736,0.2828463203463203,False,1,0,1,רחובות,7.0,,409.0,within,0.0,מרכז,תל אביב,Middle (clusters 5-7),0.8059701492537313,0.2537313432835821,0.417910447761194,0.7910447761194029,0.7761194029850746,0.40298507462686567,0.0,1,60.895522388059696,68.65671641791046,68.65671641791046,ordinary or peripheral station
37368,17028,חדרה מערב,32.438199,34.899321,151,5,302,5,5,0.0120203786324686,0.0185703185703185,0.3074074074074073,False,7,0,1,חדרה,5.0,,3701.0,within,0.0,מרכז,פריפריה,Middle (clusters 5-7),0.8880597014925373,0.47761194029850745,0.3582089552238806,0.5522388059701493,0.8656716417910447,0.40298507462686567,0.0,2,62.83582089552239,66.41791044776119,66.41791044776119,globally accessible connector
37336,17060,רמלה,31.928809,34.877304,102,3,204,3,3,0.016023527659984,0.0561771561771561,0.2674422799422798,True,1,1,2,רמלה,2.0,,3624.0,within,0.0,מרכז,תל אביב,Lower (clusters 2-4),0.6417910447761194,0.29850746268656714,0.7014925373134329,0.7313432835820896,0.6865671641791045,0.8432835820895522,0.25,0,61.19402985074627,65.50580431177447,65.50580431177447,branch gateway
37396,17000,פאתי מודיעין,31.893133,34.960682,233,3,466,3,3,0.0169295062095221,0.0303030303030303,0.2591089466089464,True,6,1,2,מודיעין-מכבים-רעות*,9.0,,,within,0.0,ירושלים,תל אביב,Higher (clusters 8-9),0.6417910447761194,0.7761194029850746,0.746268656716418,0.6044776119402985,0.6268656716417911,0.8432835820895522,0.25,0,67.91044776119402,65.09121061359868,65.09121061359868,branch gateway
40581,17113,כפר ברוך,32.647554,35.207967,106,4,212,4,4,0.0144355607931393,0.0596736596736596,0.2552319734137915,True,2,2,2,כפר ברוך,7.0,,709.0,nearest,889.0881717578255,צפון,פריפריה,Middle (clusters 5-7),0.8059701492537313,0.3358208955223881,0.5970149253731343,0.746268656716418,0.5970149253731343,0.9029850746268657,0.5357142857142857,1,61.64179104477612,64.09618573797678,64.09618573797678,branch gateway
37366,17030,נתניה,32.319915,34.869257,196,4,331,4,4,0.013133562543092,0.0171717171717171,0.2806397306397306,False,7,0,1,נתניה,2.0,,146.0,within,0.0,מרכז,תל אביב,Lower (clusters 2-4),0.8059701492537313,0.5223880597014925,0.44776119402985076,0.5373134328358209,0.746268656716418,0.40298507462686567,0.0,1,61.19402985074627,62.520729684908794,62.520729684908794,ordinary or peripheral station
37388,17008,מרכזית המפרץ/קו החוף,32.793921,35.037079,298,3,581,3,3,0.017996709038804,0.0137529137529137,0.2539693471511652,False,4,0,1,נשר,6.0,,212.0,nearest,1039.778665830584,צפון,חיפה,Middle (clusters 5-7),0.6417910447761194,0.8507462686567164,0.8059701492537313,0.5223880597014925,0.582089552238806,0.40298507462686567,0.0,2,68.05970149253731,62.35489220563847,62.35489220563847,redundant high-service hub
37346,17050,חולון וולפסון,32.035462,34.759782,194,3,388,3,3,0.0140179620253115,0.0136752136752136,0.2719696969696968,False,3,0,1,חולון,5.0,,3868.0,within,0.0,מרכז,תל אביב,Middle (clusters 5-7),0.6417910447761194,0.5671641791044776,0.5074626865671642,0.5074626865671642,0.7164179104477612,0.40298507462686567,0.0,0,58.805970149253724,59.86733001658374,59.86733001658374,ordinary or peripheral station
37296,17100,הוד השרון,32.170213,34.901609,217,3,434,3,3,0.0142160931879732,0.0491064491064491,0.2364778739778739,False,8,0,1,הוד השרון,9.0,,13325.0,within,0.0,מרכז,תל אביב,Higher (clusters 8-9),0.6417910447761194,0.6865671641791045,0.5373134328358209,0.7164179104477612,0.417910447761194,0.40298507462686567,0.0,0,60.0,58.540630182421225,58.540630182421225,ordinary or peripheral station
37356,17040,בני ברק,32.102938,34.830131,217,2,434,2,2,0.011965260522604,0.0646464646464646,0.2469817219817218,False,8,0,1,תל אביב -יפו,2.0,,221.0,nearest,377.6891692882086,מרכז,תל אביב,Lower (clusters 2-4),0.3358208955223881,0.6865671641791045,0.34328358208955223,0.7761194029850746,0.5223880597014925,0.40298507462686567,0.0,0,53.28358208955224,58.457711442786064,58.457711442786064,ordinary or peripheral station
37364,17032,בית יהושע,32.262346,34.860112,163,3,326,3,3,0.0117491878998084,0.013053613053613,0.2705387205387204,False,7,0,1,בית יהושע,9.0,,1117.0,within,0.0,מרכז,תל אביב,Higher (clusters 8-9),0.6417910447761194,0.5074626865671642,0.3283582089552239,0.4925373134328358,0.7014925373134329,0.40298507462686567,0.0,0,53.43283582089552,56.21890547263681,56.21890547263681,ordinary or peripheral station
37300,17096,יבנה מערב,31.891676,34.731526,194,2,388,2,2,0.0159860020584935,0.0372183372183372,0.2429473304473303,False,3,0,1,יבנה,7.0,,631.0,within,0.0,מרכז,תל אביב,Middle (clusters 5-7),0.3358208955223881,0.5671641791044776,0.6865671641791045,0.6716417910447762,0.4626865671641791,0.40298507462686567,0.0,0,54.47761194029852,55.472636815920396,55.472636815920396,ordinary or peripheral station
37378,17018,בת גלים,32.830498,34.981888,385,2,770,2,2,0.0224226849932552,0.0,0.2663480038480038,False,2,0,1,חיפה,4.0,,1396.0,within,0.0,צפון,חיפה,Lower (clusters 2-4),0.3358208955223881,0.9104477611940298,0.8656716417910447,0.1865671641791045,0.6716417910447762,0.40298507462686567,0.0,2,59.40298507462687,52.072968490878935,52.072968490878935,redundant high-service hub
37344,17052,בת ים אלי כהן - יוספטל,32.014588,34.762082,194,3,388,3,3,0.0152015906902339,0.0016317016317016,0.236634199134199,False,3,0,1,חולון,4.0,,4095.0,within,0.0,מרכז,תל אביב,Lower (clusters 2-4),0.6417910447761194,0.5671641791044776,0.6268656716417911,0.40298507462686567,0.43283582089552236,0.40298507462686567,0.0,0,53.43283582089552,48.25870646766169,48.25870646766169,ordinary or peripheral station
37354,17042,קרית אריה,32.106273,34.863205,217,2,434,2,2,0.0132473761077957,0.0378399378399378,0.2118927368927368,False,8,0,1,פתח תקווה,9.0,,3496.0,nearest,634.0136713030199,מרכז,תל אביב,Higher (clusters 8-9),0.3358208955223881,0.6865671641791045,0.4626865671641791,0.6865671641791045,0.2537313432835821,0.40298507462686567,0.0,0,48.507462686567166,47.8441127694859,47.8441127694859,ordinary or peripheral station
37324,17072,אשקלון,31.676856,34.604447,247,2,393,2,2,0.0172354546601251,0.031002331002331,0.2086552757007302,False,3,0,1,אשקלון,6.0,,4008.0,nearest,314.4624011895982,מרכז,פריפריה,Middle (clusters 5-7),0.3358208955223881,0.5970149253731343,0.7761194029850746,0.6567164179104478,0.208955223880597,0.40298507462686567,0.0,0,51.49253731343284,47.8441127694859,47.8441127694859,ordinary or peripheral station
37386,17010,חוצות מפרץ,32.809527,35.054514,262,3,524,3,3,0.0166398172672441,0.0002331002331002,0.2188153176789539,False,4,0,1,חיפה,7.0,,3441.0,nearest,1360.6679217607104,צפון,חיפה,Middle (clusters 5-7),0.6417910447761194,0.8208955223880597,0.7313432835820896,0.373134328358209,0.31343283582089554,0.40298507462686567,0.0,1,57.611940298507456,47.2636815920398,47.2636815920398,ordinary or peripheral station
37384,17012,עכו,32.928339,35.082984,187,2,374,2,2,0.015497462277507,0.0303030303030303,0.2137648126284488,True,4,1,2,עכו,5.0,,3257.0,within,0.0,צפון,חיפה,Middle (clusters 5-7),0.3358208955223881,0.5373134328358209,0.6567164179104478,0.6044776119402985,0.27611940298507465,0.8432835820895522,0.25,0,48.2089552238806,46.35157545605307,46.35157545605307,branch gateway
37340,17056,כפר חבד,31.993188,34.85303,101,3,202,3,3,0.0089790169587002,0.0,0.2924242424242422,False,1,0,1,"כפר חב""ד",4.0,,6720.0,within,0.0,מרכז,תל אביב,Lower (clusters 2-4),0.6417910447761194,0.26865671641791045,0.19402985074626866,0.1865671641791045,0.8283582089552238,0.40298507462686567,0.0,1,42.38805970149254,46.1028192371476,46.1028192371476,globally accessible connector
39260,17109,אופקים,31.322628,34.634078,151,2,300,2,2,0.0170439368497184,0.0305361305361305,0.2101704272158816,False,5,0,1,אופקים,2.0,,7179.0,nearest,516.6455777249131,דרום,באר שבע,Lower (clusters 2-4),0.3358208955223881,0.44776119402985076,0.7611940298507462,0.6417910447761194,0.22388059701492538,0.40298507462686567,0.0,0,48.20895522388059,46.01990049751243,46.01990049751243,ordinary or peripheral station
37334,17062,לוד גני אביב,31.966977,34.87879,96,3,192,3,3,0.0089832954908657,0.0,0.2924242424242422,False,1,0,1,לוד,6.0,,3364.0,within,0.0,מרכז,תל אביב,Middle (clusters 5-7),0.6417910447761194,0.21641791044776118,0.208955223880597,0.1865671641791045,0.8283582089552238,0.40298507462686567,0.0,1,41.64179104477611,45.68822553897181,45.68822553897181,globally accessible connector
41291,17116,אחיהוד,32.91159,35.174068,121,2,242,2,2,0.0123961801500237,0.0303030303030303,0.2137648126284488,True,4,1,2,אחיהוד,6.0,,925.0,nearest,88.03331122872852,צפון,חיפה,Middle (clusters 5-7),0.3358208955223881,0.417910447761194,0.3880597014925373,0.6044776119402985,0.27611940298507465,0.8432835820895522,0.25,0,40.44776119402985,42.039800995024876,42.039800995024876,branch gateway
37304,17092,כפר סבא,32.167369,34.917428,217,2,434,2,2,0.0143375659546034,0.022066822066822,0.202255782937601,False,8,0,1,הוד השרון,9.0,,6840.0,within,0.0,מרכז,תל אביב,Higher (clusters 8-9),0.3358208955223881,0.6865671641791045,0.5671641791044776,0.5671641791044776,0.16417910447761194,0.40298507462686567,0.0,0,46.41791044776119,42.039800995024876,42.039800995024876,ordinary or peripheral station
40582,17112,עפולה,32.622003,35.294721,106,2,212,2,2,0.015398201377072,0.0303030303030303,0.202906226769863,True,2,1,2,עפולה,6.0,,10966.0,within,0.0,צפון,פריפריה,Middle (clusters 5-7),0.3358208955223881,0.3358208955223881,0.6417910447761194,0.6044776119402985,0.1791044776119403,0.8432835820895522,0.25,0,41.940298507462686,40.71310116086235,40.71310116086235,branch gateway
37330,17066,באר יעקב,31.932781,34.828591,102,2,204,2,2,0.0125051039244424,0.0,0.2606240981240981,False,1,0,1,באר יעקב,7.0,,31325.0,within,0.0,מרכז,תל אביב,Middle (clusters 5-7),0.3358208955223881,0.29850746268656714,0.40298507462686567,0.1865671641791045,0.6417910447761194,0.40298507462686567,0.0,0,37.31343283582089,39.13764510779436,39.13764510779436,ordinary or peripheral station
37348,17048,צומת חולון,32.037036,34.776461,107,2,214,2,2,0.0079110991186111,0.0,0.2618686868686868,False,3,0,1,תל אביב -יפו,4.0,,3865.0,within,0.0,מרכז,תל אביב,Lower (clusters 2-4),0.3358208955223881,0.3656716417910448,0.08955223880597014,0.1865671641791045,0.6567164179104478,0.40298507462686567,0.0,0,32.68656716417911,36.89883913764511,36.89883913764511,ordinary or peripheral station
37352,17044,סגולה,32.111918,34.901335,217,2,434,2,2,0.0139278880104808,0.0114996114996114,0.1901345708163889,False,8,0,1,פתח תקווה,8.0,,2044.0,nearest,7.764896520031846,מרכז,תל אביב,Higher (clusters 8-9),0.3358208955223881,0.6865671641791045,0.4925373134328358,0.47761194029850745,0.1044776119402985,0.40298507462686567,0.0,0,41.940298507462686,36.23548922056385,36.23548922056385,ordinary or peripheral station
42507,17123,מרכזית המפרץ,32.792942,35.032964,96,3,191,3,3,0.0104167433690469,0.0,0.2451309633127814,False,2,0,1,חיפה,2.0,,4936.0,nearest,768.4220874030349,צפון,חיפה,Lower (clusters 2-4),0.6417910447761194,0.19402985074626866,0.31343283582089554,0.1865671641791045,0.5,0.40298507462686567,0.0,0,36.71641791044776,35.65505804311774,35.65505804311774,ordinary or peripheral station
37392,17004,קרית חיים,32.824918,35.06429,257,2,514,2,2,0.0173566119667999,0.0,0.2112395601031963,False,4,0,1,חיפה,7.0,,3228.0,within,0.0,צפון,חיפה,Middle (clusters 5-7),0.3358208955223881,0.8059701492537313,0.7910447761194029,0.1865671641791045,0.23880597014925373,0.40298507462686567,0.0,1,47.16417910447762,35.65505804311774,35.65505804311774,ordinary or peripheral station
37374,17022,עתלית,32.692924,34.940314,165,2,255,2,2,0.0086692912389098,0.0,0.2527116402116401,False,2,0,1,עתלית,8.0,,10929.0,within,0.0,צפון,חיפה,Higher (clusters 8-9),0.3358208955223881,0.43283582089552236,0.14925373134328357,0.1865671641791045,0.5671641791044776,0.40298507462686567,0.0,0,33.43283582089553,35.32338308457712,35.32338308457712,ordinary or peripheral station
42419,17119,קרית מלאכי,31.747335,34.822479,52,2,104,2,2,0.0103699556620413,0.0034965034965034,0.228543005815733,False,1,0,1,כפר מנחם,8.0,,1371.0,nearest,1422.2983166928586,מרכז,פריפריה,Higher (clusters 8-9),0.3358208955223881,0.06716417910447761,0.29850746268656714,0.4253731343283582,0.3880597014925373,0.40298507462686567,0.0,0,30.29850746268657,34.908789386401324,34.908789386401324,ordinary or peripheral station
37290,17106,שדרות,31.515877,34.586059,151,2,302,2,2,0.0145431080160731,0.0072261072261072,0.1883608394972031,False,5,0,1,שדרות,4.0,,5554.0,nearest,63.96260119001862,דרום,פריפריה,Lower (clusters 2-4),0.3358208955223881,0.47761194029850745,0.6119402985074627,0.4626865671641791,0.08955223880597014,0.40298507462686567,0.0,0,39.552238805970156,34.24543946932007,34.24543946932007,ordinary or peripheral station
40584,17110,כפר יהושע,32.681069,35.124624,66,3,132,3,3,0.0090494125248442,0.0,0.2451309633127814,False,2,0,1,כפר יהושע,8.0,,1251.0,nearest,1104.3134044597955,צפון,חיפה,Higher (clusters 8-9),0.6417910447761194,0.13432835820895522,0.22388059701492538,0.1865671641791045,0.5,0.40298507462686567,0.0,0,33.731343283582085,33.99668325041459,33.99668325041459,ordinary or peripheral station
38643,17108,נתיבות,31.410871,34.571423,151,2,302,2,2,0.0157152659917043,0.0067599067599067,0.188360839497203,False,5,0,1,נתיבות,5.0,,3431.0,within,0.0,דרום,פריפריה,Middle (clusters 5-7),0.3358208955223881,0.47761194029850745,0.6716417910447762,0.44776119402985076,0.07462686567164178,0.40298507462686567,0.0,0,40.149253731343286,33.91376451077944,33.91376451077944,ordinary or peripheral station
42416,17122,רעננה דרום,32.172568,34.886294,212,2,424,2,2,0.0135423398294958,0.0,0.2243566618566617,False,8,0,1,רעננה,8.0,,2337.0,within,0.0,מרכז,תל אביב,Higher (clusters 8-9),0.3358208955223881,0.6268656716417911,0.47761194029850745,0.1865671641791045,0.34328358208955223,0.40298507462686567,0.0,0,39.40298507462686,33.665008291873974,33.665008291873974,ordinary or peripheral station
37302,17094,ראש העין צפון,32.120865,34.934527,217,2,434,2,2,0.014252582682653,0.0034965034965034,0.1812431676068038,False,8,0,1,ראש העין,7.0,,,nearest,1004.6338928937128,מרכז,תל אביב,Middle (clusters 5-7),0.3358208955223881,0.6865671641791045,0.5522388059701493,0.4253731343283582,0.05970149253731343,0.40298507462686567,0.0,0,41.194029850746276,33.66500829187396,33.66500829187396,ordinary or peripheral station
42418,17120,מזכרת בתיה,31.841507,34.855948,52,2,104,2,2,0.0101536970852306,0.0009324009324009,0.2209672482399754,False,1,0,1,מזכרת בתיה,8.0,,15726.0,within,0.0,מרכז,תל אביב,Higher (clusters 8-9),0.3358208955223881,0.06716417910447761,0.2835820895522388,0.3880597014925373,0.3283582089552239,0.40298507462686567,0.0,0,28.059701492537314,31.509121061359863,31.509121061359863,ordinary or peripheral station
42286,17118,ירושלים/יצחק נבון,31.788062,35.202545,195,2,195,2,2,0.0074682317928169,0.0,0.2515331890331889,False,6,0,1,ירושלים,2.0,,9465.0,within,0.0,ירושלים,ירושלים,Lower (clusters 2-4),0.3358208955223881,0.23880597014925373,0.07462686567164178,0.1865671641791045,0.5373134328358209,0.40298507462686567,0.0,0,27.46268656716418,31.343283582089555,31.343283582089555,ordinary or peripheral station
37370,17026,קיסריה פרדס חנה,32.485187,34.954099,102,2,204,2,2,0.0084280118314614,0.0,0.2398328523328522,False,7,0,1,פרדס חנה-כרכור,6.0,,4962.0,within,0.0,מרכז,פריפריה,Middle (clusters 5-7),0.3358208955223881,0.29850746268656714,0.11940298507462686,0.1865671641791045,0.44776119402985076,0.40298507462686567,0.0,0,27.761194029850746,29.519071310116086,29.519071310116086,ordinary or peripheral station
37342,17054,בת ים קוממיות,32.000989,34.759437,107,2,214,2,2,0.0094705347056016,0.0,0.226533189033189,False,3,0,1,בת ים,5.0,,2096.0,nearest,19.96749332380476,מרכז,תל אביב,Middle (clusters 5-7),0.3358208955223881,0.3656716417910448,0.2537313432835821,0.1865671641791045,0.3582089552238806,0.40298507462686567,0.0,0,30.0,28.77280265339967,28.77280265339967,ordinary or peripheral station
37308,17088,להבים רהט,31.369907,34.79804,55,2,110,2,2,0.0093085621542329,0.0,0.2318258340985613,False,5,0,1,להבים,9.0,,7219.0,within,0.0,דרום,באר שבע,Higher (clusters 8-9),0.3358208955223881,0.1044776119402985,0.23880597014925373,0.1865671641791045,0.40298507462686567,0.40298507462686567,0.0,0,25.37313432835821,27.197346600331677,27.197346600331677,ordinary or peripheral station
37328,17068,יבנה מזרח,31.861702,34.744295,72,2,144,2,2,0.0088096194718452,0.0,0.227532904805632,False,1,0,1,יבנה,5.0,,4667.0,within,0.0,מרכז,תל אביב,Middle (clusters 5-7),0.3358208955223881,0.16417910447761194,0.1791044776119403,0.1865671641791045,0.373134328358209,0.40298507462686567,0.0,0,24.776119402985074,26.202321724709783,26.202321724709783,ordinary or peripheral station
37298,17098,ראשונים,31.948927,34.802622,59,1,59,1,1,0.0048852325019274,0.0,0.2447150072150071,False,1,0,1,ראשון לציון,8.0,,6999.0,within,0.0,מרכז,תל אביב,Higher (clusters 8-9),0.06716417910447761,0.04477611940298507,0.029850746268656716,0.1865671641791045,0.47761194029850745,0.40298507462686567,0.0,0,16.119402985074625,23.71475953565506,23.71475953565506,ordinary or peripheral station
40640,17114,נתניה קריית ספיר,32.278832,34.865175,96,2,192,2,2,0.0084076485850907,0.0,0.2185485810485809,False,7,0,1,כפר נטר,9.0,,1143.0,nearest,338.234584013576,מרכז,תל אביב,Higher (clusters 8-9),0.3358208955223881,0.21641791044776118,0.1044776119402985,0.1865671641791045,0.29850746268656714,0.40298507462686567,0.0,0,22.835820895522385,23.466003316749585,23.466003316749585,ordinary or peripheral station
37312,17084,באר שבע מרכז,31.242886,34.798546,219,1,219,1,1,0.0141100263756908,0.0,0.1929987100441645,False,5,0,1,באר שבע,6.0,,2002.0,within,0.0,דרום,באר שבע,Middle (clusters 5-7),0.06716417910447761,0.3880597014925373,0.5223880597014925,0.1865671641791045,0.12686567164179105,0.40298507462686567,0.0,0,25.82089552238806,21.31011608623549,21.31011608623549,ordinary or peripheral station
37394,17002,מודיעין מרכז,31.901238,35.005712,233,1,233,1,1,0.009650011494311,0.0,0.2018398268398268,False,6,0,1,מודיעין-מכבים-רעות*,9.0,,719.0,within,0.0,מרכז,תל אביב,Higher (clusters 8-9),0.06716417910447761,0.40298507462686567,0.26865671641791045,0.1865671641791045,0.14925373134328357,0.40298507462686567,0.0,0,21.492537313432834,19.402985074626866,19.402985074626866,ordinary or peripheral station
37322,17074,בית שמש,31.757821,34.989515,50,1,50,1,1,0.0055770345428937,0.0,0.2030379553106825,False,1,0,1,בית שמש,3.0,,5633.0,nearest,317.5038950020022,ירושלים,פריפריה,Lower (clusters 2-4),0.06716417910447761,0.029850746268656716,0.04477611940298507,0.1865671641791045,0.19402985074626866,0.40298507462686567,0.0,0,10.44776119402985,14.2620232172471,14.2620232172471,ordinary or peripheral station
37382,17014,נהריה,33.005075,35.09871,187,1,187,1,1,0.0087199888343139,0.0,0.1702881714245349,False,4,0,1,נהרייה,6.0,,3791.0,within,0.0,צפון,פריפריה,Middle (clusters 5-7),0.06716417910447761,0.1791044776119403,0.16417910447761194,0.1865671641791045,0.03731343283582089,0.40298507462686567,0.0,0,12.686567164179102,12.023217247097843,12.023217247097843,ordinary or peripheral station
