mode_label,from_stop,to_stop,trip_frequency
bus,48241,18727,2
bus,18748,39237,4
bus,48241,19489,2
bus,19489,34309,2
bus,19968,41724,14
bus,41724,35118,26
bus,35118,41802,26
bus,41802,5605,2
bus,5605,19984,50
bus,19984,18727,2
bus,27657,39133,4
bus,39133,28794,4
bus,51391,51430,4
bus,26711,28727,16
bus,28745,28213,4
bus,26737,27809,4
bus,28106,12044,13
bus,4169,6762,130
bus,6762,6760,2
bus,6760,6741,163
bus,6741,34159,2
bus,34159,34161,2
bus,20175,20756,2
bus,20756,20757,2
bus,20757,20758,2
bus,20758,20759,45
bus,20759,20219,2
bus,18816,19293,2
bus,4171,19849,2
bus,19849,20373,2
bus,19762,7234,2
bus,18192,18103,2
bus,18103,42151,2
bus,17961,6573,2
bus,19580,4171,2
bus,2868,2410,19
bus,2384,3979,19
bus,3979,42794,19
bus,42794,3437,58
bus,2092,3507,15
bus,3699,3958,15
bus,3839,2040,15
bus,41399,41397,82
bus,41397,41398,82
bus,41398,41400,41
bus,41400,41402,41
bus,41402,41404,41
bus,41404,41405,41
bus,41405,41408,41
bus,41408,28747,39
bus,28746,28765,79
bus,28765,28764,170
bus,28764,28763,172
bus,28763,28762,165
bus,28762,28761,165
bus,28761,28760,165
bus,28760,28753,165
bus,28753,41419,41
bus,41419,41420,41
bus,41420,38395,41
bus,18999,4283,56
bus,4356,4210,118
bus,18955,18704,4
bus,19936,4357,33
bus,50589,18999,57
bus,38373,38371,7
bus,38371,38975,7
bus,21695,39795,7
bus,47951,15233,66
bus,4410,4412,4
bus,4414,7166,26
bus,37465,5395,92
bus,5395,6380,92
bus,5268,5345,92
bus,5345,5346,92
bus,5313,5365,92
bus,28466,28924,28
bus,25654,25828,28
bus,26700,42023,28
bus,42023,28206,29
bus,12570,25823,28
bus,1583,2899,27
bus,4115,38274,11
bus,38274,4118,11
bus,4118,38273,11
bus,38272,42840,143
bus,1757,41123,150
bus,41123,41129,281
bus,41129,41127,281
bus,41127,41121,150
bus,41121,43968,150
bus,43968,43965,150
bus,43965,43964,150
bus,43964,43963,307
bus,43963,43961,147
bus,43961,43962,147
bus,43962,41120,147
bus,41120,41126,147
bus,41126,41128,147
bus,41128,41122,278
bus,41122,4129,147
bus,38277,4114,356
bus,4114,4115,132
bus,4117,4118,132
bus,4118,48611,132
bus,48611,48676,132
bus,48676,48869,132
bus,48869,48659,132
bus,48659,4119,132
bus,14090,29362,3
bus,39344,39373,10
bus,39373,27709,10
bus,27699,39369,10
bus,39480,27700,10
bus,50966,48848,10
bus,44787,29249,10
bus,18440,18441,4
bus,19369,4202,4
bus,3934,2072,4
bus,3599,35830,116
bus,35830,3281,116
bus,3281,2181,116
bus,2206,3915,116
bus,2275,2739,116
bus,2739,35944,116
bus,35944,2299,116
bus,2586,2740,120
bus,2740,2279,120
bus,3630,3277,120
bus,35815,35632,120
bus,27080,27358,2
bus,27082,25855,2
bus,28029,27364,2
bus,27120,27124,2
bus,27124,27967,2
bus,28709,26706,3
bus,28779,28329,32
bus,27692,27666,2
bus,14289,29578,3
bus,29578,14486,3
bus,14486,14420,6
bus,14420,13008,5
bus,35300,41893,3
bus,41893,42685,3
bus,42685,14480,9
bus,14480,14479,9
bus,6078,41550,85
bus,41550,6274,85
bus,6274,42082,85
bus,42082,42083,85
bus,42083,42090,85
bus,42090,41554,85
bus,41554,42092,212
bus,41555,41558,85
bus,41558,6278,85
bus,6278,41561,85
bus,42085,19265,85
bus,5756,21265,85
bus,21268,19217,85
bus,19217,6281,85
bus,6281,41547,85
bus,41547,41546,85
bus,41546,42088,85
bus,42088,39632,85
bus,39632,39633,172
bus,39633,19239,85
bus,19239,39631,85
bus,39631,39630,172
bus,39630,42087,85
bus,42087,19240,91
bus,39236,18735,16
bus,18735,6512,16
bus,6512,20795,16
bus,42055,5498,16
bus,5498,5760,16
bus,5498,42057,12
bus,42057,42053,12
bus,42053,42052,12
bus,42052,42058,12
bus,42058,42051,12
bus,42051,18656,12
bus,18656,18655,12
bus,18655,42049,12
bus,42049,42048,12
bus,42048,42047,12
bus,42047,42046,12
bus,42046,42054,12
bus,42054,18691,6
bus,18700,18695,88
bus,18650,20752,35
bus,20752,20753,35
bus,20753,20754,35
bus,20754,49499,35
bus,49499,49557,35
bus,49557,49512,6
bus,49512,49508,35
bus,49508,20755,35
bus,20755,6076,35
bus,6076,34256,35
bus,40945,40948,73
bus,40948,40950,73
bus,40950,40951,73
bus,40951,42569,73
bus,42569,20553,73
bus,40977,20823,73
bus,20823,44561,73
bus,44561,44560,73
bus,44560,44559,73
bus,44559,44897,73
bus,44897,44553,73
bus,44553,40967,73
bus,40967,42145,73
bus,42145,42138,73
bus,42138,42137,73
bus,42137,40968,73
bus,40968,40969,73
bus,40969,42139,73
bus,42139,40970,73
bus,40970,20513,73
bus,40956,40957,73
bus,40957,40959,73
bus,40959,40936,73
bus,40936,20556,73
bus,40978,40773,73
bus,40773,40757,107
bus,40757,40772,107
bus,40772,40758,107
bus,40758,40769,107
bus,40769,40759,107
bus,40759,40763,73
bus,40763,40767,73
bus,40767,40766,73
bus,40766,40765,73
bus,40765,6524,73
bus,6526,5510,73
bus,5510,6045,73
bus,6045,20113,73
bus,20113,35473,73
bus,35473,35505,73
bus,35505,40750,73
bus,40750,40752,73
bus,40752,41348,73
bus,41348,40754,73
bus,18679,21177,134
bus,50164,19849,32
bus,19850,19852,26
bus,19854,40523,139
bus,20349,20373,26
bus,7034,39017,48
bus,39017,47399,156
bus,47399,7035,156
bus,39003,20840,316
bus,20840,5549,117
bus,20320,18959,26
bus,18959,20698,26
bus,20698,6290,26
bus,6290,19047,26
bus,19139,20894,26
bus,17706,20900,26
bus,4241,21141,387
bus,21141,21152,331
bus,18254,18869,62
bus,41673,18110,62
bus,5377,44949,2
bus,14391,35305,3
bus,35305,14486,3
bus,14482,51456,221
bus,51456,14481,6
bus,29641,42685,6
bus,14464,14495,4
bus,14282,14377,4
bus,14377,43952,4
bus,43952,14479,4
bus,14456,14461,3
bus,14461,14294,3
bus,14466,14296,3
bus,14296,14430,3
bus,14426,29578,3
bus,29578,14289,3
bus,14289,35298,3
bus,35298,14271,3
bus,25363,22637,7
bus,21918,41111,7
bus,41111,22548,7
bus,15951,39848,7
bus,47979,830,88
bus,792,16663,35
bus,16663,37149,35
bus,37149,24370,37
bus,24370,15956,65
bus,15956,24862,58
bus,24862,24863,56
bus,24863,24864,56
bus,24864,24371,37
bus,46420,24407,154
bus,830,37416,92
bus,24932,24467,7
bus,24414,16581,7
bus,16581,51423,7
bus,51423,21861,7
bus,21861,757,7
bus,48007,42110,7
bus,42110,22889,7
bus,22886,23582,7
bus,23582,22865,7
bus,15956,15957,7
bus,15957,48937,7
bus,48937,48936,14
bus,48936,7892,7
bus,7892,8453,14
bus,8453,50113,14
bus,50113,50101,7
bus,50101,7892,7
bus,50113,48937,7
bus,48936,24862,7
bus,24862,24864,9
bus,793,23582,7
bus,24794,42110,7
bus,42110,16649,7
bus,51499,21861,7
bus,21861,21862,7
bus,21862,24434,7
bus,48423,24982,7
bus,42064,23585,64
bus,23593,23583,64
bus,15968,42187,124
bus,42187,22887,124
bus,22887,23582,72
bus,47888,25540,32
bus,9914,8871,81
bus,8871,42232,81
bus,42232,41974,81
bus,41974,41975,81
bus,41975,9681,81
bus,19439,19440,161
bus,19440,19441,161
bus,19441,19442,161
bus,19442,19443,81
bus,19443,18568,81
bus,43655,6120,81
bus,6120,6147,81
bus,6147,6145,81
bus,6145,18570,81
bus,18570,21051,81
bus,21051,4989,81
bus,4989,6130,81
bus,6130,6131,81
bus,6131,4991,81
bus,4991,4993,81
bus,4993,6132,81
bus,6132,6125,81
bus,6125,6122,189
bus,6122,5885,189
bus,5885,19332,85
bus,17637,19067,114
bus,28750,28850,288
bus,28850,28851,288
bus,28851,28852,288
bus,28852,39626,288
bus,39626,28853,288
bus,28853,25930,288
bus,28854,28855,288
bus,28855,28856,288
bus,35529,50060,22
bus,50060,18687,22
bus,18691,35542,48
bus,35542,50010,23
bus,50010,35529,23
bus,35529,35541,48
bus,35541,35539,48
bus,35539,35537,48
bus,35537,35534,48
bus,35534,35532,48
bus,35532,35531,48
bus,35531,39976,23
bus,6748,39664,38
bus,39664,39663,38
bus,39663,41269,38
bus,41269,41268,38
bus,41268,39655,38
bus,39655,39666,38
bus,39666,39662,38
bus,39662,39654,38
bus,39654,39665,38
bus,39665,6609,38
bus,18091,18024,19
bus,50051,6646,19
bus,18099,19374,19
bus,17935,5945,19
bus,5946,50008,19
bus,50008,18028,19
bus,6617,6748,19
bus,17438,2807,20
bus,1950,2108,6
bus,2109,1957,15
bus,21369,23110,4
bus,23114,23115,4
bus,23115,23116,2
bus,43821,41325,7
bus,41325,41305,7
bus,41305,41313,7
bus,41311,42731,7
bus,35969,23039,3
bus,41267,22144,3
bus,22173,22130,33
bus,14165,24467,24
bus,24458,14325,23
bus,48640,13362,344
bus,13362,49329,24
bus,16558,16556,24
bus,23288,44174,20
bus,44782,41755,20
bus,35915,4088,18
bus,1460,1680,60
bus,1394,16996,343
bus,1252,1165,72
bus,44669,51918,18
bus,51918,3371,410
bus,3371,50436,18
bus,50436,51005,73
bus,51005,17227,73
bus,1569,4089,22
bus,4124,1745,48
bus,1745,2951,18
bus,23121,22089,88
bus,15269,14809,250
bus,14809,43771,88
bus,43769,16917,426
bus,23002,23126,88
bus,23128,41132,88
bus,42121,20739,6
bus,37271,20200,53
bus,12044,26404,5
bus,26404,26628,5
bus,26405,28327,5
bus,26604,26654,5
bus,27622,26849,5
bus,26659,28741,5
bus,18687,5624,12
bus,5624,42011,12
bus,42011,42017,24
bus,42017,5625,12
bus,5625,42437,12
bus,42437,20696,12
bus,20696,42009,12
bus,42009,42016,24
bus,42016,5627,12
bus,20288,42008,12
bus,42008,42006,24
bus,42006,42007,24
bus,42007,20166,12
bus,20166,42021,12
bus,42021,42022,24
bus,42022,20408,12
bus,20408,42008,12
bus,42007,20303,12
bus,19911,42009,12
bus,42016,5231,12
bus,5232,42437,35
bus,42437,42011,12
bus,42017,5233,12
bus,29243,599,4
bus,599,48340,12
bus,48340,3522,4
bus,47994,47975,2
bus,47975,47963,2
bus,47963,29243,2
bus,12269,12270,2
bus,41716,4835,18
bus,4830,35362,18
bus,35365,4202,46
bus,18911,43054,46
bus,42603,6883,235
bus,47897,35465,27
bus,35465,4608,289
bus,4608,35423,289
bus,42433,5165,27
bus,4790,41481,27
bus,41481,41482,54
bus,41482,41484,27
bus,41484,41476,27
bus,41476,41479,27
bus,41479,41480,27
bus,41480,4735,27
bus,4742,50041,27
bus,50042,50027,27
bus,50027,4785,27
bus,4789,4889,27
bus,4761,4941,27
bus,4941,40844,27
bus,40843,4622,27
bus,4623,4626,27
bus,41876,5561,27
bus,4810,18894,27
bus,19687,35367,28
bus,18894,4809,27
bus,4663,4611,27
bus,4609,4616,27
bus,4616,4942,27
bus,4712,4863,27
bus,4902,5197,27
bus,5198,46470,27
bus,46470,50018,27
bus,50018,50015,27
bus,50070,51987,27
bus,5063,41481,27
bus,41482,41474,27
bus,41474,41478,27
bus,41478,41477,27
bus,41477,41480,27
bus,41480,4736,27
bus,6254,42431,27
bus,35424,5030,319
bus,5030,35464,319
bus,35464,47851,27
bus,20572,20426,44
bus,19571,18913,44
bus,18972,6019,51
bus,6019,35364,44
bus,35368,5065,32
bus,5065,4542,32
bus,4834,41715,12
bus,19083,5065,12
bus,3668,4171,18
bus,19263,50154,52
bus,50154,7032,52
bus,19265,6382,18
bus,9883,11556,207
bus,11556,9869,207
bus,9869,9880,207
bus,34237,9566,216
bus,10433,11497,216
bus,11497,11917,216
bus,11917,42233,20
bus,42233,11801,20
bus,11801,11919,216
bus,11919,11802,216
bus,11802,11918,217
bus,11918,11804,217
bus,11804,42233,20
bus,42233,11916,20
bus,11916,10443,217
bus,8965,9340,217
bus,10697,9870,217
bus,9870,9184,217
bus,11302,10677,18
bus,41224,11755,155
bus,10712,8649,25
bus,43742,97,7
bus,97,34088,71
bus,34088,99,75
bus,99,24813,71
bus,21689,34184,7
bus,34184,34180,7
bus,34180,39278,7
bus,22305,22264,7
bus,15435,15559,7
bus,22041,48069,7
bus,48069,39750,7
bus,39750,39637,7
bus,39755,34016,7
bus,34016,34018,7
bus,22886,23584,76
bus,23592,42064,60
bus,34265,17994,4
bus,18108,6848,4
bus,20415,20235,12
bus,6085,37612,189
bus,29460,14591,6
bus,14591,44420,6
bus,14209,23408,6
bus,23408,23337,7
bus,16673,42062,6
bus,1031,21763,8
bus,21766,21769,8
bus,41461,4256,243
bus,4256,21020,245
bus,21020,21031,245
bus,21031,21044,245
bus,21044,5208,31
bus,5210,21059,31
bus,4164,43910,31
bus,38742,21027,29
bus,43909,18199,29
bus,18203,21050,29
bus,4260,21042,29
bus,21042,21030,242
bus,19306,41460,242
bus,41456,41455,242
bus,50548,39830,44
bus,1569,4871,44
bus,4888,3996,44
bus,3996,2356,44
bus,3869,17425,44
bus,17425,3852,46
bus,3181,1296,46
bus,4870,4008,46
bus,25549,47907,8
bus,47907,21921,8
bus,23713,16377,8
bus,16373,16371,8
bus,16375,15884,8
bus,15884,23418,8
bus,20216,19954,12
bus,4310,20306,14
bus,20018,4311,12
bus,4311,4314,12
bus,25419,5020,8
bus,4470,5026,14
bus,5026,4922,221
bus,27530,27522,45
bus,27804,10794,16
bus,10816,44260,16
bus,47400,8863,263
bus,39155,23337,6
bus,24856,13946,6
bus,13187,29503,6
bus,29503,14591,6
bus,14591,33843,41
bus,35973,23050,25
bus,23050,22246,25
bus,22160,35989,25
bus,47238,41329,25
bus,41329,41313,25
bus,27995,26992,62
bus,26992,42246,62
bus,16950,17496,133
bus,17496,17446,133
bus,17446,3376,3
bus,3376,3042,133
bus,3042,16955,6
bus,2979,17508,3
bus,17508,38850,3
bus,38850,37774,243
bus,37774,37773,358
bus,37773,37772,3
bus,37772,36912,3
bus,36912,3042,3
bus,1376,17226,14
bus,1485,1501,14
bus,1624,36031,14
bus,1590,2679,18
bus,2220,16947,18
bus,1644,1656,13
bus,1656,1117,13
bus,1117,1141,27
bus,16950,17446,14
bus,17446,17433,375
bus,3376,36911,245
bus,17212,1303,14
bus,42121,42397,34
bus,18887,6034,57
bus,4658,41978,42
bus,8832,11785,1055
bus,8960,9433,1679
bus,36910,979,177
bus,8332,7675,2
bus,36815,7673,2
bus,7665,34843,18
bus,11225,11227,106
bus,11227,10595,12
bus,10595,10171,12
bus,11813,10176,558
bus,10176,10264,12
bus,10264,9682,12
bus,1031,35281,84
bus,48067,48914,62
bus,15412,16234,62
bus,16125,15650,62
bus,25665,26007,52
bus,16238,15455,52
bus,15654,16147,52
bus,16147,43373,52
bus,7002,44440,20
bus,20466,6716,20
bus,19843,19710,20
bus,17352,42830,2
bus,8700,35319,487
bus,35319,46925,487
bus,46925,50930,859
bus,50930,46288,859
bus,46288,46661,859
bus,46661,47119,487
bus,10716,37729,1299
bus,37729,9046,1204
bus,44961,46414,487
bus,46414,34236,490
bus,34236,10639,490
bus,8639,9053,487
bus,8390,8391,1169
bus,8391,7597,1169
bus,7597,7439,790
bus,7439,7440,1092
bus,7440,7441,1092
bus,7441,7442,1092
bus,7442,7443,1092
bus,7443,7395,546
bus,7395,7353,1581
bus,7444,10775,832
bus,47449,47451,841
bus,7407,7446,539
bus,7446,7450,539
bus,7450,7412,539
bus,7412,7413,783
bus,7413,7414,539
bus,7414,7415,539
bus,7415,7377,539
bus,7377,7378,3034
bus,7378,7379,3034
bus,7379,7380,2732
bus,7380,7444,853
bus,7373,7374,2879
bus,7374,7375,2879
bus,7375,7376,2500
bus,7376,7377,2500
bus,2771,3898,20
bus,23075,22046,2
bus,28114,35694,8
bus,24201,13037,8
bus,47887,4773,11
bus,4864,40878,11
bus,40878,43935,11
bus,43935,5641,11
bus,48085,11028,39
bus,11035,43856,120
bus,44407,44411,873
bus,43434,11274,83
bus,11274,10912,39
bus,10912,10825,50
bus,10825,10821,39
bus,10821,10818,39
bus,43761,27523,39
bus,27516,43031,39
bus,43349,27173,39
bus,11990,51568,57
bus,21754,21513,9
bus,21513,21551,14
bus,21551,21763,9
bus,21766,23337,9
bus,36937,26528,2
bus,26530,26316,2
bus,26316,26309,2
bus,26309,25798,120
bus,25798,28939,120
bus,28939,26307,120
bus,26307,41609,120
bus,41609,28938,120
bus,28938,26540,2
bus,40152,25767,2
bus,25767,28929,2
bus,25748,28926,2
bus,28926,28919,2
bus,40085,41846,2
bus,41846,43378,2
bus,43378,28889,2
bus,47883,324,42
bus,35290,248,87
bus,714,23682,42
bus,22265,24981,52
bus,885,873,52
bus,16318,16319,140
bus,25255,25257,34
bus,25257,16264,34
bus,21111,21099,248
bus,21099,18478,294
bus,18478,18479,294
bus,20987,20996,58
bus,20996,20989,58
bus,7073,39974,17
bus,39974,7063,17
bus,19910,19909,17
bus,19909,20210,17
bus,20210,20313,17
bus,20313,17668,17
bus,35462,7094,48
bus,5976,4640,40
bus,4640,40579,40
bus,40579,40576,40
bus,40576,40577,40
bus,40577,40578,40
bus,40578,40580,40
bus,35393,5808,54
bus,7166,35095,13
bus,35095,35094,32
bus,35094,35092,32
bus,35092,35090,32
bus,35090,4438,13
bus,7173,4439,15
bus,4439,4453,15
bus,4453,4455,77
bus,20083,20088,72
bus,5185,4484,60
bus,578,737,246
bus,737,700,3
bus,700,207,3
bus,207,194,1018
bus,194,192,1320
bus,192,15234,614
bus,15234,14611,614
bus,14611,14632,614
bus,14632,195,305
bus,195,14612,20
bus,14612,14607,23
bus,29383,29349,3
bus,223,222,240
bus,222,221,465
bus,221,215,465
bus,215,217,465
bus,217,218,465
bus,218,224,465
bus,224,226,240
bus,226,219,442
bus,219,271,845
bus,271,273,845
bus,273,274,845
bus,249,247,896
bus,247,242,911
bus,242,240,911
bus,240,211,911
bus,236,661,5
bus,29401,29378,21
bus,47906,324,27
bus,12974,13145,4
bus,13358,44660,4
bus,14282,29434,109
bus,29434,29415,21
bus,29415,29426,10
bus,14423,13006,10
bus,13006,14468,10
bus,14468,29467,10
bus,307,304,32
bus,304,326,433
bus,326,510,32
bus,510,509,32
bus,440,437,390
bus,437,24721,390
bus,24684,43746,4
bus,43746,24683,176
bus,24683,635,176
bus,635,634,176
bus,634,621,4
bus,636,14607,4
bus,23682,23681,23
bus,22265,24982,49
bus,42468,934,135
bus,919,24419,23
bus,24240,44072,126
bus,373,15228,557
bus,360,359,576
bus,603,445,688
bus,42491,24239,24
bus,24420,918,28
bus,14665,36905,24
bus,22527,23325,50
bus,265,35170,24
bus,290,277,17
bus,241,714,28
bus,29450,14166,36
bus,14166,14176,20
bus,14174,29475,45
bus,43744,14667,1197
bus,14667,14659,1004
bus,14659,14644,48
bus,14644,14642,392
bus,14642,348,193
bus,348,372,48
bus,15233,14325,48
bus,13019,14595,210
bus,14394,40799,11
bus,40799,29416,11
bus,13189,29433,22
bus,29433,14280,22
bus,29438,29437,13
bus,29437,29435,13
bus,12979,14077,11
bus,27505,12341,199
bus,27522,44861,199
bus,44861,43504,199
bus,43504,42443,353
bus,42443,44870,175
bus,44870,49237,199
bus,49237,48333,199
bus,48333,48331,353
bus,48331,51124,353
bus,51124,49591,199
bus,49568,49084,211
bus,49084,48332,412
bus,48332,48334,412
bus,48334,49214,211
bus,49214,44871,211
bus,42446,44866,211
bus,44866,44860,211
bus,44860,27520,211
bus,27481,28859,211
bus,28859,11999,211
bus,11083,11084,22
bus,11084,11085,22
bus,11085,11082,11
bus,11082,41660,11
bus,48474,11030,22
bus,11030,11022,11
bus,11022,10932,11
bus,10932,10912,11
bus,10825,10822,11
bus,10822,10893,11
bus,10893,10806,11
bus,10806,10892,11
bus,10892,10891,11
bus,10891,10889,11
bus,10889,10888,22
bus,10888,25815,11
bus,25815,28661,11
bus,28661,41249,22
bus,41249,42691,11
bus,42691,25726,11
bus,25726,608,11
bus,49421,28183,30
bus,28183,44785,11
bus,44785,27215,11
bus,49414,25949,11
bus,25950,44786,11
bus,44786,41605,11
bus,41605,25864,11
bus,24663,25726,11
bus,25726,42690,11
bus,42690,28661,11
bus,41249,10889,11
bus,10888,10887,11
bus,10887,10892,11
bus,10892,10890,11
bus,10890,10893,11
bus,10893,10805,11
bus,10805,10823,11
bus,10823,10826,50
bus,10826,10935,11
bus,10935,41665,11
bus,41665,48474,103
bus,11030,41663,11
bus,41663,11082,11
bus,11082,11083,11
bus,43306,16287,16
bus,29350,14600,16
bus,13086,35306,11
bus,35306,14419,11
bus,35739,29454,11
bus,29454,35307,11
bus,14585,29416,11
bus,29423,14210,11
bus,16383,16205,5
bus,23300,42177,5
bus,42184,23351,8
bus,22234,21788,15
bus,21788,15214,15
bus,15214,24944,15
bus,24944,21789,15
bus,21789,42683,15
bus,42683,15215,15
bus,15215,21790,15
bus,21790,319,15
bus,540,15233,76
bus,15233,14355,76
bus,320,307,3
bus,249,241,3
bus,13358,14564,55
bus,13679,13599,221
bus,13599,48083,27
bus,13226,48640,17
bus,49329,13322,5
bus,12932,14549,145
bus,47406,45038,5
bus,13318,29339,5
bus,308,323,5
bus,16720,868,27
bus,265,42654,749
bus,604,438,24
bus,615,503,34
bus,325,303,34
bus,14751,543,52
bus,449,445,52
bus,14612,14325,57
bus,13717,45040,52
bus,13599,42860,52
bus,14338,48415,82
bus,37675,13322,59
bus,42859,47406,53
bus,45041,13318,53
bus,13740,29339,53
bus,14165,22234,63
bus,14731,624,587
bus,738,603,53
bus,603,446,53
bus,546,601,53
bus,42621,24236,103
bus,24247,24246,113
bus,24392,42492,103
bus,42492,49803,103
bus,49803,24467,103
bus,830,1017,10
bus,1017,24514,10
bus,22319,9736,20
bus,9439,80,20
bus,80,16487,20
bus,16487,22379,20
bus,22379,16290,20
bus,16290,16291,20
bus,9690,11623,888
bus,10168,8743,888
bus,8745,9435,1216
bus,8851,10776,1353
bus,10515,9432,759
bus,9432,10789,1056
bus,10789,8667,759
bus,10099,11610,99
bus,42437,20694,13
bus,47829,22072,6
bus,22085,21972,6
bus,21972,175,6
bus,21387,21354,6
bus,21500,110,6
bus,110,50032,6
bus,50032,23551,6
bus,25134,35283,12
bus,35283,13178,42
bus,13246,90,11
bus,23874,50058,11
bus,50058,108,11
bus,108,107,11
bus,107,21348,11
bus,44764,21599,11
bus,172,21596,11
bus,50898,21369,11
bus,38162,41599,3
bus,13274,15831,24
bus,15847,48881,24
bus,48881,24674,24
bus,24674,15772,45
bus,25143,25060,24
bus,25060,25140,24
bus,23250,15776,24
bus,15776,15836,24
bus,15836,25142,24
bus,25142,23248,24
bus,23248,15779,24
bus,16625,16567,378
bus,36363,26710,2
bus,26889,26743,121
bus,26743,28575,121
bus,28332,26895,2
bus,26895,28300,2
bus,28300,28302,2
bus,26625,26693,2
bus,26693,38588,2
bus,25670,25643,127
bus,50636,42555,127
bus,44757,43182,127
bus,43182,43164,127
bus,43164,43166,127
bus,43166,43168,127
bus,43168,43186,127
bus,40163,43187,127
bus,43187,43179,127
bus,43179,43172,127
bus,43172,43169,127
bus,43169,43175,127
bus,43175,43177,135
bus,43177,43998,135
bus,43998,43180,135
bus,43180,43188,135
bus,662,376,19
bus,376,726,19
bus,51257,47362,3
bus,47362,41168,3
bus,36771,47017,3
bus,47017,327,3
bus,38118,532,3
bus,532,662,19
bus,979,24791,10
bus,22092,15821,10
bus,15824,25141,10
bus,25141,25149,19
bus,25149,15773,19
bus,15773,15892,19
bus,15892,820,10
bus,820,15716,19
bus,15716,15893,19
bus,15893,25148,19
bus,25148,15891,19
bus,15891,25121,10
bus,16035,817,19
bus,16032,23300,10
bus,42184,42062,10
bus,39155,42177,9
bus,42183,23401,9
bus,23401,23351,9
bus,16032,820,9
bus,15891,25141,9
bus,15892,15829,9
bus,15829,16031,9
bus,42878,13354,26
bus,24859,728,26
bus,3834,36914,92
bus,38851,1688,92
bus,1373,1707,92
bus,4035,17214,92
bus,37108,487,96
bus,14945,492,52
bus,25348,14901,100
bus,14901,37109,116
bus,24927,629,32
bus,22859,24937,54
bus,24937,407,54
bus,409,410,94
bus,414,417,54
bus,29346,14026,232
bus,14026,14047,4
bus,14047,14064,4
bus,27995,42445,61
bus,42445,42520,24
bus,42520,35169,61
bus,41651,27389,24
bus,27388,42520,37
bus,41651,27994,37
bus,42445,28007,37
bus,379,372,2
bus,354,42546,1184
bus,307,291,2
bus,14612,15218,5
bus,679,14325,5
bus,16582,22889,16
bus,792,50504,16
bus,39840,15955,16
bus,15955,16712,31
bus,36993,15938,42
bus,15183,769,16
bus,769,36041,16
bus,38283,1589,16
bus,36125,38284,61
bus,36040,768,18
bus,768,698,18
bus,39842,15949,18
bus,15949,22282,18
bus,22282,50539,18
bus,50505,793,18
bus,22872,751,18
bus,29243,42415,22
bus,44421,13226,229
bus,1274,1375,88
bus,1384,1687,88
bus,1687,42829,133
bus,42829,42828,88
bus,42828,42256,88
bus,26059,28670,15
bus,39620,40984,2
bus,39621,26109,2
bus,26109,25910,2
bus,25914,25916,2
bus,26184,25590,2
bus,25590,26287,2
bus,28073,25889,2
bus,25593,26328,2
bus,25597,48396,2
bus,28750,25923,2
bus,25924,26232,2
bus,26232,26224,2
bus,28729,28728,96
bus,28728,49379,96
bus,49379,28765,100
bus,28753,28758,124
bus,28758,28757,124
bus,28757,38395,124
bus,38395,38394,111
bus,13103,49210,31
bus,13362,13019,54
bus,13019,28800,15
bus,27481,47835,180
bus,47835,27479,47
bus,26486,26490,18
bus,26490,28324,18
bus,26493,26494,18
bus,35680,11144,36
bus,11143,48498,36
bus,43491,39070,36
bus,39074,11131,36
bus,11131,37273,36
bus,37273,49251,127
bus,19242,39631,87
bus,39630,39632,87
bus,39633,19191,87
bus,19191,19200,87
bus,19189,6277,87
bus,6277,5488,87
bus,5489,41559,87
bus,41559,41557,89
bus,41557,42093,87
bus,42093,41556,218
bus,41556,6284,218
bus,6284,41552,87
bus,41552,6285,472
bus,5755,42084,87
bus,42084,42081,87
bus,42081,41548,87
bus,41548,41549,87
bus,41549,41551,87
bus,41551,6078,87
bus,6151,6110,86
bus,6110,6124,190
bus,6124,6113,190
bus,6113,4992,80
bus,4992,4994,80
bus,4994,4995,80
bus,4995,4990,80
bus,4990,6133,80
bus,6133,21056,80
bus,21056,4987,80
bus,4987,6146,80
bus,6146,6144,80
bus,6144,6119,80
bus,6119,21306,80
bus,19072,19438,80
bus,19438,19439,80
bus,4250,4251,18
bus,4246,51157,18
bus,51157,4244,18
bus,19337,21116,18
bus,21127,19631,18
bus,17048,16975,4
bus,24229,24228,22
bus,16205,24336,22
bus,742,16491,101
bus,16491,49677,22
bus,36041,42592,56
bus,49662,748,22
bus,748,741,500
bus,16116,15605,22
bus,29402,253,6
bus,516,545,6
bus,551,552,6
bus,552,758,6
bus,14900,19,20
bus,14870,14822,16
bus,14822,25339,16
bus,721,39114,120
bus,39115,37117,16
bus,48282,492,98
bus,5203,21018,44
bus,21018,35578,44
bus,35578,4193,44
bus,21095,35836,44
bus,35836,21109,44
bus,21109,21110,44
bus,21110,18535,44
bus,18535,18536,44
bus,18536,18414,44
bus,21013,35578,44
bus,35578,5203,44
bus,5048,4630,19
bus,4630,6169,311
bus,6169,5161,311
bus,5161,5159,19
bus,34019,22426,3
bus,22424,22027,3
bus,22027,22033,3
bus,16836,22036,3
bus,24826,23196,3
bus,22038,23310,3
bus,34177,33890,3
bus,33966,98,3
bus,98,39763,67
bus,39763,43742,3
bus,2310,2358,4
bus,2295,39198,4
bus,2479,2587,4
bus,2501,3009,4
bus,3579,2305,4
bus,2295,3066,18
bus,2833,39198,18
bus,3196,2305,4
bus,2881,1296,4
bus,2881,17206,2
bus,17206,20484,2
bus,20484,14077,2
bus,17206,14077,2
bus,17269,37235,3
bus,37235,17269,8
bus,1396,37235,5
