from_stop,to_stop,median_travel_seconds,p25_travel_seconds,p75_travel_seconds,trip_frequency,n_observations
15274,15270,41.0,38.0,44.0,570,570
15270,15208,20.0,18.0,20.0,227,227
15208,15277,42.0,42.0,43.0,227,227
15277,15279,73.0,73.0,73.0,375,375
15279,15280,14.0,14.0,20.0,575,575
15280,15322,38.0,32.0,38.0,575,575
15322,15323,22.0,22.0,28.0,716,716
15323,23106,48.0,48.0,48.0,93,93
23106,15327,55.0,55.0,55.0,641,641
15327,23002,29.0,23.0,36.0,621,621
23002,22069,65.0,65.0,65.0,107,107
22069,12975,772.0,772.0,772.0,107,107
25332,50894,59.0,59.0,59.0,745,745
50894,25335,90.0,90.0,90.0,162,162
25335,22964,122.0,122.0,122.0,162,162
22964,44398,85.0,85.0,85.0,176,176
44398,25360,10.0,10.0,10.0,162,162
25360,34175,98.0,98.0,98.0,162,162
34175,22354,15.0,8.0,36.0,445,445
22354,21864,54.0,32.0,55.0,445,445
21864,41596,6.0,6.0,28.0,442,286
41596,22307,12.0,12.0,24.0,318,318
22307,42748,108.0,97.0,108.0,318,318
42748,42747,60.0,60.0,60.0,318,318
42747,42746,117.0,117.0,119.0,318,318
42746,42745,63.0,60.0,63.0,318,318
42745,16705,60.0,60.0,60.0,318,318
16705,35172,60.0,60.0,60.0,162,162
35172,23713,75.0,75.0,81.0,282,282
23713,23551,165.0,165.0,165.0,168,168
23551,16815,36.0,32.0,42.0,501,501
16815,642,28.0,28.0,28.0,169,169
642,16811,9.0,2.0,9.0,466,459
16811,16813,48.0,46.0,55.0,806,806
16813,23003,22.0,14.0,32.0,806,806
23003,16814,38.0,28.0,51.0,806,806
16814,16754,39.0,21.0,49.0,799,799
16754,22849,71.0,71.0,81.0,396,396
22849,3,60.0,60.0,60.0,204,204
3,24648,60.0,60.0,60.0,402,402
24648,25120,75.0,75.0,75.0,194,194
25120,23863,62.0,62.0,62.0,332,332
23863,23849,53.0,43.0,53.0,332,332
23849,23846,60.0,60.0,60.0,332,332
23846,23658,106.0,95.0,106.0,306,306
23658,23779,62.0,61.0,62.0,832,832
23779,25134,81.0,77.0,83.0,802,802
25134,50260,73.0,64.0,75.0,1340,1340
50260,33942,76.0,60.0,77.0,1169,1169
33942,49283,66.0,60.0,67.0,1011,1011
49283,22372,52.0,52.0,52.0,162,162
22372,22373,25.0,21.0,42.0,849,849
22373,49209,72.0,72.0,78.0,318,318
49209,22356,288.0,288.0,288.0,162,162
22356,38973,58.0,34.0,60.0,691,691
38973,25058,240.0,240.0,248.0,752,752
25058,34217,196.0,180.0,198.0,508,508
34217,44681,240.0,240.0,254.0,601,601
44681,44695,59.0,46.0,60.0,945,945
50692,750,146.0,146.0,146.0,138,138
750,751,102.0,102.0,102.0,326,326
751,728,188.0,188.0,188.0,1053,1053
728,16521,106.0,103.0,106.0,335,335
16521,25324,180.0,180.0,180.0,80,80
25324,25319,60.0,60.0,60.0,80,80
25319,51328,56.0,56.0,56.0,80,80
51328,51327,38.0,38.0,38.0,80,80
51327,51326,33.0,33.0,33.0,80,80
51326,51300,64.0,64.0,64.0,80,80
51300,25320,49.0,49.0,49.0,80,80
25309,51306,81.0,81.0,81.0,80,80
51306,51329,60.0,60.0,60.0,80,80
51329,51303,89.0,89.0,89.0,80,80
51303,51330,91.0,91.0,91.0,80,80
51330,51344,60.0,60.0,60.0,80,80
51344,51297,120.0,120.0,120.0,80,80
51297,51339,107.0,107.0,107.0,80,80
51339,51353,109.0,109.0,109.0,80,80
51353,51343,110.0,110.0,110.0,80,80
51343,51299,94.0,94.0,94.0,80,80
51299,51269,120.0,120.0,120.0,80,80
47841,48898,239.0,181.0,313.0,605,605
3904,2765,69.0,69.0,69.0,128,128
2765,3045,39.0,37.0,51.0,424,424
3045,3046,21.0,11.0,23.0,410,410
3046,2700,78.0,78.0,78.0,128,128
2700,17352,51.0,51.0,51.0,539,539
17352,3164,84.0,84.0,84.0,128,128
3111,17335,26.0,26.0,26.0,246,128
17335,17474,46.0,46.0,46.0,641,641
17474,3170,34.0,34.0,34.0,128,128
3542,17485,59.0,59.0,59.0,128,128
17485,3539,52.0,40.0,52.0,509,509
3539,17475,29.0,29.0,29.0,128,128
17475,3809,150.0,150.0,150.0,128,128
3809,3692,30.0,30.0,30.0,128,128
3692,2072,37.0,37.0,51.0,307,307
2072,3512,109.0,105.0,120.0,2119,2119
3512,3858,85.0,71.0,92.0,2211,2211
3858,3975,110.0,105.0,120.0,2092,2092
13203,13960,149.0,135.0,153.0,1191,1191
13919,50332,120.0,117.0,120.0,1188,1188
48083,13575,135.0,135.0,135.0,733,733
13570,13567,20.0,20.0,42.0,992,992
13567,38976,124.0,124.0,124.0,339,339
38976,13042,28.0,28.0,28.0,339,339
13042,13108,159.0,138.0,163.0,1356,1356
24021,24016,14.0,10.0,30.0,1011,1011
24016,772,69.0,69.0,84.0,547,547
772,21865,93.0,81.0,93.0,983,983
21865,24040,22.0,22.0,39.0,983,983
24040,24045,41.0,29.0,47.0,983,983
24045,24032,69.0,62.0,69.0,523,523
24032,21314,46.0,29.0,58.0,710,710
21314,24028,43.0,43.0,43.0,526,526
24028,23956,91.0,91.0,91.0,339,339
23956,48249,30.0,30.0,33.0,659,659
23941,23929,83.0,83.0,83.0,339,339
23929,23951,26.0,24.0,26.0,517,517
23951,23952,81.0,81.0,81.0,517,517
51983,14066,193.0,193.0,193.0,385,385
14066,14069,87.0,87.0,87.0,391,391
14069,29352,139.0,139.0,139.0,385,385
29352,14056,36.0,27.0,37.0,2024,2024
14056,14556,27.0,27.0,27.0,395,391
14556,14073,141.0,141.0,141.0,399,399
14073,14074,45.0,45.0,45.0,434,434
14074,14072,84.0,84.0,84.0,437,437
14072,14058,36.0,36.0,36.0,437,437
14058,14346,60.0,60.0,60.0,402,402
14346,14055,60.0,60.0,60.0,389,389
14055,14053,60.0,60.0,60.0,389,389
14053,14051,36.0,36.0,36.0,404,404
14051,13986,84.0,84.0,84.0,385,385
13986,13983,60.0,60.0,60.0,391,391
13983,13984,42.0,42.0,42.0,440,440
13984,13982,35.0,35.0,35.0,385,385
13982,13980,43.0,43.0,43.0,385,385
13980,13987,86.0,86.0,86.0,385,385
13987,14050,55.0,55.0,55.0,454,454
14050,14052,39.0,39.0,39.0,435,435
14052,14044,42.0,26.0,56.0,1739,1739
14044,14046,51.0,51.0,51.0,398,398
29353,29369,60.0,60.0,60.0,398,398
29369,29370,106.0,106.0,106.0,393,393
29370,14510,56.0,56.0,56.0,391,391
14510,14068,78.0,78.0,78.0,399,399
14068,14067,77.0,77.0,77.0,399,399
14067,51983,102.0,102.0,102.0,385,385
44659,13259,119.0,119.0,119.0,91,91
13259,13660,72.0,72.0,72.0,12,12
13122,33943,842.0,842.0,842.0,12,12
33943,90,112.0,108.0,119.0,1344,1344
23874,15988,901.0,901.0,901.0,12,12
15988,15989,27.0,23.0,37.0,909,909
15989,15990,79.0,60.0,83.0,1331,1331
15990,25917,155.0,152.0,165.0,998,998
25917,25918,150.0,145.0,171.0,998,998
25918,25919,155.0,139.0,166.0,967,967
25919,25920,110.0,109.0,120.0,501,501
25920,25921,85.0,64.0,85.0,399,399
25921,25922,60.0,60.0,63.0,1362,1362
25922,25923,66.0,60.0,72.0,2079,2079
25923,25924,26.0,12.0,36.0,2059,1967
25924,25925,94.0,82.0,108.0,894,894
25925,25926,63.0,60.0,63.0,896,896
25926,25927,26.0,21.0,38.0,1566,1338
25927,25928,75.0,62.0,84.0,1065,1057
25928,25929,63.0,60.0,63.0,449,449
25930,47922,119.0,119.0,119.0,12,12
47922,43422,60.0,60.0,60.0,12,12
43422,26170,99.0,99.0,115.0,195,195
26170,26118,79.0,79.0,79.0,12,12
26118,26123,57.0,57.0,60.0,1223,1223
26123,12026,29.0,29.0,32.0,459,459
12026,26110,140.0,140.0,140.0,12,12
26110,26108,47.0,47.0,49.0,202,202
26108,26205,48.0,28.0,53.0,969,969
26205,26087,72.0,72.0,72.0,12,12
26087,25899,58.0,58.0,58.0,344,344
25899,26082,50.0,50.0,50.0,12,12
26082,25565,72.0,60.0,72.0,19,19
25565,25566,41.0,30.0,41.0,598,598
25566,25567,47.0,38.0,58.0,591,591
25567,26061,48.0,48.0,48.0,12,12
26061,12015,35.0,35.0,35.0,12,12
12015,28670,64.0,64.0,64.0,266,266
28670,39620,16.0,16.0,16.0,275,275
39620,35402,60.0,60.0,60.0,405,405
35402,26052,9.0,9.0,41.0,743,743
48269,24722,59.0,59.0,59.0,615,615
13371,43319,47.0,47.0,47.0,591,591
43319,13368,110.0,110.0,110.0,731,731
13368,13370,47.0,47.0,60.0,2135,2135
13370,13388,40.0,40.0,52.0,2135,2135
13388,13391,50.0,50.0,56.0,1694,1694
13391,13442,48.0,31.0,51.0,1694,1694
13442,43283,32.0,9.0,37.0,2341,2341
43283,43281,68.0,65.0,68.0,2037,2037
43281,43280,36.0,12.0,52.0,2037,2037
43280,13449,57.0,42.0,57.0,1689,1689
13449,13473,123.0,120.0,132.0,1461,1461
13473,13476,87.0,78.0,114.0,1489,1489
13476,13479,33.0,33.0,51.0,1251,1251
13479,13487,92.0,92.0,92.0,591,591
13487,13549,158.0,148.0,165.0,1252,1252
13549,13553,21.0,14.0,26.0,1252,1252
13553,50637,60.0,38.0,60.0,1252,1252
50637,13560,67.0,67.0,95.0,1252,1252
13560,13565,107.0,107.0,113.0,2302,2302
13565,12914,68.0,67.0,68.0,877,877
12914,13596,86.0,62.0,86.0,877,877
13596,12887,67.0,67.0,67.0,591,591
12887,12814,36.0,29.0,53.0,1346,1346
12814,12924,52.0,52.0,52.0,527,527
12924,12990,68.0,68.0,74.0,953,953
12990,13730,206.0,206.0,206.0,527,527
13164,37529,61.0,61.0,61.0,188,188
37529,13524,41.0,40.0,60.0,777,777
13524,13522,43.0,43.0,43.0,188,188
13522,13518,22.0,22.0,22.0,799,799
13518,13519,42.0,42.0,42.0,799,799
13430,13434,57.0,57.0,60.0,349,349
13434,13426,52.0,36.0,52.0,677,677
13426,13163,54.0,54.0,55.0,349,349
13163,13420,156.0,156.0,156.0,188,188
24157,759,97.0,95.0,114.0,1115,1115
1931,1932,59.0,43.0,60.0,1548,1548
1932,1930,59.0,59.0,59.0,385,385
1930,1935,61.0,61.0,61.0,385,385
1935,1936,29.0,29.0,29.0,385,385
1936,1940,50.0,50.0,50.0,462,462
1940,3496,78.0,63.0,78.0,681,681
3496,1978,80.0,60.0,80.0,681,681
1978,1979,44.0,44.0,60.0,681,681
1979,35840,28.0,28.0,47.0,681,681
35840,3075,51.0,42.0,51.0,649,649
3075,1996,31.0,21.0,45.0,1314,1314
1996,2039,16.0,16.0,16.0,516,516
2039,2035,59.0,44.0,59.0,516,516
2035,2628,60.0,60.0,67.0,940,940
2628,2030,60.0,60.0,61.0,940,940
2030,2031,60.0,60.0,60.0,516,516
2031,2032,39.0,39.0,43.0,576,576
2032,2033,21.0,19.0,21.0,576,576
2033,2034,14.0,14.0,29.0,576,576
2034,36097,106.0,106.0,106.0,445,445
36097,2409,29.0,20.0,33.0,2991,2991
2409,3971,64.0,60.0,65.0,1354,1354
3971,2052,24.0,23.0,41.0,1269,1269
2052,3588,60.0,56.0,60.0,1520,1520
3588,2172,97.0,77.0,103.0,1731,1731
2172,3970,76.0,74.0,83.0,1737,1737
3970,3612,67.0,65.0,98.0,1856,1856
3612,2171,81.0,68.0,82.0,1856,1856
2171,2166,93.0,91.0,99.0,1085,1085
2166,3731,39.0,32.0,41.0,1085,1085
3731,2578,88.0,81.0,102.0,1249,1249
2578,3955,30.0,18.0,37.0,1346,1346
3955,2567,35.0,35.0,40.0,1099,1099
2567,3563,36.0,9.0,40.0,1593,1593
3563,2131,89.0,89.0,89.0,391,391
2131,2988,26.0,26.0,26.0,391,391
2988,3146,47.0,47.0,47.0,391,391
3146,2498,35.0,35.0,35.0,391,391
2498,2108,51.0,51.0,51.0,385,385
2108,2109,40.0,4.0,44.0,787,787
2109,2428,56.0,39.0,56.0,589,589
2426,3681,60.0,21.0,60.0,617,617
3681,3949,60.0,60.0,60.0,397,397
3949,3544,60.0,60.0,60.0,834,834
3544,3202,49.0,49.0,57.0,620,620
3202,3203,21.0,21.0,22.0,622,622
3203,3204,39.0,38.0,39.0,622,622
3204,1917,21.0,21.0,22.0,622,622
1917,1920,50.0,41.0,50.0,622,622
1920,1922,29.0,29.0,37.0,622,622
1922,3106,31.0,23.0,31.0,622,622
3106,3107,29.0,29.0,37.0,616,616
3107,1927,31.0,23.0,31.0,616,616
1927,1923,60.0,60.0,60.0,616,616
1923,1925,29.0,29.0,37.0,616,616
1925,1909,80.0,80.0,80.0,419,419
1909,1907,48.0,48.0,60.0,790,790
1907,2717,23.0,19.0,23.0,790,790
2717,2718,5.0,2.0,22.0,790,774
2718,3543,58.0,58.0,58.0,409,409
3543,2705,29.0,29.0,29.0,409,409
48024,3368,148.0,148.0,148.0,930,930
3368,2803,88.0,88.0,88.0,3357,3357
2803,3370,38.0,38.0,38.0,1725,1725
3370,2863,69.0,69.0,69.0,1725,1725
2863,2709,16.0,16.0,16.0,1725,1725
2709,2731,61.0,61.0,61.0,1725,1725
2731,17444,44.0,9.0,44.0,1725,1725
17444,2719,15.0,15.0,42.0,1725,1725
2719,3020,60.0,42.0,60.0,1725,1725
3020,2732,2.0,2.0,28.0,1725,1725
2732,2807,58.0,34.0,58.0,831,831
2720,2721,16.0,16.0,45.0,968,968
2721,1904,45.0,15.0,47.0,968,968
1904,1908,60.0,33.0,60.0,837,837
1908,2873,60.0,60.0,60.0,452,452
2873,3445,52.0,49.0,52.0,690,690
3445,2625,8.0,8.0,39.0,690,690
2625,1924,47.0,21.0,47.0,690,690
1924,2530,39.0,39.0,60.0,690,690
2530,2529,34.0,34.0,36.0,690,690
2529,1926,51.0,24.0,51.0,690,690
1926,1921,13.0,13.0,49.0,690,690
1921,1918,56.0,20.0,56.0,690,690
1918,1919,12.0,12.0,48.0,690,690
1919,3307,48.0,8.0,48.0,690,690
2853,2809,44.0,24.0,44.0,678,678
2809,3693,113.0,113.0,120.0,656,656
3693,17402,38.0,38.0,60.0,656,656
17402,1948,54.0,54.0,54.0,852,852
1950,1956,33.0,33.0,36.0,656,656
1956,2496,55.0,55.0,60.0,920,920
2496,2766,32.0,32.0,32.0,428,428
2766,3124,28.0,28.0,28.0,434,434
3124,3446,44.0,44.0,44.0,424,424
3446,1994,16.0,16.0,16.0,424,424
1994,2135,74.0,74.0,74.0,424,424
2135,2162,55.0,46.0,58.0,1000,1000
2162,38892,155.0,155.0,155.0,424,424
38892,3954,104.0,104.0,104.0,562,562
2170,2053,57.0,57.0,60.0,1375,1375
2053,2566,72.0,72.0,85.0,907,907
2566,2051,48.0,33.0,48.0,821,821
2051,3816,1.0,1.0,4.0,670,670
3816,36098,66.0,66.0,67.0,1299,1299
36098,3820,129.0,129.0,129.0,480,480
3820,2036,35.0,26.0,35.0,597,597
2036,2037,30.0,30.0,39.0,597,597
2037,2619,39.0,29.0,39.0,597,597
2619,2035,52.0,52.0,52.0,424,424
2030,2619,52.0,52.0,52.0,424,424
2619,2038,68.0,68.0,68.0,541,541
2038,17506,60.0,60.0,60.0,1075,1075
17506,1980,90.0,90.0,90.0,456,456
1980,1981,30.0,29.0,30.0,766,766
1981,3796,55.0,55.0,56.0,766,766
3796,3495,57.0,56.0,57.0,766,766
3495,2603,43.0,43.0,44.0,766,766
2603,1945,55.0,55.0,55.0,775,775
1945,1939,30.0,30.0,30.0,517,517
1939,1934,60.0,60.0,60.0,424,424
1934,1933,72.0,69.0,72.0,854,854
1933,2425,70.0,70.0,70.0,854,854
2425,1943,55.0,55.0,55.0,854,854
1943,1944,48.0,48.0,48.0,854,854
1944,1931,55.0,55.0,58.0,854,854
17277,35825,70.0,70.0,74.0,2589,2589
35825,3812,109.0,105.0,109.0,1800,1800
3894,36097,133.0,117.0,133.0,2532,2532
2409,2050,23.0,19.0,23.0,998,994
2050,2572,45.0,40.0,45.0,1200,1200
2572,2021,43.0,43.0,50.0,1013,1013
2027,41948,14.0,14.0,31.0,880,880
41948,41947,46.0,20.0,46.0,880,880
41947,2046,84.0,84.0,109.0,783,783
1862,3694,76.0,60.0,76.0,663,663
3694,3290,54.0,54.0,60.0,663,663
3290,2920,39.0,33.0,49.0,1442,1442
2920,1858,52.0,52.0,60.0,1442,1442
1858,1854,76.0,62.0,76.0,1233,1233
1854,1855,26.0,26.0,49.0,1242,1242
1855,1853,59.0,58.0,59.0,1233,1233
1853,2056,41.0,19.0,52.0,1233,1233
2056,3074,63.0,60.0,63.0,1250,1250
3074,2057,35.0,21.0,38.0,1250,1250
2057,2071,44.0,35.0,44.0,1242,1242
2071,2072,111.0,107.0,120.0,2126,2126
3975,3974,69.0,65.0,92.0,805,805
3974,16964,51.0,22.0,55.0,442,442
16964,2602,277.0,277.0,289.0,364,364
2602,17115,29.0,23.0,35.0,744,744
17115,17118,25.0,22.0,30.0,787,787
17118,17107,29.0,3.0,32.0,783,777
17107,2745,10.0,6.0,20.0,773,712
17104,2746,34.0,17.0,34.0,951,951
2746,2930,26.0,21.0,43.0,787,787
2930,2598,9.0,1.0,16.0,777,676
2598,17100,24.0,23.0,25.0,777,602
17100,2934,34.0,12.0,42.0,785,785
2934,2752,69.0,69.0,93.0,775,775
2752,17093,22.0,14.0,30.0,775,742
17093,17091,38.0,33.0,49.0,775,775
17091,17062,31.0,13.0,48.0,775,775
2600,2936,15.0,5.0,15.0,967,868
2936,17059,19.0,16.0,27.0,967,825
17059,2601,19.0,17.0,19.0,364,364
2601,2753,24.0,9.0,26.0,562,530
2753,3256,17.0,16.0,42.0,781,781
3256,17183,5.0,5.0,5.0,877,639
17183,3257,23.0,3.0,23.0,868,772
3257,3258,16.0,14.0,20.0,868,840
3258,3259,30.0,2.0,37.0,877,877
3259,17057,21.0,14.0,28.0,877,702
17057,17054,30.0,25.0,31.0,877,675
3702,3705,16.0,5.0,27.0,775,775
3959,3731,88.0,84.0,93.0,1336,1336
3731,17319,66.0,60.0,66.0,3597,3597
17319,17306,57.0,57.0,60.0,3597,3597
17306,35821,75.0,60.0,83.0,3597,3597
35821,17317,109.0,102.0,120.0,2973,2973
17317,2158,60.0,60.0,65.0,992,992
2159,2150,56.0,56.0,56.0,123,123
2150,17442,60.0,60.0,60.0,123,123
17442,2148,54.0,54.0,54.0,123,123
2148,39710,48.0,48.0,48.0,123,123
39710,3356,127.0,127.0,127.0,123,123
3356,3357,47.0,47.0,47.0,123,123
3357,2153,46.0,46.0,46.0,123,123
2153,2154,62.0,62.0,62.0,123,123
2154,2155,66.0,66.0,66.0,123,123
2155,39749,90.0,90.0,90.0,123,123
39749,2866,98.0,98.0,120.0,433,433
2866,2867,60.0,60.0,60.0,433,433
2867,17400,15.0,15.0,60.0,433,433
17400,2144,2.0,2.0,2.0,119,119
3952,3959,63.0,63.0,81.0,573,573
48040,3368,148.0,148.0,148.0,763,763
2732,38136,58.0,58.0,58.0,894,894
38136,37775,26.0,26.0,26.0,763,763
37775,37470,34.0,34.0,34.0,763,763
37470,1910,60.0,60.0,60.0,763,763
1910,1930,60.0,60.0,65.0,441,441
1930,1934,66.0,60.0,66.0,1479,1479
1932,2738,49.0,48.0,60.0,717,717
2738,2733,37.0,15.0,49.0,1665,1665
2733,1939,29.0,23.0,29.0,1083,1061
1939,1937,28.0,1.0,31.0,1176,1176
1937,1938,12.0,9.0,48.0,1176,1176
1938,2431,48.0,11.0,48.0,1176,1176
2431,1971,60.0,39.0,60.0,552,552
1971,1972,57.0,42.0,57.0,552,552
1972,1970,10.0,10.0,39.0,552,552
1970,2850,22.0,22.0,53.0,704,704
2850,1990,60.0,60.0,78.0,530,530
1990,1991,60.0,60.0,75.0,530,530
1991,17301,40.0,37.0,46.0,1495,1495
17301,1989,73.0,60.0,75.0,1343,1343
1989,3353,39.0,26.0,39.0,1365,1365
3353,2531,29.0,21.0,36.0,1517,1517
2531,1984,84.0,60.0,88.0,536,536
1984,1954,10.0,10.0,14.0,972,972
1954,1951,53.0,46.0,58.0,972,972
1951,1952,60.0,60.0,60.0,967,967
1952,3234,75.0,61.0,79.0,963,963
3234,1948,102.0,102.0,102.0,232,232
2496,2108,42.0,42.0,42.0,232,232
48919,50385,59.0,59.0,59.0,526,526
50385,13636,87.0,73.0,91.0,1411,1411
12946,13704,71.0,61.0,71.0,863,863
13704,13676,26.0,26.0,50.0,1082,1082
13676,13129,35.0,35.0,35.0,723,723
13129,13587,119.0,119.0,120.0,1427,1427
13587,13033,71.0,60.0,71.0,1153,1153
44466,13483,144.0,144.0,144.0,696,696
13483,14508,55.0,55.0,55.0,615,615
14508,14507,35.0,31.0,35.0,1553,1553
14507,13474,40.0,40.0,40.0,1553,1553
13474,13469,102.0,93.0,103.0,2026,2026
13469,43278,51.0,20.0,53.0,1449,1449
43278,13448,60.0,60.0,60.0,1449,1449
13448,13445,69.0,60.0,76.0,2005,2005
13445,43282,24.0,4.0,24.0,2005,2005
43282,13440,36.0,34.0,53.0,2296,2296
13440,13390,60.0,49.0,60.0,1655,1655
13390,13389,21.0,15.0,21.0,1655,1655
13389,13369,65.0,65.0,65.0,2097,2097
13369,29384,35.0,35.0,55.0,1219,1219
29384,43555,156.0,156.0,156.0,751,751
43555,29623,28.0,28.0,28.0,590,590
2109,1960,67.0,67.0,67.0,171,171
2561,2011,48.0,48.0,49.0,739,739
2011,2132,54.0,54.0,54.0,171,171
2132,2445,40.0,38.0,60.0,1009,1009
2445,2573,54.0,54.0,60.0,1010,1010
2573,3437,278.0,278.0,278.0,179,179
3437,3735,143.0,131.0,143.0,1420,1420
3735,3939,36.0,27.0,51.0,1078,1078
2091,2085,77.0,74.0,84.0,1502,1502
2085,1271,43.0,36.0,46.0,1375,1375
1271,42830,44.0,24.0,49.0,1590,1590
42830,2083,60.0,50.0,67.0,1595,1595
2088,2771,141.0,133.0,141.0,240,240
2771,2701,35.0,35.0,47.0,928,928
2701,2700,62.0,61.0,62.0,171,171
1839,1837,33.0,33.0,42.0,371,371
1837,1838,38.0,19.0,43.0,371,371
1838,3531,61.0,61.0,89.5,171,171
3531,1834,59.0,35.0,59.0,171,171
1834,1832,41.0,37.0,52.0,371,371
1832,3114,29.0,8.0,33.0,371,371
3114,1830,31.0,26.0,44.0,371,371
1830,2597,63.0,60.0,63.0,371,371
2597,3926,13.0,9.0,13.0,171,167
3901,3898,65.0,60.0,70.0,431,431
3898,48886,34.0,34.0,39.0,167,167
48886,48912,92.0,89.0,109.0,1321,1321
48912,35696,81.0,61.0,90.0,321,321
35696,48890,1.0,1.0,20.0,281,281
48904,1314,239.0,239.0,239.0,43,43
1314,3934,60.0,60.0,60.0,57,57
3934,17347,84.0,84.0,84.0,163,163
17347,3249,36.0,36.0,36.0,163,163
3249,17348,59.0,59.0,59.0,163,163
17348,3868,1.0,1.0,1.0,163,163
3868,3875,60.0,60.0,60.0,163,163
3875,3849,37.0,37.0,37.0,163,163
3849,1828,83.0,83.0,89.0,163,163
1828,1829,60.0,60.0,62.0,371,371
1829,17341,15.0,14.0,43.0,371,371
17341,1831,33.0,15.0,33.0,371,371
1831,1833,33.0,33.0,52.0,371,371
1833,3531,68.0,60.0,68.0,163,163
3531,1835,55.0,55.0,60.0,163,163
1835,1836,14.0,12.0,15.0,371,371
1836,2702,27.0,26.0,27.0,371,371
2702,2699,33.0,33.0,34.0,371,371
2698,17352,23.0,23.0,24.0,163,163
17352,3201,422.0,422.0,422.0,43,43
17488,2835,84.0,84.0,104.0,163,163
2835,2444,163.0,163.0,169.0,677,677
2444,2136,71.0,60.0,71.0,679,679
2136,2137,41.0,15.0,41.0,683,683
2137,2133,74.0,74.0,75.0,671,671
2133,2434,67.0,67.0,67.0,647,647
1959,1956,60.0,57.0,60.0,163,163
3201,2084,70.0,70.0,70.0,171,171
1915,1946,74.0,65.0,86.0,949,949
1946,2540,22.0,17.0,39.0,1367,1367
2540,2883,82.0,79.0,83.0,1367,1367
2883,1947,15.0,12.0,28.0,1113,1113
1947,1953,52.0,40.0,53.0,1113,1113
1953,1955,59.0,54.0,60.0,959,959
1955,2695,62.0,61.0,62.0,513,513
1996,3897,60.0,60.0,60.0,798,798
3897,3611,120.0,120.0,120.0,264,264
35825,3896,110.0,110.0,110.0,310,310
3896,35794,50.0,50.0,50.0,310,310
35794,2038,38.0,18.0,46.0,844,844
2038,1980,142.0,142.0,142.0,310,310
2431,36922,57.0,55.0,57.0,768,768
36922,1976,66.0,66.0,79.0,774,774
1976,1991,14.0,9.0,14.0,965,965
2755,2085,19.0,19.0,21.0,183,183
17317,2160,57.0,55.0,57.0,693,693
2160,3322,51.0,50.0,60.0,938,938
3322,3981,23.0,20.0,29.0,946,942
3981,2157,13.0,10.0,14.0,946,946
2157,2711,35.0,29.0,39.0,950,950
2711,3373,71.0,71.0,75.0,1044,1044
3373,17200,65.0,60.0,65.0,1265,1265
17200,34221,11.0,11.0,11.0,649,649
34221,17344,54.0,50.0,60.0,655,655
17344,17194,51.0,51.0,59.0,655,655
17194,2971,13.0,9.0,30.0,655,655
2971,3529,49.0,30.0,52.0,663,663
3529,17279,32.0,30.0,32.0,659,659
17279,17192,23.0,23.0,30.0,659,659
17192,3845,59.0,59.0,60.0,557,557
3845,17275,5.0,1.0,33.0,938,938
17275,34218,39.0,14.0,43.0,938,938
34218,35844,127.0,127.0,127.0,234,234
35844,1246,114.0,105.0,114.0,1157,1157
1246,1247,64.0,63.0,72.0,2171,2171
1247,2402,160.0,108.0,160.0,2027,2027
2402,3870,138.0,136.0,145.0,2558,2558
48045,17505,319.0,319.0,319.0,290,290
3490,2160,71.0,71.0,71.0,245,245
34218,3977,110.0,110.0,110.0,704,704
3977,17318,126.0,120.0,127.0,2977,2977
17318,35822,60.0,60.0,76.0,3024,3024
35822,35823,52.0,44.0,60.0,3125,3125
35823,3732,54.0,53.0,60.0,2175,2175
1271,3164,369.0,369.0,369.0,32,32
3112,3214,108.0,108.0,108.0,118,118
3214,3123,55.0,55.0,55.0,118,118
3123,2891,111.0,111.0,111.0,118,118
2893,2849,5.0,5.0,21.0,279,279
2849,3176,36.0,28.0,36.0,274,274
3176,3177,35.0,35.0,59.0,274,274
3177,3051,46.0,6.0,46.0,274,274
3212,1816,44.0,39.0,46.0,364,364
1824,1820,164.0,156.0,164.0,208,208
1820,3934,84.0,84.0,87.0,118,118
3934,3900,69.0,69.0,75.0,368,368
3900,48887,60.0,60.0,60.0,114,114
48887,48886,116.0,104.0,120.0,1154,1154
1910,2738,45.0,29.0,45.0,948,948
2531,1985,64.0,61.0,64.0,829,829
1985,1986,60.0,52.0,100.0,1279,1279
1986,1987,27.0,27.0,46.0,1279,1279
1987,1988,49.0,31.0,49.0,1279,1279
1988,2437,60.0,60.0,62.0,847,847
17317,35835,101.0,94.0,111.0,1755,1755
35835,1246,60.0,60.0,74.0,1014,1014
48044,3368,148.0,148.0,148.0,328,328
2807,2720,18.0,18.0,18.0,968,544
1908,1910,71.0,71.0,71.0,429,429
2733,1940,57.0,57.0,57.0,219,219
35840,3470,56.0,56.0,56.0,32,32
3470,1997,57.0,39.0,57.0,813,813
1997,1998,3.0,3.0,21.0,813,813
1998,1999,60.0,55.0,60.0,813,813
1999,2000,44.0,31.0,44.0,813,813
2000,2001,16.0,16.0,34.0,813,813
2001,2432,67.0,67.0,67.0,447,447
2432,2433,53.0,53.0,53.0,447,447
2433,2784,60.0,60.0,60.0,447,447
2784,2052,60.0,60.0,60.0,447,447
17200,17499,164.0,164.0,164.0,440,440
17499,44957,196.0,196.0,196.0,395,395
44957,2771,120.0,120.0,120.0,395,395
3182,3215,45.0,45.0,45.0,521,521
3215,3119,86.0,86.0,86.0,395,395
3170,43212,87.0,87.0,87.0,395,395
