from_stop,to_stop,median_travel_seconds,p25_travel_seconds,p75_travel_seconds,trip_frequency,n_observations
9482,10679,44.0,35.0,44.0,425,425
10679,9727,60.0,60.0,60.0,425,425
9727,9590,25.0,16.0,34.0,1686,1666
9590,8844,24.0,24.0,41.0,633,633
8848,10132,45.0,45.0,51.0,633,633
10132,9053,37.0,19.0,52.0,994,994
9053,49737,58.0,55.0,60.0,1207,1207
8636,50399,264.0,249.0,266.0,2278,2278
48043,17505,163.0,163.0,163.0,473,473
17505,2143,110.0,102.0,125.0,1765,1765
2143,35790,67.0,66.0,67.0,1270,1270
35790,35834,91.0,90.0,119.0,1718,1718
35834,3977,92.0,74.0,94.0,1728,1728
2164,3732,116.0,89.0,119.0,325,325
2047,2571,60.0,60.0,60.0,821,821
2571,42438,47.0,40.0,54.0,1211,1211
42438,2435,13.0,8.0,42.0,1211,1211
2435,2436,58.0,42.0,58.0,1244,1244
2436,3105,60.0,41.0,60.0,1229,1229
3105,2012,34.0,34.0,40.0,1169,1169
2012,2695,26.0,26.0,33.0,733,733
2695,3804,54.0,52.0,58.0,1308,1308
3804,2665,8.0,6.0,10.0,1308,1110
2665,3828,50.0,49.0,60.0,1270,1270
3828,2604,11.0,11.0,32.0,1422,1166
2604,2955,60.0,55.0,60.0,918,918
2955,36871,60.0,60.0,66.0,706,706
36871,1973,81.0,81.0,81.0,554,554
1973,1974,34.0,4.0,34.0,1090,1090
1974,1975,5.0,5.0,27.0,1090,1090
1975,1936,37.0,33.0,37.0,1090,1090
1936,2769,23.0,21.0,36.0,1013,1013
1928,1929,29.0,26.0,29.0,1326,1326
1929,37471,60.0,46.0,60.0,675,675
37471,1905,32.0,28.0,32.0,675,675
1905,2705,28.0,28.0,39.0,681,681
2705,17438,22.0,22.0,31.0,1207,1207
17438,2706,20.0,2.0,20.0,1187,675
2706,3019,29.0,18.0,41.0,1568,1568
3019,2623,32.0,31.0,60.0,1568,1568
2623,17443,48.0,17.0,54.0,1568,1568
17443,2624,17.0,11.0,43.0,1568,1568
2624,17440,33.0,1.0,34.0,1568,1568
17440,2864,31.0,9.0,59.0,1568,1568
2864,2865,7.0,7.0,24.0,1568,1568
2865,3369,58.0,58.0,60.0,1568,1568
3369,3521,99.0,98.0,106.0,1451,1451
3521,3367,34.0,26.0,43.0,5038,5038
3367,3522,81.0,70.0,87.0,4300,4300
3931,1249,60.0,59.0,60.0,946,946
3181,3870,80.0,72.0,96.0,1050,1050
3870,48020,114.0,114.0,114.0,87,87
48020,17505,268.0,268.0,268.0,481,481
2143,3490,170.0,170.0,190.0,726,726
3490,2158,77.0,77.0,83.0,751,751
2158,2159,39.0,17.0,43.0,1743,1743
2159,3487,31.0,21.0,51.0,1666,1666
3487,2149,32.0,29.0,60.0,1666,1666
2149,2859,44.0,42.0,60.0,1620,1620
2859,2145,40.0,21.0,46.0,1930,1930
2145,2146,54.0,41.0,55.0,1930,1930
2146,2147,41.0,35.0,59.0,1930,1930
2147,2139,31.0,27.0,39.0,1930,1930
2139,2114,34.0,21.0,49.0,1518,1518
2114,2119,39.0,35.0,59.0,1887,1887
2119,2761,34.0,34.0,49.0,951,951
2761,2762,33.0,25.0,44.0,951,951
2762,3882,53.0,53.0,53.0,951,951
3882,3881,53.0,50.0,53.0,977,977
3881,3939,57.0,57.0,60.0,1133,1133
3939,2091,36.0,21.0,46.0,3672,3672
2091,2084,77.0,66.0,85.0,1678,1678
1877,1859,120.0,120.0,122.0,757,757
1859,3233,30.0,17.0,38.0,1474,1474
3233,3526,111.0,103.0,113.0,1388,1388
3526,3254,114.0,106.0,120.0,1597,1597
3254,3690,220.0,217.0,237.0,1395,1395
3690,3372,106.0,77.0,111.0,1395,1395
3372,3521,99.0,84.0,106.0,1714,1714
48267,12838,179.0,179.0,179.0,561,561
12838,13862,120.0,120.0,120.0,561,561
13880,13882,50.0,13.0,50.0,842,842
13882,50830,60.0,60.0,60.0,561,561
50830,13895,92.0,92.0,92.0,561,561
13829,13819,60.0,60.0,60.0,740,740
13819,13815,60.0,60.0,60.0,561,561
13815,13822,62.0,62.0,62.0,561,561
13822,13648,117.0,117.0,117.0,567,567
13648,13058,55.0,55.0,55.0,543,543
13206,12951,83.0,83.0,86.0,1511,1511
12951,12997,60.0,60.0,60.0,1511,1511
12997,13580,30.0,27.0,30.0,1511,1511
13581,13557,60.0,60.0,61.0,898,898
13557,13554,62.0,60.0,62.0,866,866
15533,51871,44.0,44.0,44.0,200,200
51871,51863,43.0,43.0,60.0,300,300
51863,25087,44.0,44.0,47.0,1250,1250
25087,12884,131.0,131.0,131.0,696,696
12884,13001,77.0,71.0,77.0,396,396
12931,12937,105.0,105.0,105.0,229,229
12937,13952,120.0,120.0,130.0,345,345
13103,14549,78.0,72.0,78.0,501,501
14549,42859,82.0,76.0,90.0,1588,1588
42859,13586,94.0,94.0,94.0,229,229
13586,13575,60.0,60.0,123.0,840,840
13572,13570,49.0,46.0,60.0,2087,2087
13570,49933,73.0,60.0,82.0,1095,1095
49933,49946,38.0,23.0,60.0,1167,1167
49946,13091,74.0,67.0,98.0,1493,1493
13091,14319,173.0,171.0,173.0,944,944
25123,15909,119.0,119.0,119.0,579,579
15907,39311,116.0,116.0,117.0,537,537
39311,13188,89.0,89.0,89.0,705,705
13188,12962,56.0,42.0,56.0,729,729
12979,13191,80.0,74.0,83.0,1331,1331
13191,14077,70.0,69.0,71.0,1200,1200
14077,14347,90.0,79.0,99.0,4845,4845
14347,13227,90.0,81.0,101.0,4478,4478
13032,13120,52.0,52.0,52.0,4084,4084
13120,14477,35.0,35.0,36.0,1062,1062
38940,13199,120.0,120.0,120.0,2164,2164
50332,42877,154.0,154.0,154.0,407,407
14613,25354,371.0,371.0,371.0,847,847
25354,21807,48.0,48.0,48.0,1022,1022
21807,23911,37.0,37.0,37.0,847,847
23911,23913,82.0,82.0,82.0,1073,1073
23913,23937,19.0,18.0,47.0,2115,2115
23937,21940,101.0,73.0,102.0,1971,1971
21940,43486,132.0,122.0,150.0,1769,1769
43486,44305,79.0,69.0,79.0,913,913
44305,24017,122.0,120.0,122.0,913,913
13055,13111,94.0,87.0,94.0,2028,2028
13228,13573,33.0,33.0,59.0,978,978
13573,13581,115.0,92.0,115.0,978,978
13581,13589,98.0,98.0,102.0,1685,1685
13589,13590,32.0,18.0,39.0,1198,1198
13590,13596,89.0,76.0,97.0,1564,1564
13596,13675,91.0,83.0,107.0,1754,1754
13675,45038,64.0,60.0,65.0,1521,1521
45041,44589,42.0,14.0,47.0,1996,1996
44589,13718,117.0,117.0,120.0,1269,1269
12920,13126,65.0,65.0,65.0,504,504
13126,13118,72.0,69.0,87.0,1547,1547
13118,12944,60.0,60.0,73.0,767,767
12944,13202,120.0,90.0,120.0,917,917
29588,14126,57.0,57.0,60.0,885,885
14613,23927,61.0,60.0,61.0,845,845
23927,23940,47.0,36.0,47.0,845,845
23942,23955,60.0,60.0,60.0,521,521
23955,23959,7.0,7.0,7.0,521,521
23959,23968,53.0,53.0,53.0,521,521
24055,24037,44.0,43.0,44.0,1612,1612
24037,24033,60.0,60.0,60.0,1222,1222
24033,24003,69.0,69.0,71.0,2023,2023
24003,24013,30.0,29.0,40.0,2023,2023
24013,24017,126.0,120.0,126.0,1047,1047
13067,24659,124.0,124.0,135.0,1019,1019
24659,13743,56.0,49.0,56.0,775,775
13743,13744,60.0,55.0,60.0,1505,1505
13744,13747,47.0,19.0,60.0,1505,1505
13747,14092,121.0,120.0,121.0,1030,1030
14092,48719,30.0,18.0,30.0,1389,1389
48719,14094,77.0,74.0,77.0,1389,1389
14094,13183,51.0,45.0,52.0,1127,1127
13183,50345,142.0,142.0,148.0,868,868
50345,33819,22.0,14.0,38.0,873,873
33819,14115,77.0,60.0,77.0,873,873
14115,14116,141.0,129.0,149.0,873,873
47762,21507,70.0,70.0,70.0,424,424
21507,23883,104.0,103.0,109.0,896,896
23883,23884,41.0,39.0,44.0,1620,1620
23884,25113,48.0,48.0,48.0,876,876
25113,23876,93.0,93.0,97.0,883,883
23876,23877,120.0,115.0,120.0,883,883
23877,23879,60.0,60.0,70.0,883,883
23879,23875,152.0,152.0,152.0,390,390
23875,23872,88.0,88.0,90.0,656,656
23872,25135,82.0,69.0,90.0,1661,1661
25135,25132,68.0,67.0,68.0,3201,3201
25132,25133,90.0,81.0,100.0,2240,2240
25133,25134,106.0,97.0,115.0,2197,2197
25134,15872,88.0,74.0,104.0,1632,1632
15872,15687,53.0,38.0,55.0,1039,1039
15687,24088,91.0,79.0,97.0,917,917
24088,24091,94.0,89.0,106.0,1410,1410
24091,24093,120.0,113.0,120.0,615,615
24093,23972,52.0,40.0,52.0,1069,1069
23972,25352,79.0,69.0,79.0,1604,1604
25352,15694,72.0,71.0,82.0,1604,1604
15694,24722,38.0,38.0,38.0,713,713
24037,24044,59.0,59.0,59.0,390,390
24044,24046,60.0,60.0,60.0,390,390
24046,24083,259.0,259.0,259.0,487,487
24083,24158,133.0,133.0,147.0,1362,1362
24158,13419,113.0,113.0,120.0,716,716
13421,13427,57.0,51.0,59.0,934,934
43205,50502,60.0,60.0,60.0,405,405
50502,50500,59.0,43.0,60.0,1398,1398
50500,47442,21.0,21.0,21.0,408,408
13540,14319,136.0,126.0,142.0,1210,1210
13483,13089,179.0,179.0,179.0,389,389
50499,13509,120.0,120.0,129.0,1888,1888
13509,13164,96.0,78.0,106.0,2074,2074
13164,29514,43.0,35.0,46.0,1886,1886
29514,51418,112.0,112.0,112.0,389,389
51418,13422,107.0,107.0,107.0,973,973
13422,13420,71.0,69.0,72.0,1841,1841
13420,24157,109.0,109.0,120.0,713,713
24157,22817,113.0,113.0,114.0,1570,1570
22817,24062,157.0,157.0,157.0,389,389
24062,24038,88.0,88.0,88.0,389,389
23952,23953,34.0,34.0,36.0,711,711
23953,25353,129.0,128.0,135.0,1576,1576
25353,23973,66.0,66.0,83.0,1141,1141
23973,24092,88.0,86.0,88.0,600,600
24092,24089,81.0,73.0,94.0,1389,1389
24089,15530,49.5,39.0,53.0,898,898
15530,15645,60.0,60.0,60.0,962,962
15645,15844,60.0,49.0,60.0,1626,1626
15844,90,60.0,60.0,64.0,1407,1407
90,15817,102.0,100.0,115.0,1976,1976
15817,25405,52.0,52.0,52.0,2242,2242
25405,15816,72.0,72.0,72.0,3171,3171
15816,23415,76.0,71.0,79.0,1922,1922
23415,23873,84.0,69.0,84.0,670,670
23873,23874,36.0,36.0,51.0,676,676
23874,23878,180.0,180.0,180.0,647,647
23878,21330,69.0,62.0,77.0,827,827
21330,21331,103.0,103.0,118.0,1097,1097
21331,23885,90.0,84.0,99.0,827,827
23885,23882,72.0,63.0,72.0,896,896
23882,24756,23.0,19.0,29.0,896,896
24756,24765,50.0,35.0,60.0,2272,2272
24765,23881,120.0,120.0,120.0,414,414
13689,13681,118.0,118.0,118.0,560,560
38952,13509,84.0,84.0,112.0,969,969
29514,13499,43.0,39.0,55.0,1641,1641
13499,13165,120.0,109.0,120.0,951,951
13165,13423,60.0,60.0,76.0,951,951
13423,13412,65.0,60.0,65.0,1117,1117
13412,13418,52.0,32.0,55.0,1392,1392
13418,13420,42.0,42.0,42.0,1392,1392
13420,24156,138.0,138.0,155.0,1231,1231
24156,44900,60.0,60.0,60.0,784,784
44900,24142,36.0,35.0,36.0,970,970
24142,49994,24.0,24.0,24.0,628,628
24146,24145,60.0,60.0,60.0,560,560
24150,24159,35.0,24.0,39.0,1578,1578
24159,24161,78.0,78.0,79.0,1316,1316
24161,24108,15.0,15.0,21.0,1316,1316
24108,24110,51.0,44.0,51.0,1316,1316
24110,24122,24.0,24.0,30.0,1028,1028
24122,24118,62.0,62.0,62.0,1028,1028
24118,24106,50.0,50.0,50.0,956,956
24106,773,61.0,61.0,62.0,808,808
773,22755,38.0,36.0,42.0,1256,1256
22755,22474,60.0,60.0,61.0,1256,1256
22474,22475,60.0,60.0,60.0,1319,1319
22475,24114,74.0,74.0,81.0,871,871
24116,23731,90.0,90.0,90.0,807,807
23731,24174,67.0,66.0,67.0,961,961
24174,24130,23.0,23.0,23.0,961,961
24130,24131,9.0,9.0,17.0,1023,1023
24131,24177,92.0,85.0,92.0,1803,1803
24177,24179,79.0,79.0,79.0,720,720
24179,24164,60.0,46.0,60.0,858,858
24164,24162,60.0,60.0,60.0,622,622
24162,24165,119.0,119.0,119.0,560,560
24166,24163,179.0,179.0,179.0,578,578
24163,24180,60.0,60.0,60.0,873,873
24180,24178,60.0,60.0,60.0,733,733
24178,24129,136.0,136.0,146.0,1153,1153
24129,811,89.0,89.0,89.0,819,819
811,812,32.0,32.0,32.0,756,756
812,23702,83.0,73.0,83.0,1154,1154
23702,24115,64.0,63.0,64.0,1075,1075
24115,22477,132.0,132.0,132.0,876,876
22477,22478,21.0,21.0,22.0,1302,1302
22478,22756,43.0,41.0,43.0,1240,1240
22756,24766,56.0,56.0,56.0,1240,1240
24766,24105,50.0,49.0,50.0,814,814
24105,22476,29.0,29.0,30.0,958,958
22476,24119,45.0,45.0,45.0,814,814
24119,24111,67.0,67.0,67.0,1023,1023
24111,24109,53.0,39.0,53.0,1177,1177
24109,21820,29.0,29.0,29.0,1177,1177
21820,24160,31.0,31.0,32.0,1177,1177
24160,24151,60.0,60.0,62.0,1399,1399
24151,24149,59.0,26.0,60.0,2050,2050
24149,21868,61.0,60.0,63.0,1225,1225
21868,21477,60.0,60.0,60.0,996,996
21477,22405,46.0,46.0,49.0,996,996
22405,49989,46.0,46.0,47.0,923,923
49988,24855,62.0,62.0,62.0,639,639
24855,24155,88.0,85.0,88.0,882,882
24155,24660,39.0,38.0,52.0,2177,2177
13419,33841,60.0,60.0,65.0,1412,1412
33841,13413,44.0,35.0,55.0,1412,1412
13424,29506,35.0,35.0,42.0,993,993
13119,50502,60.0,60.0,77.0,993,993
50500,50501,35.0,35.0,57.0,990,990
13055,13569,70.0,70.0,94.0,821,821
13574,13581,84.0,78.0,103.0,1422,1422
16372,16377,71.0,71.0,71.0,612,612
16377,16373,48.0,48.0,53.0,1047,1047
16373,16376,26.0,22.0,50.0,1951,1951
16376,16371,29.0,29.0,32.0,1881,1634
16371,16375,26.0,25.0,54.0,1889,1889
16375,16374,67.0,66.0,68.0,1788,1788
16374,15881,80.0,80.0,80.0,313,313
15881,16352,42.0,42.0,55.0,964,964
16352,35694,36.0,36.0,59.0,434,434
35694,23316,251.0,243.0,252.0,787,787
23316,23320,152.0,147.0,152.0,671,671
24201,13341,118.0,118.0,120.0,778,778
13037,13040,176.0,168.0,180.0,1675,1675
13040,29432,120.0,120.0,120.0,1866,1866
13037,29343,53.0,53.0,56.0,318,318
29344,29345,90.0,81.0,92.0,790,790
29345,13337,42.0,35.0,44.0,1059,1059
13337,29346,63.0,60.0,64.0,1010,1010
14045,29432,121.0,120.0,128.0,790,790
24086,13417,239.0,239.0,239.0,19,19
51528,13259,119.0,119.0,119.0,753,753
13259,12849,52.0,52.0,60.0,1241,1241
13509,13357,160.0,160.0,180.0,1046,1046
13619,13138,26.0,26.0,26.0,1031,1031
13138,12984,56.0,51.0,57.0,2166,2166
12984,12985,55.0,55.0,60.0,2166,2166
13794,13800,33.0,32.0,33.0,2117,2055
13800,13112,30.0,30.0,30.0,2055,2055
19072,6121,103.0,103.0,103.0,84,84
6121,6139,120.0,115.0,120.0,399,399
6139,43655,60.0,60.0,60.0,738,738
43655,21029,85.0,71.0,92.0,699,699
21029,18570,58.0,58.0,60.0,713,713
18570,18571,57.0,57.0,59.0,657,657
18571,21073,104.0,97.0,110.0,547,547
21073,18583,102.0,86.0,106.0,798,798
18583,6151,81.0,73.0,91.0,798,798
6151,18573,64.0,60.0,71.0,716,716
18573,18680,326.0,319.0,328.0,483,483
18680,21292,84.0,81.0,94.0,505,505
21292,18662,101.0,94.0,112.0,607,607
18662,18681,68.0,61.0,78.0,568,568
18681,51405,68.0,60.0,75.0,568,568
51405,21218,98.0,89.0,102.0,466,466
21218,19068,188.0,180.0,188.0,94,94
19068,5886,126.0,120.0,127.0,94,94
5886,50643,74.0,74.0,75.0,116,116
50643,17639,40.0,33.0,45.0,116,116
17639,51318,32.0,23.0,36.0,245,245
51318,5758,389.0,389.0,402.0,195,195
5758,6275,391.0,385.0,393.0,259,259
6275,5757,49.0,45.0,51.0,396,396
5757,19265,66.0,66.0,66.0,198,198
19265,19251,74.0,74.0,74.0,76,76
19251,21265,37.0,32.0,37.0,193,193
21265,21268,30.0,30.0,30.0,216,216
21268,4184,61.0,61.0,62.0,133,133
4184,51371,43.0,39.0,55.0,193,193
51371,4186,82.0,70.0,86.0,193,193
4186,19885,62.0,61.0,62.0,226,226
19885,4187,230.0,230.0,230.0,193,193
4187,4185,106.0,103.0,107.0,226,226
4185,18876,60.0,60.0,67.0,113,113
18876,18880,79.0,69.0,86.0,199,199
18880,18881,35.0,26.0,35.0,199,199
18881,18905,85.0,80.2,89.0,256,256
18905,19834,119.0,108.0,120.0,261,261
19834,18916,184.0,180.0,187.0,199,199
18916,18313,17.0,15.0,19.0,211,211
18313,41472,213.0,198.0,220.0,160,160
41472,5238,207.0,207.0,229.0,141,141
5238,18382,71.0,66.0,72.0,934,934
18382,18387,30.0,27.0,43.0,769,769
18387,18386,38.0,24.0,47.0,1384,1384
18386,18399,86.0,71.0,101.0,624,624
18399,5240,57.0,48.0,60.0,620,620
5240,5241,27.0,9.0,36.0,1463,1457
5241,5242,66.0,61.0,67.0,1461,1461
5242,5243,19.0,8.0,38.0,1471,1471
5243,18442,54.0,48.0,60.0,223,223
18442,7222,70.0,60.0,70.0,35,35
7222,5244,44.0,44.0,50.0,207,207
5244,35332,60.0,60.0,60.0,203,203
14205,14207,59.0,59.0,59.0,582,582
14207,14202,32.0,26.0,42.0,1420,1420
14202,14200,18.0,18.0,28.0,779,716
14200,14197,27.0,17.0,27.0,779,779
14197,14188,69.0,68.0,69.0,505,505
14188,14182,73.0,73.0,73.0,442,442
14182,14185,47.0,47.0,47.0,546,546
14185,14183,34.0,25.0,34.0,542,542
14183,13195,60.0,60.0,60.0,542,542
13195,14084,60.0,60.0,60.0,546,546
14084,14010,57.0,57.0,60.0,542,542
14010,14532,60.0,60.0,60.0,542,542
14532,12973,64.0,64.0,64.0,106,106
13286,13345,37.0,37.0,37.0,318,318
14040,14042,60.0,47.0,60.0,418,418
14042,24202,120.0,120.0,125.0,369,369
24202,24211,67.0,64.0,82.0,606,606
24211,24462,68.0,68.0,78.0,178,178
24462,23257,46.0,46.0,46.0,106,106
23257,16489,83.0,74.0,83.0,300,300
16489,15910,10.0,2.0,10.0,946,946
15910,48543,32.0,32.0,32.0,946,946
48543,51471,24.0,18.0,26.0,946,946
51471,24200,60.0,60.0,60.0,106,106
24200,25080,39.0,39.0,51.0,1024,1024
25080,15460,27.0,22.0,46.0,1165,1165
15460,15643,120.0,120.0,120.0,106,106
15643,25119,60.0,53.0,60.0,669,669
25119,24851,22.0,11.0,26.0,868,868
24851,15706,49.0,32.0,55.0,773,773
15706,15718,51.0,50.0,57.0,773,773
47981,25553,154.0,154.0,154.0,67,67
25553,25554,72.0,72.0,72.0,991,991
25554,25807,99.0,99.0,99.0,573,573
25807,25548,94.0,94.0,94.0,579,579
25548,25549,142.0,137.0,142.0,981,981
25549,25550,144.0,139.0,152.0,1363,1363
25550,25551,153.0,153.0,161.0,1016,1016
25551,15355,142.0,134.0,142.0,1014,1014
15355,15413,52.0,51.0,55.0,1324,1324
15413,26403,662.0,662.0,662.0,67,67
26403,25880,116.0,102.0,119.2,984,984
25880,49413,137.0,136.0,137.0,320,320
49413,26613,298.0,298.0,298.0,67,67
26613,26628,70.0,61.0,70.0,325,325
26628,26405,128.0,123.0,128.0,263,263
26405,27801,154.0,149.0,165.0,559,559
27801,27520,99.0,81.0,104.0,495,495
27520,27481,73.0,63.0,83.0,935,935
27481,48117,120.0,120.0,120.0,424,424
48117,27479,88.0,76.0,89.0,381,381
27479,27499,89.0,87.0,104.0,428,428
27499,26608,67.0,60.0,67.0,471,471
26608,26604,209.0,196.0,220.0,265,265
26604,39133,650.0,650.0,661.0,194,194
39133,27899,600.0,600.0,600.0,94,94
27899,26654,611.0,606.0,623.0,532,532
26654,27622,215.0,211.0,227.8,936,936
27622,27918,541.0,540.0,542.0,860,860
36168,24763,386.0,386.0,386.0,148,148
24763,16006,98.0,98.0,99.0,825,825
16006,21317,57.0,56.0,57.0,2105,2105
21317,24850,94.0,94.0,94.0,148,148
24850,48214,564.0,564.0,564.0,206,206
48214,14600,781.0,781.0,794.0,148,148
14600,48089,25.0,25.0,25.0,196,148
48089,16242,634.0,621.0,634.0,148,148
16242,25399,60.0,60.0,60.0,148,148
25399,15416,141.0,141.0,155.0,218,218
15416,16105,206.0,205.0,207.0,328,328
16105,23222,38.0,38.0,41.0,651,651
23222,23211,53.0,34.0,53.0,459,459
23211,26923,80.0,80.0,99.0,391,391
26923,21846,68.0,66.0,68.0,148,148
21846,26403,33.0,33.0,34.0,379,379
49413,26628,368.0,368.0,368.0,110,110
39133,27901,161.0,161.0,168.0,179,179
27901,27899,475.0,464.0,480.0,253,253
28786,28785,66.0,66.0,66.0,75,75
28785,28784,53.0,53.0,53.0,75,75
28784,28783,60.0,49.0,60.0,117,117
28783,28782,60.0,57.0,60.0,117,117
28782,28781,76.0,76.0,86.5,119,119
28781,28780,44.0,26.0,44.0,119,119
28780,28779,60.0,58.0,60.0,142,142
28779,28328,22.0,22.0,26.5,106,106
28328,51391,49.0,49.0,49.0,110,110
51391,28230,169.0,169.0,169.0,85,85
28230,51430,173.0,172.0,180.0,550,550
51430,26711,180.0,175.0,222.0,454,454
26711,26705,66.0,61.0,81.0,792,792
26705,26871,55.0,52.0,60.0,914,914
26871,28231,101.0,79.0,108.0,677,677
28231,26883,104.0,90.0,112.0,1260,1260
26883,26872,80.0,68.0,99.0,1331,1331
26872,40151,61.0,60.0,68.0,2077,2077
40151,26684,52.0,45.0,54.0,2105,2105
26684,26669,70.0,66.0,83.0,2514,2514
26669,28915,122.0,121.0,122.0,1048,1048
28915,43750,104.0,103.0,112.0,648,648
43750,26849,154.0,134.0,158.0,601,601
26849,27918,223.0,222.0,233.0,843,843
50398,47982,343.0,343.0,343.0,1703,1703
37251,8638,150.0,150.0,150.0,481,481
8638,10119,16.0,16.0,24.0,1217,1217
10119,8642,37.0,28.0,45.0,2125,2125
8642,8645,38.0,38.0,56.0,2142,2142
8645,10712,31.0,30.0,41.0,2354,2354
10712,8647,49.0,39.0,53.0,2918,2918
8647,8649,21.0,19.0,22.0,2884,2884
8649,8651,41.0,38.0,46.0,2911,2911
8651,8653,14.0,5.0,16.0,2911,2911
8653,8655,41.0,31.0,42.0,2911,2911
8655,8657,13.0,8.0,14.0,2911,2911
8657,8659,52.0,49.0,59.0,2911,2911
8659,8661,8.0,4.0,19.0,2911,2911
8661,11864,42.0,41.0,48.0,2860,2860
11864,9448,33.0,11.0,33.0,747,747
9448,9449,54.0,54.0,60.0,760,760
9449,11731,66.0,60.0,66.0,760,760
11731,10085,62.0,60.0,80.0,1057,1057
10085,10086,58.0,46.0,60.0,1057,1057
10086,10742,19.0,19.0,19.0,545,545
10748,9445,1.0,1.0,1.0,544,533
44960,10236,90.0,90.0,90.0,552,552
10236,10264,264.0,255.0,264.0,873,873
10225,47173,53.0,53.0,53.0,481,481
47173,46901,15.0,15.0,30.0,853,853
46901,47341,45.0,30.0,45.0,853,853
47341,46526,35.0,35.0,51.0,853,853
46526,50803,25.0,19.0,25.0,853,853
50803,35318,70.0,70.0,70.0,481,481
35318,8799,79.0,79.0,79.0,481,481
35404,25573,119.0,119.0,119.0,1142,1142
25573,26018,60.0,60.0,60.0,1164,1164
26018,25574,24.0,24.0,24.0,1164,1164
25574,25576,58.0,58.0,58.0,1164,1164
25576,25577,38.0,38.0,38.0,1164,1164
25577,35403,60.0,60.0,60.0,416,416
35403,39619,7.0,7.0,17.0,416,416
39619,39621,102.0,102.0,102.0,146,146
39621,25581,8.0,8.0,22.0,284,284
25581,41951,170.0,170.0,170.0,146,146
41951,41953,14.0,14.0,14.0,146,146
41953,41955,53.0,53.0,53.0,146,146
41955,43372,50.0,50.0,56.0,951,951
43372,28671,23.0,11.0,24.0,1487,1487
28671,43373,109.0,93.0,112.0,973,973
43373,26131,136.0,128.0,136.0,287,287
35404,48088,189.0,189.0,189.0,199,199
48088,48008,50.0,50.0,50.0,199,199
48008,27111,10.0,9.0,10.0,353,353
27111,26136,209.0,187.0,209.0,353,353
26136,26067,21.0,21.0,53.0,371,371
26067,26041,37.0,33.0,60.0,583,583
26041,26062,36.0,27.0,40.0,583,583
26062,26063,24.0,14.0,27.0,583,565
26063,28612,29.0,17.0,46.0,589,589
28612,26009,44.0,43.0,57.0,591,591
26009,26010,49.0,17.0,49.0,373,373
26010,26139,11.0,11.0,40.0,371,371
26139,48410,60.0,60.0,60.0,199,199
48410,48412,167.0,167.0,167.0,199,199
48412,48057,13.0,13.0,13.0,199,199
48057,25553,135.0,135.0,135.0,199,199
25554,25555,73.0,73.0,80.0,418,418
25555,25556,73.0,60.0,73.0,473,473
25556,25557,79.0,60.0,86.0,690,690
25557,25558,41.0,26.0,60.0,690,690
25558,25559,36.0,36.0,56.0,450,450
25559,25560,95.0,95.0,95.0,450,450
25560,28637,85.0,85.0,85.0,324,324
28637,26131,74.0,68.0,82.0,1836,1836
52011,52008,56.0,56.0,56.0,240,240
52008,52007,115.0,115.0,115.0,240,240
52007,52012,42.0,42.0,42.0,240,240
52012,52009,130.0,130.0,130.0,240,240
52009,47006,70.0,70.0,70.0,240,240
47006,47213,56.0,56.0,65.0,563,563
47213,8936,1.0,1.0,1.0,240,240
8936,10464,46.0,36.0,51.0,2599,2599
10464,10468,68.0,68.0,69.0,799,799
10468,10463,40.0,40.0,40.0,567,567
10463,10460,33.0,29.0,36.0,567,567
10460,10458,45.0,41.0,49.0,1881,1881
10458,37732,45.0,32.0,49.0,2796,2796
37732,10474,70.0,70.0,70.0,267,267
10474,37731,55.0,55.0,87.0,555,555
37731,9600,132.0,132.0,168.0,321,321
9600,10320,23.0,23.0,59.0,981,981
10320,9809,60.0,60.0,60.0,501,501
9809,9552,86.0,86.0,86.0,302,302
9552,10179,179.0,165.0,180.0,736,736
10179,10415,58.0,58.0,58.0,413,413
10415,10486,58.0,58.0,58.0,600,600
10486,10487,9.0,9.0,48.0,600,600
10487,10488,54.0,17.0,54.0,600,600
10488,10489,29.0,27.0,48.0,600,600
10489,11923,31.0,24.0,33.0,600,600
11923,10416,32.0,30.0,36.0,600,600
10416,42750,120.0,114.0,120.0,386,386
42750,10490,57.0,57.0,60.0,624,624
10490,11809,121.0,121.0,148.0,386,386
11809,10252,32.0,14.0,41.0,901,901
10252,11580,28.0,18.0,28.0,901,901
11580,10254,12.0,2.0,14.0,901,901
10254,10255,37.0,37.0,37.0,901,755
10255,10364,21.0,11.0,44.0,901,901
10364,10253,29.0,16.0,39.0,901,901
10253,10234,31.0,21.0,41.0,901,901
10234,11904,12.0,12.0,12.0,240,240
11904,10058,48.0,37.0,48.0,1255,1255
10058,9285,12.0,12.0,23.0,1255,1255
9285,41396,73.0,62.0,73.0,1255,1255
41396,9276,101.0,95.0,102.0,1255,1255
9276,9284,59.0,58.0,60.0,1255,1255
9284,9441,17.0,12.0,18.0,1255,1255
9441,10366,54.0,54.0,60.0,1255,1255
10366,9289,60.0,60.0,60.0,727,727
9289,10491,60.0,60.0,60.0,727,727
10491,9320,60.0,38.0,60.0,478,478
9320,9321,55.0,54.0,59.0,974,974
9321,9902,61.0,60.0,61.0,974,974
9902,11226,83.0,83.0,83.0,240,240
23117,49843,61.0,60.0,65.0,690,690
49843,15273,47.0,47.0,59.0,849,849
15273,15274,46.0,28.0,49.0,729,729
