station_id,station_name,main_stop_id,main_stop_code,station_lat,station_lon,stop_count,active_stop_count,stop_use_count,member_stop_ids
26309,הר רמון/הר כנען,26309,13305,31.2755185,34.8130495,2,2,230,26309;40141
26312,בן זכאי/האמוראים,26312,13308,31.790591,34.662645,1,1,358,26312
26316,המרד/ד''ר ראובן הכט,41962,11942,31.274940199999996,34.8154352,5,4,1367,26316;41836;41962;45010;45011
26320,רבי שמעון בן שטח/רבי יהודה הנשיא,26320,13316,31.793033,34.664727,1,1,1081,26320
26321,המדע/כיכר מונטריאול,26321,13317,31.27678,34.802429,1,1,359,26321
26326,הפלמ''ח/רבי עקיבא,26326,13322,31.798666,34.662781,1,1,357,26326
26327,אבא אחימאיר/דרך מצדה,26327,13323,31.258909,34.775533,1,1,557,26327
26328,שד. הפלמ''ח/חנה סנש,26328,13324,31.800251,34.662833,1,1,1443,26328
26332,רמב''ם/שד. הנשיא וייצמן,26332,13329,31.80468,34.654924,2,2,1444,26332;26333
26334,הרב יחיא קפאח/התיבונים,26334,13331,31.252561,34.763409,1,1,175,26334
26335,מקיף א'/מורדי הגטאות,26335,13332,31.805752,34.6580335,2,2,2475,26335;26390
26336,שומרון/בית שאן,41850,11885,31.2468025,34.7659965,2,2,372,26336;41850
26337,עוזיהו/גשר עד הלום,48006,12782,31.801886,34.660118499999996,2,2,474,26337;48006
26341,משטרת מרחב הנגב/שדרות ירושלים,26341,13338,31.245378,34.780477,1,1,516,26341
26342,האורגים/הבנאים,26342,13339,31.8125385,34.6571955,2,2,1691,26342;28603
26345,ביס עמל/האורגים,26345,13342,31.811639,34.660000000000004,3,2,1462,26345;26346;46803
26347,שדרות יגאל ידין/עין גדי,38112,19993,31.249702,34.7689635,2,2,1341,26347;38112
26349,שדרות ירושלים/שער הגיא,26349,13346,31.246723,34.770161,1,1,844,26349
26351,בה''ס מולדת/שדרות ירושלים,26351,13348,31.246182,34.775783000000004,2,2,1016,26351;28898
