stop_id,stop_name,lat,lon,region,metro,degree,community_louvain,community_lp
11931,הכלנית/הצבעוני,31.787756,34.64886,Center,Periphery,7,20,21
25888,רבי שמעון בן שטח/רבי יוחנן בן זכאי,31.793978,34.663721,Center,Periphery,7,20,70
26326,הפלמ''ח/רבי עקיבא,31.798666,34.662781,Center,Periphery,7,20,70
26330,הפלמ''ח/גשר עד הלום,31.801664,34.662622,Center,Periphery,7,20,70
44018,מחלף אשקלון צפון/לצפון,31.703907,34.622026,Center,Periphery,7,20,3699
44026,מחלף אשקלון צפון/למערב,31.704513,34.619979,Center,Periphery,7,20,1036
25979,שדרות האדמו''ר מפיטסבורג/חפץ חיים,31.797809,34.658599,Center,Periphery,7,20,70
25986,רשב''י/הרב לוין,31.790404,34.65987,Center,Periphery,7,20,329
25946,צומת אמונים,31.75355,34.663306,Center,Periphery,7,20,1475
25995,מילמן/דב גור,31.791683,34.654519,Center,Periphery,7,20,329
26353,ז'בוטינסקי/שדרות בני ברית,31.806872,34.660748,Center,Periphery,7,20,1715
25982,יהודה הנשיא/הלל,31.792357,34.665887,Center,Periphery,6,20,2146
48013,שדרות הנשיא וייצמן/ז'בוטינסקי,31.808647,34.6585,Center,Periphery,6,20,1481
25541,חיים משה שפירא/החובלים,31.800836,34.641915,Center,Periphery,6,20,2137
28670,רבין/בני ברית,31.774182,34.635874,Center,Periphery,6,20,390
26046,י.ל. גורדון/נחמן סירקין,31.772531,34.632168,Center,Periphery,6,20,390
35404,מסוף הריביירה,31.772632,34.618632,Center,Periphery,6,20,1471
25920,יצחק הנשיא/שדרות בני ברית,31.798973,34.654067,Center,Periphery,6,20,605
15355,צומת נמל אשדוד,31.828025,34.671823,Center,Periphery,6,20,23
15413,צומת ניר גלים,31.829161,34.687274,Center,Tel Aviv,6,20,57
25577,אבא אחימאיר/שדרות רוטשילד,31.769611,34.63274,Center,Periphery,6,20,1466
26109,תחנת משטרת אשדוד/הנביאים,31.780052,34.649775,Center,Periphery,6,20,3361
25561,שדרות מנחם בגין/שדרות משה סנה,31.777756,34.664186,Center,Periphery,6,20,211
26110,תחנת משטרת אשדוד/הנביאים,31.779799,34.650054,Center,Periphery,6,20,613
42024,ביה''ח אסותא אשדוד/הרפואה,31.778738,34.655922,Center,Periphery,6,20,613
25567,כינרת/הר כנען,31.779506,34.62984,Center,Periphery,6,20,2620
12015,שדרות יצחק רבין/שדרות הרצל,31.776306,34.631673,Center,Periphery,6,20,2620
26184,הכלנית/מבוא הדמומית,31.785682,34.652018,Center,Periphery,6,20,21
26179,הכלנית/מבוא האתרוג,31.786499,34.650186,Center,Periphery,6,20,21
25588,שדרות הפרחים/הכלנית,31.786313,34.651778,Center,Periphery,6,20,21
26305,רבי טרפון/שד. ירושלים,31.787619,34.663738,Center,Periphery,6,20,2151
25887,רבי יהודה הנשיא/שמאי,31.791596,34.666031,Center,Periphery,6,20,70
25889,יצחק הנשיא/הרב לוין,31.795593,34.661664,Center,Periphery,6,20,70
26328,שד. הפלמ''ח/חנה סנש,31.800251,34.662833,Center,Periphery,6,20,70
25893,חטיבת הנגב / חטיבת יפתח,31.803512,34.66372,Center,Periphery,6,20,3347
25693,צומת אשכולות,31.724006,34.635428,Center,Periphery,6,20,1036
25691,צומת בית עזרא,31.741015,34.645363,Center,Periphery,6,20,1036
26322,אלתא/רבי שמעון בן שטח,31.794337,34.663198,Center,Periphery,6,20,70
25996,שד.הפרחים/הרותם,31.788729,34.653101,Center,Periphery,6,20,329
26181,הצבעוני/הכלנית,31.78819,34.649014,Center,Periphery,6,20,211
26178,הכלנית/מבוא האתרוג,31.786544,34.649881,Center,Periphery,6,20,211
25944,צומת אשכולות,31.724781,34.636237,Center,Periphery,6,20,1475
26151,העצמאות/הציונות,31.788609,34.643073,Center,Periphery,6,20,1477
26185,הפרחים / הכלנית,31.786725,34.651782,Center,Periphery,6,20,211
25563,נחל שורק/נחל ליטני,31.78646,34.633743,Center,Periphery,6,20,606
25589,שד.הפרחים/הרותם,31.788711,34.653352,Center,Periphery,6,20,108
26264,מרכז מסחרי רובע ו'/דב גור,31.792844,34.653368,Center,Periphery,6,20,772
27585,ז'בוטינסקי/שדרות בני ברית,31.806447,34.661685,Center,Periphery,5,20,608
26248,אורט/יפה נוף,31.813654,34.648128,Center,Periphery,5,20,3365
26251,ז'בוטינסקי,31.810381,34.652236,Center,Periphery,5,20,413
26226,יצחק הנשיא/רוגוזין,31.803832,34.644925,Center,Periphery,5,20,605
25547,יצחק הנשיא/בית אבות,31.800384,34.651818,Center,Periphery,5,20,1464
25928,קרן היסוד/חיים משה שפירא,31.799697,34.642673,Center,Periphery,5,20,1473
25929,קרן היסוד/שדרות ירושלים,31.796086,34.640258,Center,Periphery,5,20,1473
25900,כוכב הצפון/שבט,31.78187,34.639036,Center,Periphery,5,20,3348
26080,אדר/כוכב השחר,31.779445,34.638997,Center,Periphery,5,20,1035
25580,יותם המלך/דוד המלך,31.777054,34.641576,Center,Periphery,5,20,607
25554,שד' ירושלים/התקומה,31.792495,34.646307,Center,Periphery,5,20,1034
25551,בני ברית / הבושם,31.819635,34.669276,Center,Periphery,5,20,1023
39629,גורדון/רוטשילד,31.771417,34.631671,Center,Periphery,5,20,1466
39621,שאול המלך/שלמה המלך,31.773313,34.641622,Center,Periphery,5,20,6724
41955,שדרות אלטלנה/הרפואה,31.780659,34.653944,Center,Periphery,5,20,21
28637,משה סנה,31.777853,34.662778,Center,Periphery,5,20,182
26063,כנרת/הר כנען,31.779451,34.62967,Center,Periphery,5,20,1042
26139,נחל שורק/נחל לכיש,31.786368,34.633801,Center,Periphery,5,20,1465
48057,גן העיר/הגדוד העברי,31.79148,34.637914,Center,Periphery,5,20,7422
25556,שדרות ירושלים / הפרחים,31.78974,34.654863,Center,Periphery,5,20,108
25558,שד.ירושלים/רבנו גרשום,31.787439,34.662054,Center,Periphery,5,20,2138
25921,קיבוץ גלויות/שדרות יצחק הנשיא,31.80202,34.650876,Center,Periphery,5,20,605
25924,שבי ציון/ההסתדרות,31.807794,34.647548,Center,Periphery,5,20,413
25926,רוגוזין/האלמוגים,31.803539,34.642044,Center,Periphery,5,20,1473
39624,שדרות מנחם בגין/הגדוד העיברי,31.791343,34.636819,Center,Periphery,5,20,6726
26118,הכלנית/מבוא הדמומית,31.785221,34.652452,Center,Periphery,5,20,211
12026,שד.אלטלנה/שד.מנחם בגין,31.783395,34.655603,Center,Periphery,5,20,211
28673,שאול המלך/שלמה המלך,31.773547,34.641535,Center,Periphery,5,20,613
26087,יותם המלך/דוד המלך,31.777241,34.641657,Center,Periphery,5,20,5793
25899,אדר/כוכב השחר,31.779219,34.638967,Center,Periphery,5,20,3348
25565,כינרת/נחל נעמן,31.783079,34.633755,Center,Periphery,5,20,1035
41954,שדרות אלטלנה/הרפואה,31.779728,34.652882,Center,Periphery,5,20,613
26114,הפרחים,31.784925,34.650162,Center,Periphery,5,20,1476
25882,הרותם/החרצית,31.7895,34.652352,Center,Periphery,5,20,108
25885,רשב''י/רבי טרפון,31.788881,34.665176,Center,Periphery,5,20,108
25690,מסעף אמונים,31.75265,34.662094,Center,Periphery,5,20,1036
25689,צומת שדה עוזיהו/כביש 4,31.760786,34.666928,Center,Periphery,5,20,5758
28799,משה סנה/מנחם בגין,31.778962,34.663846,Center,Periphery,5,20,3350
25980,יצחק הנשיא/שדרות הפלמ''ח,31.795449,34.66129,Center,Periphery,5,20,70
25984,רשב''י/רבי טרפון,31.788983,34.6648,Center,Periphery,5,20,2146
26469,רשב''י/רבי יוחנן בן זכאי,31.789722,34.662026,Center,Periphery,5,20,2146
25934,שדרות ירושלים/הרב לוין,31.789007,34.657838,Center,Periphery,5,20,329
25987,הרותם/החרצית,31.789391,34.652983,Center,Periphery,5,20,329
25947,כביש 4/שדה עוזיה,31.761951,34.667509,Center,Periphery,5,20,773
48248,מסוף בני ברית,31.804469,34.659353,Center,Periphery,5,20,608
27118,מרכז מסחרי רובע ו'/דב גור,31.79263,34.653663,Center,Periphery,5,20,5805
25572,שדרות משה דיין/שדרות עובד בן עמי,31.790691,34.631335,Center,Periphery,5,20,2139
26209,רוגוזין/אריה בן אליעזר,31.804191,34.642714,Center,Periphery,5,20,770
26213,מרכז מסחרי רובע א'/רוגוזין,31.806927,34.644103,Center,Periphery,5,20,770
28678,התקווה/שדרות עובד בן עמי,31.784461,34.640509,Center,Periphery,5,20,1035
26177,שדרות ירושלים/שדרות בני ברית,31.792037,34.648483,Center,Periphery,5,20,1040
25990,שדרות ירושלים/משה אבן עזרא,31.793286,34.644602,Center,Periphery,5,20,1040
25914,שד.רש''י/רבנו תם,31.786179,34.661391,Center,Periphery,5,20,21
25806,בני ברית/יהודה הלוי,31.793169,34.650652,Center,Periphery,5,20,1040
25906,כיכר המפרשיות/אקסודוס,31.794088,34.633306,Center,Periphery,5,20,1472
26012,שד.הרצל/בן עמי,31.786212,34.638249,Center,Periphery,5,20,1476
12031,האורגים/שד' הנשיא וייצמן,31.811113,34.661187,Center,Periphery,4,20,869
46803,שדרות הנשיא וייצמן/האורגים,31.811221,34.659964,Center,Periphery,4,20,5821
28750,סטאר סנטר/ז'בוטינסקי,31.809739,34.654273,Center,Periphery,4,20,2228
25923,שבי ציון/אח''י אילת,31.807396,34.649236,Center,Periphery,4,20,413
26215,אבא הלל סילבר/נורדאו,31.809877,34.643381,Center,Periphery,4,20,2148
25545,קיבוץ גלויות/שבי ציון,31.805885,34.651855,Center,Periphery,4,20,3317
25544,שבי ציון/שדרות הרצל,31.807274,34.649356,Center,Periphery,4,20,3317
25546,קיבוץ גלויות/יצחק הנשיא,31.802322,34.650853,Center,Periphery,4,20,605
26227,יצחק הנשיא/שדרות הרצל,31.802968,34.647045,Center,Periphery,4,20,605
26195,קניון לב אשדוד/יהודה הלוי,31.79694,34.647782,Center,Periphery,4,20,772
43370,תחנה מרכזית,31.7907,34.64056,Center,Periphery,4,20,198
47922,ת. מרכזית אשדוד/רציפים,31.79089,34.639905,Center,Periphery,4,20,198
28855,שדרות הרצל/נחל נעמן,31.782701,34.635528,Center,Periphery,4,20,607
26059,כוכב הדרום/שבט בנימין,31.775936,34.634564,Center,Periphery,4,20,390
27416,רוטשילד\אחימאיר,31.770652,34.631869,Center,Periphery,4,20,390
46601,שדרות רוטשילד/א.ד.גורדון,31.771392,34.630847,Center,Periphery,4,20,3355
41819,מסעף נווה הרצוג,31.82989,34.694207,Center,Tel Aviv,4,20,404
25807,בני ברית/יהודה הלוי,31.794133,34.651645,Center,Periphery,4,20,1034
25578,יהושע חנקין/נחמן סירקין,31.772246,34.63454,Center,Periphery,4,20,1466
28674,שדרות יצחק רבין/שדרות בני ברית,31.773764,34.63717,Center,Periphery,4,20,3483
25581,דוד המלך/שאול המלך,31.774391,34.643036,Center,Periphery,4,20,5734
27390,מרכז מסחרי י''ג/דוד המלך,31.775882,34.642481,Center,Periphery,4,20,3319
48502,המשנה/שדרות מנחם בגין,31.780733,34.661409,Center,Periphery,4,20,21
26009,כנרת/נחל שניר,31.782889,34.633752,Center,Periphery,4,20,607
25564,כינרת/נחל קידרון,31.785165,34.634128,Center,Periphery,4,20,606
11934,רבי טרפון/ינאי,31.787556,34.663957,Center,Periphery,4,20,108
25560,אנדרטת עד הלום/שדרות משה סנה,31.781198,34.665125,Center,Periphery,4,20,21
26232,הראשונים/שבי ציון,31.808514,34.647001,Center,Periphery,4,20,413
25927,רוגוזין/חיים משה שפירא,31.802171,34.641106,Center,Periphery,4,20,1473
25562,שדרות עובד בן עמי/שדרות הרצל,31.786481,34.63639,Center,Periphery,4,20,606
26108,מרכז מסחרי רובע י'/המייסדים,31.782474,34.647819,Center,Periphery,4,20,613
26205,המייסדים/בן עמי,31.780916,34.645396,Center,Periphery,4,20,613
26082,תמוז/ניסן,31.781945,34.637768,Center,Periphery,4,20,1035
28845,שדרות הרצל/תמוז,31.78348,34.636324,Center,Periphery,4,20,606
39620,שדרות בני ברית/שדרות יצחק רבין,31.772682,34.637025,Center,Periphery,4,20,6723
26308,רשב''י/רבי יוחנן בן זכאי,31.789597,34.661805,Center,Periphery,4,20,108
26314,רבי יוחנן בן זכאי/האדמור מגור,31.792949,34.663522,Center,Periphery,4,20,108
25978,חנה סנש/מבצע חורב,31.799686,34.661648,Center,Periphery,4,20,70
25594,חנה סנש/מבצע חורב,31.79949,34.66102,Center,Periphery,4,20,70
43368,קיבוץ ניצנים,31.717753,34.635909,Center,Periphery,4,20,1036
26448,חטיבת הנגב/ישיבת בית ישראל,31.803549,34.66358,Center,Periphery,4,20,608
16162,ירושלים/חשמונאים,31.7816,34.688469,Center,Periphery,4,20,4755
26171,בני ברית,31.786898,34.645991,Center,Periphery,4,20,1476
26160,ירושלים/קרן היסוד,31.794994,34.641078,Center,Periphery,4,20,1040
48004,שדרות הנשיא וייצמן/ז'בוטינסקי,31.807811,34.657732,Center,Periphery,4,20,5818
26193,אבן עזרא/ארלוזורוב,31.796128,34.647651,Center,Periphery,4,20,1034
26258,הנורית/הרקפת,31.785001,34.655489,Center,Periphery,4,20,329
26098,דוד המלך/שלמה המלך,31.773481,34.644912,Center,Periphery,4,20,3353
25585,דוד המלך/שדרות עובד בן עמי,31.779695,34.644607,Center,Periphery,4,20,3319
39625,שדרות מנחם בגין/שדרות משה דיין,31.792115,34.634711,Center,Periphery,4,20,6725
25902,שד.ירושלים/שד.משה דיין,31.796102,34.638139,Center,Periphery,4,20,2139
28680,היכל התרבות,31.793702,34.635975,Center,Periphery,4,20,2139
26201,נתן אלבז/דב גור,31.793586,34.652461,Center,Periphery,4,20,5806
26259,הרותם/מבוא הכרכום,31.788188,34.656461,Center,Periphery,4,20,5812
25915,הרב יוסף משאש/הרב קלישר,31.785686,34.658691,Center,Periphery,4,20,21
48503,המשנה/ראשון לציון,31.780617,34.661137,Center,Periphery,4,20,182
27415,קרן היסוד/השייטים,31.79802,34.641703,Center,Periphery,4,20,2137
25542,רוגוזין/יצחק הנשיא,31.805518,34.643458,Center,Periphery,4,20,770
26206,רוגוזין/חיים משה שפירא,31.801782,34.641064,Center,Periphery,4,20,2147
26084,כוכב הצפון/תמוז,31.781863,34.638786,Center,Periphery,4,20,1035
25936,שדרות ירושלים/מיכשווילי,31.790767,34.652369,Center,Periphery,4,20,108
46712,שדרות רוטשילד/שדרות מונטיפיורי,31.772453,34.628255,Center,Periphery,4,20,3318
25910,שד.ראשון לציון/יסוד המעלה,31.782395,34.658259,Center,Periphery,4,20,329
25911,שד.ראשון לציון/שפייה,31.781359,34.660929,Center,Periphery,4,20,3349
25596,שד.הפלמ''ח/חטיבת גבעתי,31.802253,34.662508,Center,Periphery,4,20,608
28675,שדרות יצחק רבין/כוכב הדרום,31.775542,34.633635,Center,Periphery,4,20,1042
28842,שדרות הרצל/שדרות יצחק רבין,31.777152,34.631906,Center,Periphery,4,20,1042
26198,יהודה הלוי/בני ברית,31.794771,34.649655,Center,Periphery,4,20,772
27424,שדרות משה דיין/שדרות עובד בן עמי,31.790045,34.629971,Center,Periphery,4,20,2140
26243,ז'בוטינסקי/יאיר שטרן,31.812081,34.645507,Center,Periphery,4,20,413
26197,יהודה הלוי/דב גאפונוב,31.798595,34.64604,Center,Periphery,4,20,1714
26203,אבן עזרא/הרב ניסים,31.799204,34.650165,Center,Periphery,4,20,605
23228,שלזינגר/העבודה,31.818724,34.669782,Center,Periphery,4,20,1023
41824,ניר גלים/מרכז,31.823853,34.682605,Center,Periphery,4,20,404
41821,א.ת בני דרום/שמעון גרינבויים,31.824693,34.701018,Center,Tel Aviv,4,20,404
41813,בני דרום מרכז,31.821353,34.692818,Center,Periphery,4,20,3822
26371,הבושם/האומן,31.819751,34.666175,Center,Periphery,3,20,3370
26342,האורגים/הבנאים,31.812488,34.657202,Center,Periphery,3,20,5821
48396,ז'בוטינסקי/שדרות הנשיא וייצמן,31.808349,34.657739,Center,Periphery,3,20,608
26246,ז'בוטינסקי/יאיר שטרן,31.811912,34.646727,Center,Periphery,3,20,3365
26244,ז'בוטינסקי/אבא הלל סילבר,31.812213,34.645569,Center,Periphery,3,20,2148
25925,מרכז מסחרי רובע א'/רוגוזין,31.807318,34.644037,Center,Periphery,3,20,770
26218,מרכז קליטה ב/מרטין בובר,31.81239,34.640536,Center,Periphery,3,20,4355
27109,מקס נורדאו/קדושי בלזן,31.811036,34.6406,Center,Periphery,3,20,2148
12063,חוף לידו/הטיילת,31.807019,34.637887,Center,Periphery,3,20,4355
26230,שבי ציון/הראשונים,31.807695,34.647562,Center,Periphery,3,20,5810
26236,רמב''ם/הנרייטה סולד,31.805114,34.652464,Center,Periphery,3,20,3317
26202,אבן עזרא/שמואל הנגיד,31.799142,34.649958,Center,Periphery,3,20,772
26200,קניון לב אשדוד/אבן עזרא,31.79689,34.648889,Center,Periphery,3,20,1034
26196,חיים משה שפירא/ארן,31.79942,34.644811,Center,Periphery,3,20,772
28854,שדרות הרצל/שדרות עובד בן עמי,31.78497,34.637099,Center,Periphery,3,20,607
26093,תשרי/חשוון,31.781463,34.64094,Center,Periphery,3,20,1035
48005,א.ד.גורדון/שדרות יצחק רבין,31.774799,34.633717,Center,Periphery,3,20,390
26057,מנחם אוסישקין/ישראל גלעדי,31.773565,34.634155,Center,Periphery,3,20,390
26056,חנקין / סירקין,31.772411,34.634534,Center,Periphery,3,20,390
26052,אבא אחימאיר/רוטשילד,31.769833,34.632767,Center,Periphery,3,20,3354
25573,תל חי/ברקת,31.770634,34.623925,Center,Periphery,3,20,2140
26175,העצמאות/התקומה,31.79223,34.644663,Center,Periphery,3,20,1034
25555,שד.ירושלים/בני ברית,31.791117,34.650557,Center,Periphery,3,20,108
26190,דב גור/נתן אלבז,31.793184,34.651828,Center,Periphery,3,20,5805
25548,שדרות בני ברית/יצחק הנשיא,31.799024,34.654841,Center,Periphery,3,20,1464
26355,הנחושת/העבודה,31.809591,34.665346,Center,Periphery,3,20,3369
26374,צומת נמל אשדוד,31.828855,34.671138,Center,Periphery,3,20,1023
40984,אפרסק/אשכולית,31.768689,34.637822,Center,Periphery,3,20,6723
39619,בני ברית/אגס,31.771354,34.636477,Center,Periphery,3,20,3483
48008,מוטה גור/שדרות רוטשילד,31.776668,34.626992,Center,Periphery,3,20,7416
26136,נחל הירקון/הר מצדה,31.786504,34.629291,Center,Periphery,3,20,2140
26067,בי''ס צפרירים/כנרת,31.785091,34.630108,Center,Periphery,3,20,606
28612,כינרת/הר שומרון,31.780272,34.631947,Center,Periphery,3,20,1042
28856,שדרות הרצל/הר שומרון,31.778679,34.632712,Center,Periphery,3,20,607
26010,כינרת/נחל קידרון,31.78504,34.634334,Center,Periphery,3,20,607
26373,שלזינגר/העבודה,31.818571,34.669657,Center,Periphery,3,20,869
25805,שד.בני ברית/יצחק הנשיא,31.798346,34.654083,Center,Periphery,3,20,1464
25922,מרכז מסחרי ב'/קיבוץ גלויות,31.806114,34.652167,Center,Periphery,3,20,5784
26222,אבא הלל סילבר/מקס נורדאו,31.810648,34.643538,Center,Periphery,3,20,413
11940,מקס נורדאו/קדושי בלזן,31.81087,34.641478,Center,Periphery,3,20,413
26167,חיים משה שפירא/זלמן ארן,31.799755,34.643742,Center,Periphery,3,20,1714
26117,המייסדים,31.784246,34.650909,Center,Periphery,3,20,211
26272,הרב משאש/הרב קלישר,31.785394,34.658647,Center,Periphery,3,20,5797
25566,כינרת/הרי גולן,31.780636,34.632015,Center,Periphery,3,20,390
28679,כוכב הדרום/שבט בנימין,31.77583,34.634753,Center,Periphery,3,20,3360
35402,רוטשילד/אבא אחימאיר,31.769777,34.634072,Center,Periphery,3,20,3354
25908,אלטלנה/מנחם בגין,31.783211,34.655754,Center,Periphery,3,20,21
11945,בן זכאי/בן דוסא,31.793066,34.663456,Center,Periphery,3,20,70
25993,שלמה בן יוסף/יהודה המכבי,31.795967,34.657517,Center,Periphery,3,20,70
25891,חטיבת הנגב / חנה סנש,31.800418,34.664534,Center,Periphery,3,20,3347
26390,מקיף א'/מורדי הגטאות,31.805747,34.658155,Center,Periphery,3,20,1481
25715,צומת אמונים,31.752569,34.663428,Center,Periphery,3,20,5758
48188,ת. מרכזית אשדוד/רציפים,31.790926,34.639056,Center,Periphery,3,20,198
26335,מקיף א'/מורדי הגטאות,31.805757,34.657912,Center,Periphery,3,20,1481
26295,יצחק הנשיא/שלמה בן יוסף,31.796441,34.65862,Center,Periphery,3,20,70
26320,רבי שמעון בן שטח/רבי יהודה הנשיא,31.793033,34.664727,Center,Periphery,3,20,108
25983,רבי יהודה הנשיא/רב אשי,31.789781,34.666031,Center,Periphery,3,20,2146
12020,דב גור/אברהם שפירא,31.791015,34.657909,Center,Periphery,3,20,329
25935,שדרות ירושלים/מילמן,31.789907,34.655028,Center,Periphery,3,20,329
36807,הרותם/הצבעוני,31.790134,34.650555,Center,Periphery,3,20,211
25945,צומת בית עזרא,31.741956,34.646205,Center,Periphery,3,20,1475
47862,ת. מרכזית אשדוד/רציפים,31.790926,34.639056,Center,Periphery,3,20,771
26194,יהודה הלוי/אבן עזרא,31.795921,34.64841,Center,Periphery,3,20,1714
26268,דב גור/שלמה בן יוסף,31.791516,34.656082,Center,Periphery,3,20,108
25591,שלמה בן יוסף/דב גור,31.792531,34.656173,Center,Periphery,3,20,70
26113,קק''ל/פורצי הדרך,31.783151,34.650475,Center,Periphery,3,20,613
26111,קק''ל/שמואל הנביא,31.780511,34.65191,Center,Periphery,3,20,3361
25587,קק''ל/המייסדים,31.783399,34.650171,Center,Periphery,3,20,5736
28843,שדרות הרצל/שבט לוי,31.779628,34.633663,Center,Periphery,3,20,1042
28844,שדרות הרצל/שבט לוי,31.78141,34.63491,Center,Periphery,3,20,1042
25570,כינרת/נחל הירקון,31.785187,34.630429,Center,Periphery,3,20,1465
25571,נחל הירקון/הר מצדה,31.786546,34.62941,Center,Periphery,3,20,3318
26333,רמב''ם/ויצמן,31.804735,34.654881,Center,Periphery,3,20,5818
26289,נתן אלבז/יהודה המכבי,31.796994,34.654713,Center,Periphery,3,20,5814
26302,רשי/פתח תקווה,31.785752,34.662217,Center,Periphery,3,20,2151
26304,שדרות ירושלים/רבנו גרשום,31.788062,34.660761,Center,Periphery,3,20,2151
48010,מוטה גור/שדרות יצחק רבין,31.777841,34.627536,Center,Periphery,3,20,3318
25909,הרב יוסף משאש/נס ציונה,31.784377,34.657988,Center,Periphery,3,20,21
26133,רחובות/אדוננו ברוך,31.782718,34.663879,Center,Periphery,3,20,3349
25913,רש''י/אור חיים,31.785115,34.6641,Center,Periphery,3,20,3349
47941,ת. מרכזית אשדוד/רציפים,31.790926,34.639056,Center,Periphery,3,20,2137
51073,צומת באר גנים/לניצן,31.705655,34.618621,Center,Periphery,3,20,3698
51067,צומת באר גנים/לדרום,31.704866,34.617909,Center,Periphery,3,20,7637
38993,כביש 3631/מבוא השדות,31.7307,34.634325,Center,Periphery,3,20,3699
51066,בי''ס באר גנים/דרך הצלילים,31.69633,34.608926,Center,Periphery,3,20,3698
26225,יצחק הנשיא/שדרות הרצל,31.802227,34.648395,Center,Periphery,3,20,1464
48090,א.ד.גורדון/מנחם אוסישקין,31.774475,34.633746,Center,Periphery,3,20,3360
25579,מנחם אוסישקין/יהושע חנקין,31.773386,34.634724,Center,Periphery,3,20,390
25586,המייסדים/הנביאים,31.782051,34.647223,Center,Periphery,3,20,3319
12597,המיסדים/קק''ל,31.783178,34.649679,Center,Periphery,3,20,21
26287,בריכה עירונית/נתן אלבז,31.794066,34.65292,Center,Periphery,3,20,772
25592,שלמה בן יוסף/יהודה המכבי,31.795847,34.657627,Center,Periphery,3,20,70
25905,אקסודוס/לילי,31.796205,34.632423,Center,Periphery,3,20,1472
12025,מתחם סטאר סנטר/ז'בוטינסקי,31.809016,34.655505,Center,Periphery,3,20,1715
26345,ביס עמל/האורגים,31.811754,34.659664,Center,Periphery,3,20,1481
26372,הבושם/האומן,31.819575,34.666261,Center,Periphery,3,20,869
26216,הטיילת/מקס נורדאו,31.810937,34.639712,Center,Periphery,3,20,5809
26219,הטיילת/מקס נורדאו,31.812907,34.641273,Center,Periphery,3,20,5809
26223,בית ספר יהלום/הרב מנחם מנדל הגר,31.813089,34.643076,Center,Periphery,3,20,2148
26332,רמב''ם/שד. הנשיא וייצמן,31.804625,34.654967,Center,Periphery,3,20,1481
26199,קניון לב אשדוד/אבן עזרא,31.796751,34.649,Center,Periphery,3,20,605
26275,רש''י/רבנו גרשום,31.786467,34.660376,Center,Periphery,3,20,2138
26247,בית ספר שובו בנים/אורט,31.812183,34.647735,Center,Periphery,3,20,413
12016,שער הנמל,31.827637,34.65851,Center,Periphery,3,20,2621
12019,בניין צים/דרך תל מור,31.826211,34.653718,Center,Periphery,3,20,2621
26249,ז'בוטינסקי/ההסתדרות,31.811312,34.648829,Center,Periphery,3,20,413
25994,מרכז מסחרי רובע ו'/שלמה בן יוסף,31.792714,34.65612,Center,Periphery,3,20,329
26112,קק''ל/עזרא הסופר,31.780762,34.651955,Center,Periphery,3,20,613
26094,תשרי/חשון,31.782014,34.640599,Center,Periphery,3,20,1477
26004,כיכר המפרשיות/אקסודוס,31.79428,34.633431,Center,Periphery,3,20,1472
28073,נתן אלבז/הרב משה בלולו,31.796534,34.654545,Center,Periphery,3,20,5815
26174,העצמאות/התקומה,31.791702,34.645037,Center,Periphery,3,20,1040
26312,בן זכאי/האמוראים,31.790591,34.662645,Center,Periphery,3,20,2151
26370,הבושם/בעלי המלאכה,31.819758,34.66256,Center,Periphery,2,20,5825
46930,בעלי המלאכה/הצורפים,31.816947,34.662838,Center,Periphery,2,20,3370
36091,התעסוקה/היהלומים,31.815878,34.659833,Center,Periphery,2,20,5825
28605,הבנאים/האורגים,31.815434,34.658411,Center,Periphery,2,20,6079
28607,האורגים/התקשורת,31.814714,34.65642,Center,Periphery,2,20,6079
47160,בעלי מלאכה/האורגים,31.812714,34.662889,Center,Periphery,2,20,869
26237,ז'בוטינסקי/שדרות הרצל,31.81088,34.651191,Center,Periphery,2,20,3365
28850,ז'בוטינסקי,31.810358,34.651578,Center,Periphery,2,20,2228
39628,הטיילת/סמטת אל הים,31.813465,34.641582,Center,Periphery,2,20,770
26162,קרן היסוד/הצוללים,31.797444,34.641194,Center,Periphery,2,20,1473
43369,הרצל/החלוצים,31.792416,34.640466,Center,Periphery,2,20,7141
26096,הציונות/התקווה,31.784763,34.641474,Center,Periphery,2,20,3348
25901,שדרות עובד בן עמי/כוכב הצפון,31.784121,34.639843,Center,Periphery,2,20,606
26073,שבט בנימין/שבט יהודה,31.77668,34.63811,Center,Periphery,2,20,390
26022,אבא אחימאיר/דוד וולפסון,31.768187,34.631662,Center,Periphery,2,20,3354
28677,תל חי/ספיר,31.768268,34.62911,Center,Periphery,2,20,6083
28663,תל חי/סיטרין,31.769955,34.625738,Center,Periphery,2,20,6083
25852,כיכר טופז,31.77112,34.623417,Center,Periphery,2,20,1471
48088,מוטה גור/שדרות משה דיין,31.776233,34.624086,Center,Periphery,2,20,1471
27418,שדרות מונטיפיורי/חסידי אומות העולם,31.772323,34.62547,Center,Periphery,2,20,1471
47981,ת. מרכזית אשדוד/רציפים,31.790926,34.639056,Center,Periphery,2,20,771
41825,ניר וגל/דולב,31.826973,34.68079,Center,Periphery,2,20,404
26018,תל חי / סיטרין,31.769119,34.626953,Center,Periphery,2,20,5733
25574,שדרות תל חי/ספיר,31.767852,34.629454,Center,Periphery,2,20,5733
25576,אבא אחימאיר/דוד וולפסון,31.768255,34.631829,Center,Periphery,2,20,1466
35403,שדרות בני ברית/אפרסק,31.769736,34.6354,Center,Periphery,2,20,3483
41951,שדרות אלטלנה/שדרות עובד בן עמי,31.776836,34.650895,Center,Periphery,2,20,7028
