stop_id,stop_name,region,metro,lat,lon,degree,degree_centrality,in_degree,out_degree,pagerank,betweenness,harmonic
27634,צומת תלמים,מרכז,פריפריה,31.571802,34.665356,2,5.7e-05,2,2,2.752e-05,0.0,0.0
27635,צומת חלץ,מרכז,פריפריה,31.570294,34.655974,2,5.7e-05,2,2,3.36e-05,0.0,0.0
27636,צומת תלמים,מרכז,פריפריה,31.571684,34.664034,2,5.7e-05,2,2,2.592e-05,0.0,0.0
27638,צומת חלץ,מרכז,פריפריה,31.568282,34.642894,2,5.7e-05,2,2,2.59e-05,0.0,0.0
27639,צומת חלץ,מרכז,פריפריה,31.569246,34.643723,2,5.7e-05,2,2,2.783e-05,0.0,0.0
27642,צומת עוצם,מרכז,פריפריה,31.634905,34.696521,3,8.6e-05,3,3,3.352e-05,0.0,0.0
27643,צומת נהורה/כביש 352,מרכז,פריפריה,31.645265,34.699364,2,5.7e-05,2,2,3.088e-05,0.0,0.0
27644,צומת ברור חיל/אור הנר,מרכז,פריפריה,31.557413,34.632575,3,8.6e-05,3,3,3.41e-05,0.0,0.0
27645,צומת ברור חיל/אור הנר,מרכז,פריפריה,31.556886,34.631993,3,8.6e-05,3,3,3.471e-05,0.0,0.0
27646,עיריית באר שבע/יצחק רגר,דרום,באר שבע,31.250113,34.798066,19,0.000544,19,19,2.364e-05,0.0,0.0
27647,עיריית באר שבע/יצחק רגר,דרום,באר שבע,31.249718,34.798325,21,0.000601,21,21,2.416e-05,0.0,0.0
27649,מרכז אורן/יצחק רגר,דרום,באר שבע,31.272046,34.79807,16,0.000458,16,16,2.007e-05,0.0,0.0
27652,בית הגדי,דרום,פריפריה,31.417853,34.612285,7,0.0002,7,7,2.557e-05,0.0,0.0
27653,גילת/כניסה ראשית,דרום,באר שבע,31.335666,34.649611,4,0.000115,4,4,3.509e-05,0.0,0.0
27654,צומת גילת/תחנת דלק,דרום,באר שבע,31.336806,34.651854,4,0.000115,4,4,3.135e-05,0.0,0.0
27655,בית הגדי,דרום,פריפריה,31.417414,34.611212,11,0.000315,11,11,3.193e-05,0.0,0.0
27656,מועצה אזורית שער הנגב,דרום,פריפריה,31.513952,34.596904,9,0.000258,9,9,2.765e-05,0.0,0.0
27657,צומת דורות למזרח,דרום,פריפריה,31.529039,34.611013,9,0.000258,9,9,2.35e-05,0.0,0.0
27658,צומת איבים,דרום,פריפריה,31.532495,34.612273,5,0.000143,5,5,1.579e-05,0.0,0.0
27659,צומת מפלסים,דרום,פריפריה,31.504712,34.564632,2,5.7e-05,2,2,3.479e-05,0.0,0.0
27660,צומת שער הנגב,דרום,פריפריה,31.507919,34.587597,4,0.000115,4,4,3.458e-05,0.0,0.0
27661,מכללת ספיר,דרום,פריפריה,31.510243,34.593061,3,8.6e-05,3,3,2.888e-05,0.0,0.0
27662,צומת עין הבשור,דרום,פריפריה,31.282371,34.432937,1,2.9e-05,1,1,2.895e-05,0.0,0.0
27663,מועצה אזורית שער הנגב,דרום,פריפריה,31.515019,34.5977,9,0.000258,9,9,3.113e-05,0.0,0.0
27664,צומת דורות לצפון,דרום,פריפריה,31.53011,34.610829,10,0.000286,10,10,2.657e-05,0.0,0.0
27665,צומת איבים,דרום,פריפריה,31.531548,34.61141,6,0.000172,6,6,2.287e-05,0.0,0.0
27666,צומת דורות לדרום,דרום,פריפריה,31.529164,34.609954,16,0.000458,16,16,2.786e-05,0.0,0.0
27667,גן לאומי אשכול,דרום,פריפריה,31.310772,34.501276,1,2.9e-05,1,1,2.895e-05,0.0,0.0
27668,גן לאומי אשכול,דרום,פריפריה,31.310521,34.499807,1,2.9e-05,1,1,2.895e-05,0.0,0.0
27669,צומת מגן,דרום,פריפריה,31.294683,34.433287,2,5.7e-05,2,2,3.354e-05,0.0,0.0
27670,מועצה אזורית אשכול/232,דרום,פריפריה,31.301175,34.435176,20,0.000573,20,20,3.475e-05,0.0,0.0
27671,צומת מועצה אזורית אשכול,דרום,פריפריה,31.302181,34.435588,20,0.000573,20,20,3.364e-05,0.0,0.0
27672,צומת מגן,דרום,פריפריה,31.293555,34.432833,2,5.7e-05,2,2,3.364e-05,0.0,0.0
27673,צומת גמה,דרום,פריפריה,31.380192,34.447245,1,2.9e-05,1,1,2.895e-05,0.0,0.0
27674,צומת מעון,דרום,פריפריה,31.312821,34.438809,3,8.6e-05,3,3,2.612e-05,0.0,0.0
27675,צומת מעון,דרום,פריפריה,31.313314,34.439744,3,8.6e-05,3,3,2.883e-05,0.0,0.0
27676,צומת מעון,דרום,פריפריה,31.31532,34.439715,3,8.6e-05,3,3,2.954e-05,0.0,0.0
27677,צומת גמה,דרום,פריפריה,31.381332,34.447416,1,2.9e-05,1,1,2.895e-05,0.0,0.0
27678,צומת שער הנגב,דרום,פריפריה,31.508377,34.585581,3,8.6e-05,3,3,2.945e-05,0.0,0.0
27679,צומת רעים,דרום,פריפריה,31.389839,34.459384,1,2.9e-05,1,1,2.895e-05,0.0,0.0
27680,צומת מחנה אורים/כביש 241,דרום,באר שבע,31.31784,34.542528,3,8.6e-05,3,3,3.535e-05,0.0,0.0
27681,צומת פטיש,דרום,באר שבע,31.317063,34.557525,1,2.9e-05,1,1,2.895e-05,0.0,0.0
27682,צומת אורים למזרח/כביש 234 ,דרום,פריפריה,31.316567,34.526756,2,5.7e-05,2,2,3.132e-05,0.0,0.0
27683,צומת אורים למערב/כביש 234,דרום,פריפריה,31.316252,34.524492,2,5.7e-05,2,2,2.18e-05,0.0,0.0
27684,צומת קיבוץ אורים לצפון,דרום,פריפריה,31.308485,34.530245,3,8.6e-05,3,3,2.909e-05,0.0,0.0
27685,צומת אורים לדרום/כביש 234,דרום,פריפריה,31.315822,34.526321,2,5.7e-05,2,2,3.375e-05,0.0,0.0
27686,צומת קיבוץ אורים לדרום,דרום,פריפריה,31.307401,34.5308,3,8.6e-05,3,3,2.819e-05,0.0,0.0
27687,צומת עין הבשור,דרום,פריפריה,31.281168,34.43286,1,2.9e-05,1,1,2.895e-05,0.0,0.0
27688,צומת רעים,דרום,פריפריה,31.389667,34.458071,1,2.9e-05,1,1,2.895e-05,0.0,0.0
27689,מחלף קמה לצפון,דרום,באר שבע,31.442254,34.766984,5,0.000143,5,5,3.662e-05,0.0,0.0
27690,צומת שדה צבי,דרום,באר שבע,31.442134,34.734498,2,5.7e-05,2,2,2.846e-05,0.0,0.0
27692,צומת בית קמה למערב,דרום,באר שבע,31.442525,34.762677,6,0.000172,6,6,2.745e-05,0.0,0.0
27696,צומת מושב שדה צבי,דרום,באר שבע,31.442995,34.712846,3,8.6e-05,3,3,3.47e-05,0.0,0.0
27697,צומת שדה צבי,דרום,באר שבע,31.442056,34.733134,2,5.7e-05,2,2,2.68e-05,0.0,0.0
27699,בטחה/גילת,דרום,באר שבע,31.332705,34.642177,1,2.9e-05,1,1,2.895e-05,0.0,0.0
27700,בטחה/כניסה ראשית,דרום,באר שבע,31.328925,34.633962,2,5.7e-05,2,2,3.289e-05,0.0,0.0
27701,צומת אופקים,דרום,באר שבע,31.322849,34.620186,12,0.000344,12,12,2.128e-05,0.0,0.0
27702,צומת פדויים,דרום,באר שבע,31.321572,34.616504,11,0.000315,11,11,1.917e-05,0.0,0.0
27703,צומת אופקים/241,דרום,באר שבע,31.322495,34.618663,16,0.000458,16,16,2.359e-05,0.0,0.0
27704,צומת רנן,דרום,באר שבע,31.318065,34.606079,2,5.7e-05,2,2,2.75e-05,0.0,0.0
27705,צומת פדויים,דרום,באר שבע,31.321318,34.615211,11,0.000315,11,11,1.854e-05,0.0,0.0
27706,צומת פטיש,דרום,באר שבע,31.316996,34.558968,1,2.9e-05,1,1,2.895e-05,0.0,0.0
27707,צומת מסלול,דרום,באר שבע,31.315619,34.589558,1,2.9e-05,1,1,2.51e-05,0.0,0.0
27709,גילת/כניסה ראשית,דרום,באר שבע,31.335418,34.648452,2,5.7e-05,2,2,2.335e-05,0.0,0.0
27710,צומת מסלול,דרום,באר שבע,31.315705,34.590747,2,5.7e-05,2,2,3.24e-05,0.0,0.0
27711,קרית חינוך מרחבים,דרום,באר שבע,31.31659,34.595612,2,5.7e-05,2,2,3.281e-05,0.0,0.0
27712,קרית חינוך מרחבים,דרום,באר שבע,31.316592,34.596751,1,2.9e-05,1,1,2.551e-05,0.0,0.0
27713,צומת רנן,דרום,באר שבע,31.318009,34.604511,2,5.7e-05,2,2,2.827e-05,0.0,0.0
27714,צומת הנשיא,דרום,באר שבע,31.331751,34.699675,3,8.6e-05,3,3,3.175e-05,0.0,0.0
27715,צומת עלומים לדרום,דרום,פריפריה,31.450406,34.516474,2,5.7e-05,2,2,3.174e-05,0.0,0.0
27716,צומת עלומים לצפון,דרום,פריפריה,31.451005,34.517298,2,5.7e-05,2,2,3.419e-05,0.0,0.0
27718,צומת בארי,דרום,פריפריה,31.429895,34.497156,1,2.9e-05,1,1,2.895e-05,0.0,0.0
27719,צומת קיבוץ משמר הנגב,דרום,באר שבע,31.368513,34.71246,3,8.6e-05,3,3,3.027e-05,0.0,0.0
27721,צומת קיבוץ דורות,דרום,פריפריה,31.510739,34.648852,1,2.9e-05,1,1,2.895e-05,0.0,0.0
27722,צומת כוכב מיכאל,מרכז,פריפריה,31.635208,34.663121,2,5.7e-05,2,2,2.951e-05,0.0,0.0
27723,צומת מפלסים,דרום,פריפריה,31.505068,34.563609,2,5.7e-05,2,2,3.423e-05,0.0,0.0
27725,צומת אשבול,דרום,באר שבע,31.437368,34.667843,2,5.7e-05,2,2,2.782e-05,0.0,0.0
27726,צומת קלחים,דרום,באר שבע,31.437482,34.680598,2,5.7e-05,2,2,2.727e-05,0.0,0.0
27727,צומת קלחים,דרום,באר שבע,31.436743,34.679621,2,5.7e-05,2,2,2.694e-05,0.0,0.0
27728,צומת פעמי תש''ז,דרום,באר שבע,31.446025,34.694126,2,5.7e-05,2,2,3.52e-05,0.0,0.0
27729,צומת פעמי תש''ז,דרום,באר שבע,31.445989,34.692839,2,5.7e-05,2,2,3.424e-05,0.0,0.0
27730,צומת רוחמה,דרום,פריפריה,31.493814,34.692871,1,2.9e-05,1,1,2.895e-05,0.0,0.0
27731,צומת רוחמה,דרום,פריפריה,31.494115,34.691955,1,2.9e-05,1,1,2.895e-05,0.0,0.0
27732,צומת תלמי ביל''ו,דרום,פריפריה,31.442742,34.638552,2,5.7e-05,2,2,2.845e-05,0.0,0.0
27733,צומת ניר משה ניר עקיבא,דרום,פריפריה,31.448192,34.650555,7,0.0002,7,7,2.576e-05,0.0,0.0
27734,צומת אשבול,דרום,באר שבע,31.437875,34.666568,2,5.7e-05,2,2,2.57e-05,0.0,0.0
27735,צומת מבועים,דרום,פריפריה,31.445591,34.65495,5,0.000143,5,5,1.942e-05,0.0,0.0
27736,צומת תלמי ביל''ו,דרום,פריפריה,31.441937,34.637791,2,5.7e-05,2,2,2.77e-05,0.0,0.0
27737,צומת כפר עזה,דרום,פריפריה,31.475779,34.535827,3,8.6e-05,3,3,2.704e-05,0.0,0.0
27738,צומת כפר עזה,דרום,פריפריה,31.475188,34.534742,3,8.6e-05,3,3,3.472e-05,0.0,0.0
27739,צומת קיבוץ סעד,דרום,פריפריה,31.474314,34.533801,4,0.000115,4,4,3.817e-05,0.0,0.0
27740,צומת נהורה,מרכז,פריפריה,31.61918,34.700422,4,0.000115,4,4,1.955e-05,0.0,0.0
27741,צומת נהורה,מרכז,פריפריה,31.618249,34.700728,4,0.000115,4,4,1.749e-05,0.0,0.0
27742,צומת ניר ח''ן,מרכז,פריפריה,31.613931,34.702689,2,5.7e-05,2,2,2.526e-05,0.0,0.0
27743,צומת זוהר,מרכז,פריפריה,31.597449,34.703543,1,2.9e-05,1,1,2.895e-05,0.0,0.0
27744,צומת ניר ח''ן,מרכז,פריפריה,31.61305,34.702926,2,5.7e-05,2,2,2.864e-05,0.0,0.0
27745,צומת סעד,דרום,פריפריה,31.470421,34.529233,3,8.6e-05,3,3,3.379e-05,0.0,0.0
27746,צומת קיבוץ סעד,דרום,פריפריה,31.473591,34.532459,5,0.000143,5,5,3.288e-05,0.0,0.0
27747,צומת עלומים בארי,דרום,פריפריה,31.464912,34.53378,2,5.7e-05,2,2,3.285e-05,0.0,0.0
27748,צומת ניר משה ניר עקיבא,דרום,פריפריה,31.447823,34.651696,8,0.000229,8,8,2.779e-05,0.0,0.0
27749,צומת מבועים,דרום,פריפריה,31.446447,34.654166,8,0.000229,8,8,2.494e-05,0.0,0.0
27750,צומת נוגה,מרכז,פריפריה,31.62617,34.698817,1,2.9e-05,1,1,2.396e-05,0.0,0.0
27751,צומת עוצם,מרכז,פריפריה,31.633739,34.696762,3,8.6e-05,3,3,2.972e-05,0.0,0.0
27752,צומת נוגה,מרכז,פריפריה,31.625292,34.698864,2,5.7e-05,2,2,2.935e-05,0.0,0.0
27754,צומת אבשלום,דרום,פריפריה,31.223208,34.327789,2,5.7e-05,2,2,2.764e-05,0.0,0.0
27756,צומת חולית,דרום,פריפריה,31.226428,34.335553,1,2.9e-05,1,1,2.895e-05,0.0,0.0
27757,צומת ניר יצחק,דרום,פריפריה,31.23252,34.356046,2,5.7e-05,2,2,3.474e-05,0.0,0.0
27758,צומת חולית,דרום,פריפריה,31.226579,34.336791,1,2.9e-05,1,1,2.895e-05,0.0,0.0
27759,צומת ניר יצחק,דרום,פריפריה,31.232407,34.357313,2,5.7e-05,2,2,3.481e-05,0.0,0.0
27760,צומת מבטחים,דרום,פריפריה,31.256495,34.401898,2,5.7e-05,2,2,2.789e-05,0.0,0.0
27761,צומת אבשלום,דרום,פריפריה,31.223107,34.326589,2,5.7e-05,2,2,2.885e-05,0.0,0.0
27762,צומת כרם שלום,דרום,פריפריה,31.210551,34.292715,2,5.7e-05,2,2,2.859e-05,0.0,0.0
27763,מחנה אמיתי,דרום,פריפריה,31.20883,34.285005,1,2.9e-05,1,1,2.895e-05,0.0,0.0
27764,צומת גבולות,דרום,פריפריה,31.269033,34.432324,2,5.7e-05,2,2,3.164e-05,0.0,0.0
27765,צומת גבולות,דרום,פריפריה,31.270398,34.432446,2,5.7e-05,2,2,2.461e-05,0.0,0.0
27766,צומת מבטחים,דרום,פריפריה,31.256029,34.402825,2,5.7e-05,2,2,3.054e-05,0.0,0.0
27767,צומת גבולות,דרום,פריפריה,31.269279,34.431315,2,5.7e-05,2,2,3.061e-05,0.0,0.0
27768,קבוץ צאלים,דרום,באר שבע,31.208712,34.534519,2,5.7e-05,2,2,2.936e-05,0.0,0.0
27769,צומת צאלים/222,דרום,פריפריה,31.212042,34.531793,3,8.6e-05,3,3,3.357e-05,0.0,0.0
27770,צומת צאלים,דרום,פריפריה,31.213058,34.532101,2,5.7e-05,2,2,3.061e-05,0.0,0.0
27773,מחנה צאלים,דרום,באר שבע,31.184846,34.556163,1,2.9e-05,1,1,2.895e-05,0.0,0.0
27774,צומת צאלים,דרום,באר שבע,31.207907,34.535012,2,5.7e-05,2,2,4.34e-05,0.0,0.0
27775,מחנה צאלים,דרום,באר שבע,31.184281,34.556818,1,2.9e-05,1,1,2.895e-05,0.0,0.0
27776,צומת שובל,דרום,באר שבע,31.411735,34.747809,3,8.6e-05,3,3,3.003e-05,0.0,0.0
27777,צומת שובל,דרום,באר שבע,31.411149,34.746222,4,0.000115,4,4,3.847e-05,0.0,0.0
27778,צומת בית קמה לדרום,דרום,באר שבע,31.441212,34.763314,5,0.000143,5,5,2.567e-05,0.0,0.0
27782,צומת קיבוץ משמר הנגב,דרום,באר שבע,31.370011,34.713264,3,8.6e-05,3,3,3.144e-05,0.0,0.0
27783,צומת רהט דרום,דרום,באר שבע,31.38362,34.720973,4,0.000115,4,4,2.776e-05,0.0,0.0
27784,צומת כיסופים,דרום,פריפריה,31.366243,34.402617,0,0.0,0,0,4.34e-06,0.0,0.0
27786,צומת גבעתי,מרכז,פריפריה,31.652563,34.663338,3,8.6e-05,3,3,3.029e-05,0.0,0.0
27787,צומת ברכיה/משען,מרכז,פריפריה,31.664102,34.624451,4,0.000115,4,4,2.427e-05,0.0,0.0
27788,צומת ברכיה/משען,מרכז,פריפריה,31.66385,34.625817,4,0.000115,4,4,2.18e-05,0.0,0.0
27789,צומת מבקיעים,מרכז,פריפריה,31.619758,34.580897,2,5.7e-05,2,2,3.165e-05,0.0,0.0
27790,צומת זיקים,מרכז,פריפריה,31.60438,34.573212,2,5.7e-05,2,2,1.792e-05,0.0,0.0
27791,צומת מבקיעים,מרכז,פריפריה,31.618697,34.579765,2,5.7e-05,2,2,3.345e-05,0.0,0.0
27792,צומת אשקלון,מרכז,פריפריה,31.658183,34.601906,3,8.6e-05,3,3,3.028e-05,0.0,0.0
27793,צומת בית שיקמה,מרכז,פריפריה,31.654534,34.599175,3,8.6e-05,3,3,2.956e-05,0.0,0.0
27794,צומת ברכיה,מרכז,פריפריה,31.665614,34.607592,2,5.7e-05,2,2,3.056e-05,0.0,0.0
27795,צומת בית שיקמה,מרכז,פריפריה,31.65324,34.598341,2,5.7e-05,2,2,2.762e-05,0.0,0.0
27799,בית עלמין,מרכז,פריפריה,31.607859,34.787496,8,0.000229,8,8,1.919e-05,0.0,0.0
27801,צומת פלוגות למזרח,מרכז,פריפריה,31.625271,34.757996,4,0.000115,4,4,2.924e-05,0.0,0.0
27802,צומת רווחה,מרכז,פריפריה,31.644169,34.731054,4,0.000115,4,4,2.17e-05,0.0,0.0
27803,מחנה פלוגות,מרכז,פריפריה,31.630974,34.746129,1,2.9e-05,1,1,2.895e-05,0.0,0.0
27804,צומת שדה משה,מרכז,פריפריה,31.600756,34.805793,1,2.9e-05,1,1,2.895e-05,0.0,0.0
27805,צומת אבן שמואל,מרכז,פריפריה,31.573779,34.759109,5,0.000143,5,5,3.091e-05,0.0,0.0
27806,צומת רווחה,מרכז,פריפריה,31.64524,34.730405,6,0.000172,6,6,2.433e-05,0.0,0.0
27808,צומת פלוגות למערב,מרכז,פריפריה,31.626507,34.756923,3,8.6e-05,3,3,2.876e-05,0.0,0.0
27809,צומת פלוגות לצפון,מרכז,פריפריה,31.626417,34.758679,3,8.6e-05,3,3,2.423e-05,0.0,0.0
27810,צומת דבירה,דרום,באר שבע,31.423239,34.786073,3,8.6e-05,3,3,3.274e-05,0.0,0.0
27812,צומת תימורים,מרכז,פריפריה,31.719408,34.754063,2,5.7e-05,2,2,2.948e-05,0.0,0.0
27813,שדרות דוד טוביהו/בכור שטרית,דרום,באר שבע,31.254414,34.761429,19,0.000544,19,19,2.408e-05,0.0,0.0
27814,קאנטרי קלאב/שדרות דוד טוביהו,דרום,באר שבע,31.256273,34.759125,27,0.000773,27,27,2.749e-05,0.0,0.0
27815,שדרות דוד טוביהו/הגאונים,דרום,באר שבע,31.253884,34.762348,21,0.000601,21,21,2.694e-05,0.0,0.0
27817,צומת מחנה שדה תימן,דרום,באר שבע,31.296162,34.713571,1,2.9e-05,1,1,2.895e-05,0.0,0.0
27819,גרנד קניון/שדרות דוד טוביהו,דרום,באר שבע,31.251731,34.771007,17,0.000487,17,17,2.431e-05,0.0,0.0
27820,גרנד קניון/שדרות דוד טוביהו,דרום,באר שבע,31.250896,34.773608,16,0.000458,16,16,1.827e-05,0.0,0.0
27822,שדרות דוד טוביהו/דרך מצדה,דרום,באר שבע,31.252417,34.769507,21,0.000601,21,21,2.842e-05,0.0,0.0
27823,שדרות דוד טוביהו/שאול המלך,דרום,באר שבע,31.253387,34.765468,23,0.000658,23,23,2.913e-05,0.0,0.0
27824,צומת עולים,דרום,באר שבע,31.265571,34.744229,3,8.6e-05,3,3,2.9e-05,0.0,0.0
27825,קאנטרי קלאב/שדרות דוד טוביהו,דרום,באר שבע,31.257609,34.758453,29,0.00083,29,29,2.995e-05,0.0,0.0
27826,צומת עולים,דרום,באר שבע,31.266391,34.743321,2,5.7e-05,2,2,2.218e-05,0.0,0.0
27827,שדרות דוד טוביהו/מוטה גור,דרום,באר שבע,31.262809,34.749221,3,8.6e-05,3,3,3.037e-05,0.0,0.0
27830,שדרות דוד טוביהו/סיני,דרום,באר שבע,31.247217,34.778838,18,0.000515,18,18,2.506e-05,0.0,0.0
27831,שדרות דוד טוביהו/רחבת טבריה,דרום,באר שבע,31.246744,34.779381,15,0.000429,15,15,2.534e-05,0.0,0.0
27833,משטרה/שדרות דוד טוביהו,דרום,באר שבע,31.246593,34.782389,21,0.000601,21,21,2.561e-05,0.0,0.0
27834,צומת מחנה שדה תימן,דרום,באר שבע,31.297362,34.712921,1,2.9e-05,1,1,2.895e-05,0.0,0.0
27835,בי''ס אשל הנשיא,דרום,באר שבע,31.325583,34.702409,1,2.9e-05,1,1,7.97e-06,0.0,0.0
27836,צומת תדהר,דרום,באר שבע,31.377901,34.617737,2,5.7e-05,2,2,3.13e-05,0.0,0.0
27838,צומת שיבולים,דרום,באר שבע,31.402267,34.612989,3,8.6e-05,3,3,1.76e-05,0.0,0.0
27839,צומת הגדי לצפון,דרום,פריפריה,31.417334,34.606634,7,0.0002,7,7,2.445e-05,0.0,0.0
27840,קרית חינוך שדות נגב,דרום,פריפריה,31.43243,34.593876,2,5.7e-05,2,2,2.911e-05,0.0,0.0
27841,צומת נתיבות/כניסה צפונית,דרום,פריפריה,31.430187,34.599878,7,0.0002,7,7,2.016e-05,0.0,0.0
27842,מסעף נתיבות/מרכז העיר,דרום,פריפריה,31.424305,34.601822,12,0.000344,12,12,2.812e-05,0.0,0.0
27844,צומת תדהר,דרום,באר שבע,31.37649,34.617754,2,5.7e-05,2,2,3.004e-05,0.0,0.0
27845,עוף הנגב,דרום,באר שבע,31.354499,34.634581,2,5.7e-05,2,2,1.817e-05,0.0,0.0
27846,גילת/סלעית,דרום,באר שבע,31.332316,34.661742,2,5.7e-05,2,2,2.725e-05,0.0,0.0
27847,גילת/סלעית,דרום,באר שבע,31.33289,34.660987,2,5.7e-05,2,2,2.631e-05,0.0,0.0
27848,צומת תפרח מערב,דרום,באר שבע,31.331709,34.665958,5,0.000143,5,5,3.477e-05,0.0,0.0
27849,צומת גילת לדרום,דרום,באר שבע,31.33702,34.654274,3,8.6e-05,3,3,2.747e-05,0.0,0.0
27850,צומת תפרח מזרח,דרום,באר שבע,31.332052,34.674512,5,0.000143,5,5,2.376e-05,0.0,0.0
27851,צומת גילת לצפון,דרום,באר שבע,31.338182,34.653641,3,8.6e-05,3,3,2.751e-05,0.0,0.0
27852,צומת תפרח מערב,דרום,באר שבע,31.33142,34.667355,3,8.6e-05,3,3,2.823e-05,0.0,0.0
27854,צומת תפרח,דרום,באר שבע,31.3321,34.675606,5,0.000143,5,5,2.417e-05,0.0,0.0
27856,צומת ברוש,דרום,באר שבע,31.369446,34.622013,1,2.9e-05,1,1,2.895e-05,0.0,0.0
27857,צומת תאשור,דרום,באר שבע,31.358706,34.632492,3,8.6e-05,3,3,3.253e-05,0.0,0.0
27858,צומת תקומה,דרום,פריפריה,31.443732,34.574864,3,8.6e-05,3,3,3.351e-05,0.0,0.0
27859,מסעף נתיבות/מרכז העיר,דרום,פריפריה,31.425716,34.601437,11,0.000315,11,11,2.323e-05,0.0,0.0
27860,צומת נתיבות/כניסה צפונית,דרום,פריפריה,31.429158,34.599737,9,0.000258,9,9,2.442e-05,0.0,0.0
27861,קרית חינוך שדות נגב,דרום,פריפריה,31.431972,34.594526,2,5.7e-05,2,2,2.845e-05,0.0,0.0
27862,צומת נתיבות/כניסה צפונית,דרום,פריפריה,31.429812,34.599193,8,0.000229,8,8,2.375e-05,0.0,0.0
27863,צומת שרשרת,דרום,באר שבע,31.407897,34.611263,0,0.0,0,0,4.34e-06,0.0,0.0
27864,צומת הגדי לדרום,דרום,פריפריה,31.415189,34.607634,6,0.000172,6,6,2.205e-05,0.0,0.0
27865,צומת ניר עם,דרום,פריפריה,31.517158,34.586272,19,0.000544,19,19,3.48e-05,0.0,0.0
27866,צומת גבים,דרום,פריפריה,31.503113,34.589712,1,2.9e-05,1,1,1.799e-05,0.0,0.0
27867,צומת יכיני,דרום,פריפריה,31.479828,34.591679,2,5.7e-05,2,2,3.072e-05,0.0,0.0
27868,צומת שער הנגב,דרום,פריפריה,31.507129,34.587099,4,0.000115,4,4,3.348e-05,0.0,0.0
27869,צומת גבים,דרום,פריפריה,31.504271,34.589271,3,8.6e-05,3,3,2.936e-05,0.0,0.0
27870,צומת שדרות דרום,דרום,פריפריה,31.516088,34.586234,17,0.000487,17,17,4.177e-05,0.0,0.0
27871,צומת שער הנגב,דרום,פריפריה,31.509108,34.586234,3,8.6e-05,3,3,2.887e-05,0.0,0.0
27873,צומת הנשיא/כביש310,דרום,באר שבע,31.330095,34.699301,3,8.6e-05,3,3,3.554e-05,0.0,0.0
27875,צומת יד מרדכי,מרכז,פריפריה,31.587975,34.563934,3,8.6e-05,3,3,3.393e-05,0.0,0.0
27876,צומת יד מרדכי,מרכז,פריפריה,31.588885,34.563847,3,8.6e-05,3,3,3.125e-05,0.0,0.0
27878,צומת יד נתן,מרכז,פריפריה,31.645193,34.705825,1,2.9e-05,1,1,2.895e-05,0.0,0.0
27880,צומת יד נתן,מרכז,פריפריה,31.644932,34.707001,1,2.9e-05,1,1,2.895e-05,0.0,0.0
27881,צומת שיבולים,דרום,באר שבע,31.401043,34.612806,5,0.000143,5,5,2.938e-05,0.0,0.0
27883,צומת קיבוץ ארז,מרכז,פריפריה,31.55694,34.581026,5,0.000143,5,5,2.721e-05,0.0,0.0
27884,צומת קיבוץ ארז,מרכז,פריפריה,31.555719,34.580963,5,0.000143,5,5,2.961e-05,0.0,0.0
27885,צומת תקומה,דרום,פריפריה,31.444428,34.573947,4,0.000115,4,4,4.285e-05,0.0,0.0
27886,צומת יושיביה,דרום,פריפריה,31.447834,34.601053,3,8.6e-05,3,3,2.058e-05,0.0,0.0
27887,צומת יכיני,דרום,פריפריה,31.478716,34.591628,2,5.7e-05,2,2,2.917e-05,0.0,0.0
27888,צומת יושיביה,דרום,פריפריה,31.448946,34.600996,3,8.6e-05,3,3,2.013e-05,0.0,0.0
27889,צומת סעד,דרום,פריפריה,31.469221,34.529151,2,5.7e-05,2,2,2.613e-05,0.0,0.0
27890,צומת עלומים בארי,דרום,פריפריה,31.465979,34.533488,2,5.7e-05,2,2,2.515e-05,0.0,0.0
27891,צומת שובה,דרום,פריפריה,31.455222,34.552201,3,8.6e-05,3,3,2.863e-05,0.0,0.0
27892,צומת עלומים בארי,דרום,פריפריה,31.464983,34.534769,2,5.7e-05,2,2,2.886e-05,0.0,0.0
27893,צומת שובה,דרום,פריפריה,31.454624,34.553145,3,8.6e-05,3,3,3.173e-05,0.0,0.0
27894,צומת זימרת,דרום,פריפריה,31.450924,34.558935,2,5.7e-05,2,2,2.66e-05,0.0,0.0
27896,צומת זיקים,מרכז,פריפריה,31.601868,34.571096,2,5.7e-05,2,2,3.338e-05,0.0,0.0
27899,מחלף עידן הנגב לדרום,דרום,באר שבע,31.371602,34.792349,3,8.6e-05,3,3,2.687e-05,0.0,0.0
27900,מחלף עידן הנגב לצפון,דרום,באר שבע,31.373672,34.794485,3,8.6e-05,3,3,2.283e-05,0.0,0.0
27901,צומת דבירה,דרום,באר שבע,31.422247,34.784296,3,8.6e-05,3,3,2.079e-05,0.0,0.0
27903,צומת ניר בנים,מרכז,פריפריה,31.678916,34.765142,2,5.7e-05,2,2,2.622e-05,0.0,0.0
27904,צומת קוממיות,מרכז,פריפריה,31.652526,34.764372,4,0.000115,4,4,3.655e-05,0.0,0.0
27905,צומת סגולה,מרכז,פריפריה,31.667217,34.770752,2,5.7e-05,2,2,2.825e-05,0.0,0.0
27907,צומת סעד,דרום,פריפריה,31.47031,34.527947,2,5.7e-05,2,2,2.73e-05,0.0,0.0
27909,צומת נהורה/כביש 35,מרכז,פריפריה,31.646115,34.699123,2,5.7e-05,2,2,2.874e-05,0.0,0.0
