source_station_id,target_station_id,source_station_name,target_station_name,frequency,mean_travel_seconds,is_bridge,station_nodes,reference_station_nodes,connected_components,largest_component_nodes,largest_component_share,origins_evaluated,origins_missing,mean_reachable_stations,mean_reachable_share,mean_path_seconds_to_reachable,largest_component_nodes_loss,largest_component_share_loss,reachable_share_loss,mean_path_seconds_increase
8663,8835,המ''ג/ראשון לציון,המ''ג/זכרון יעקב,5071,22.481364622362452,False,21623,21623,2,21620,0.9998612588447486,96,0,7577.71875,0.35046335907871623,2398.332420268998,0,0.0,0.0,0.0021878324796489323
10716,47982,צומת רמות/גולדה,גולדה מאיר/שלמה הלוי,5060,249.01166007905138,False,21623,21623,2,21620,0.9998612588447486,96,0,7577.71875,0.35046335907871623,2398.3303533929175,0,0.0,0.0,0.00012095639931430924
8993,8994,שד.נהר הירדן/רבי יהושע,שד. נהר הירדן / רבי יהודה הנשיא,5037,55.25114155251141,False,21623,21623,2,21620,0.9998612588447486,96,0,7577.71875,0.35046335907871623,2398.3319756207616,0,0.0,0.0,0.0017431842434234568
13103,13206,קניון עזריאלי/דרך מנחם בגין,קריית הממשלה/דרך מנחם בגין,5018,60.57632522917497,False,21623,21623,2,21620,0.9998612588447486,96,0,7577.71875,0.35046335907871623,2398.3315687398763,0,0.0,0.0,0.0013363033581299533
8805,43792,אגרות משה/חזון איש,חזון איש/מסוף רמת שלמה,5017,53.26908511062388,False,21623,21623,2,21620,0.9998612588447486,96,0,7577.71875,0.35046335907871623,2398.330389855479,0,0.0,0.0,0.00015741896095278207
8644,8642,יעקובזון/עזרת תורה,שפע חיים/דורש טוב,4913,41.33238347242011,False,21623,21623,2,21620,0.9998612588447486,96,0,7577.71875,0.35046335907871623,2398.330427313799,0,0.0,0.0,0.0001948772810465016
8684,8683,רקאנטי/בן זאב,רקאנטי/אידלזון,4910,45.04317718940937,False,21623,21623,2,21620,0.9998612588447486,96,0,7577.71875,0.35046335907871623,2398.332877501151,0,0.0,0.0,0.0026450646328157745
8683,8682,רקאנטי/אידלזון,רקאנטי/המשורר אצ''ג,4910,51.595926680244396,False,21623,21623,2,21620,0.9998612588447486,96,0,7577.71875,0.35046335907871623,2398.3314316071287,0,0.0,0.0,0.0011991706105618505
8702,8797,דרוק/יגאל ידין,האדמור מלובאויטש/דרוק,4879,51.96433695429391,False,21623,21623,2,21620,0.9998612588447486,96,0,7577.71875,0.35046335907871623,2398.332345815295,0,0.0,0.0,0.0021133787768121692
13037,13252,כהנמן/הרב זוננפלד,הרב כהנמן/קוקה קולה,4875,34.69538461538462,False,21623,21623,2,21620,0.9998612588447486,96,0,7577.71875,0.35046335907871623,2398.3306199252856,0,0.0,0.0,0.0003874887675010541
47982,37251,גולדה מאיר/שלמה הלוי,קרית מדע/גולדה מאיר,4858,38.22869493618773,False,21623,21623,2,21620,0.9998612588447486,96,0,7577.71875,0.35046335907871623,2398.3309764818428,0,0.0,0.0,0.0007440453246090328
14077,14347,מחלף גהה/דרך ז'בוטינסקי,ת.רק''ל אהרונוביץ'/דרך ז'בוטינסקי,4845,90.61960784313726,False,21623,21623,2,21620,0.9998612588447486,96,0,7577.71875,0.35046335907871623,2398.33058598467,0,0.0,0.0,0.00035354815190657973
8717,8715,קצנלבוגן/מעלות בוסטון,קצנלבוגן/הקבלן,4840,31.720867768595042,False,21623,21623,2,21620,0.9998612588447486,96,0,7577.71875,0.35046335907871623,2398.3308909250077,0,0.0,0.0,0.0006584884895346477
8715,8762,קצנלבוגן/הקבלן,דבר ירושלים/קצנלבוגן,4840,55.655165289256196,False,21623,21623,2,21620,0.9998612588447486,96,0,7577.71875,0.35046335907871623,2398.330232436518,0,0.0,0.0,0.0
8762,8713,דבר ירושלים/קצנלבוגן,ישיבת ויזניץ/קצנלבוגן,4840,26.795661157024792,False,21623,21623,2,21620,0.9998612588447486,96,0,7577.71875,0.35046335907871623,2398.334281907148,0,0.0,0.0,0.0040494706299796235
3367,3522,סחרוב,ת. מרכזית חוף הכרמל/הורדה,4834,91.37649979313198,False,21623,21623,2,21620,0.9998612588447486,96,0,7577.71875,0.35046335907871623,2398.330232436518,0,0.0,0.0,0.0
12878,13129,עיריית תל אביב - יפו/אבן גבירול,כיכר רבין/מלכי ישראל,4817,88.89059580651858,False,21623,21623,2,21620,0.9998612588447486,96,0,7577.71875,0.35046335907871623,2398.330232436518,0,0.0,0.0,0.0
8703,11865,גבעת שאול/כתב סופר,ירמיהו/הצבי,4803,117.58400999375391,False,21623,21623,2,21620,0.9998612588447486,96,0,7577.71875,0.35046335907871623,2398.330232436518,0,0.0,0.0,0.0
43318,44466,חוף ירושלים,חוף בננה ביץ',4767,39.418292427103,False,21623,21623,2,21620,0.9998612588447486,96,0,7577.71875,0.35046335907871623,2398.332079149624,0,0.0,0.0,0.001846713105805975
8646,8644,אוהל יהושע/זית רענן,יעקובזון/עזרת תורה,4737,38.82182816128351,False,21623,21623,2,21620,0.9998612588447486,96,0,7577.71875,0.35046335907871623,2398.330232436518,0,0.0,0.0,0.0
9524,9725,שדרות נווה יעקב/הרב פרדס,הרב פרדס/שדרות נווה יעקב,4603,37.70388876819466,False,21623,21623,2,21620,0.9998612588447486,96,0,7577.71875,0.35046335907871623,2398.331424969308,0,0.0,0.0,0.0011925327899007243
