stop_id,stop_name,lat,lon,region,metro,degree,weighted_degree,approx_betweenness
27492,אזור תעשיה/שדרות ישראל פולק,31.604848,34.784593,Center,Periphery,2,196,6.607880822624003e-05
28738,מרכז מסחרי,31.195826,34.83831,South,Beer Sheva,2,155,3.3039404113120015e-05
41538,האילן/החרוב,32.521122,34.921225,North,Periphery,2,412,3.3039404113120015e-05
11200,נבעה,31.79412,35.117202,Jerusalem,Jerusalem,2,84,3.3039404113120015e-05
50742,אליהו/הזית,31.944685,34.846967,Center,Tel Aviv,2,208,3.3039404113120015e-05
28687,זיקים,31.60827,34.52155,Center,Periphery,2,74,3.3039404113120015e-05
25466,שכונה 31,31.386307,34.757709,South,Beer Sheva,2,122,3.3039404113120015e-05
28331,שכונה 31,31.386331,34.757831,South,Beer Sheva,2,122,3.3039404113120015e-05
38183,שכונת חיילים משוחררים א,33.013702,35.337341,North,Periphery,2,132,3.3039404113120015e-05
46701,דוכיפת/מעלה הכרמים,32.942541,35.076593,North,Haifa,2,244,3.3039404113120015e-05
25139,הזית/הרימון,32.020525,34.83748,Center,Tel Aviv,2,44,3.3039404113120015e-05
9870,צומת כרם,31.771176,35.155415,Jerusalem,Jerusalem,2,434,3.3039404113120015e-05
39886,חיילים משוחררים טו,32.964778,35.324274,North,Periphery,2,160,3.3039404113120015e-05
40011,שכונה בדווית,32.889691,35.233857,North,Periphery,2,46,3.3039404113120015e-05
39374,דרור/קנריות,31.330637,34.64874,South,Beer Sheva,2,20,3.3039404113120015e-05
42618,התן/השופר,31.859513,35.157944,Jerusalem,Jerusalem,2,658,3.3039404113120015e-05
34313,הרב שלום שבזי/אזור תעשייה ערבה,31.696209,35.124446,Center,Jerusalem,2,488,3.3039404113120015e-05
39883,חיילים משוחררים יא,32.966387,35.322872,North,Periphery,2,160,3.3039404113120015e-05
27495,שד. ישראל פולק/כסלו,31.602202,34.780865,Center,Periphery,2,196,3.3039404113120015e-05
19727,תיכון,32.739499,35.160279,North,Haifa,2,246,3.3039404113120015e-05
38208,עין קיניא/כיכר לצפון,33.234847,35.73099,North,Periphery,2,106,3.3039404113120015e-05
52010,פרופ' יעקב נאמן/הרב אברהם זקן,31.742465,35.223722,Jerusalem,Jerusalem,2,494,9.911821233936004e-05
13756,הכנסת הגדולה/תוספתא,32.09776,34.79889,Center,Tel Aviv,2,846,6.607880822624003e-05
9578,עין כרם/מדרגות הכפר,31.76855,35.165512,Jerusalem,Jerusalem,2,448,0.00016519702056560007
8889,קסילה/מחגרת עתמה,31.800138,35.250343,Jerusalem,Jerusalem,2,180,0.00016519702056560007
9304,צ'ילה/סירני,31.761179,35.172362,Jerusalem,Jerusalem,2,624,0.00016519702056560007
27487,שד. אבץ/שד. הפלטינה,31.600817,34.787281,Center,Periphery,2,196,0.00016519702056560007
8925,אל בטמה/רחוב שרפאת,31.745508,35.19882,Jerusalem,Jerusalem,2,100,0.00016519702056560007
8892,מסגד ארבעין/קסילה,31.798896,35.248602,Jerusalem,Jerusalem,2,178,0.00016519702056560007
6514,רחוב 6/רחוב 1,32.938008,35.316967,North,Periphery,2,260,0.00016519702056560007
8600,דרך סור באהר,31.736978,35.230176,Jerusalem,Jerusalem,2,26,0.00016519702056560007
41108,נירים,31.335259,34.396617,South,Periphery,2,150,0.00016519702056560007
40018,כנסייה היסטורית אורתודוכסית,32.887816,35.242408,North,Periphery,2,46,0.00016519702056560007
42076,בית ספר תיכון חמאד,31.250654,35.068574,South,Periphery,2,182,0.00016519702056560007
38557,צומת דאליה הצעירה,32.686092,35.073562,North,Haifa,2,204,0.00016519702056560007
28711,מרכז פיס קהילתי,31.247752,34.854844,South,Beer Sheva,2,194,0.00016519702056560007
38214,דרך דהור/כניסה,33.240336,35.730588,North,Periphery,2,96,0.00016519702056560007
3515,שאגאל/קדנדינסקי,32.806157,35.140606,North,Haifa,2,1280,0.00016519702056560007
19466,הגורן/הגיא,32.647202,35.117867,North,Haifa,2,80,0.00016519702056560007
40013,שעב מרכז דרום,32.8881,35.240723,North,Periphery,2,46,0.00016519702056560007
46215,בלאל בן רבאח/מחמוד דרוויש,32.27505,35.005526,Center,Tel Aviv,2,68,0.00016519702056560007
6555,נחף דואר,32.934638,35.318485,North,Periphery,2,262,0.00016519702056560007
46204,אל נג'אח/מרכז אלטפל,32.262163,35.002068,Center,Tel Aviv,2,68,0.0037925699932123916
46702,אלבלדיה/סמיח אלקסם,32.264053,35.002199,Center,Tel Aviv,2,68,0.003759751588457888
40015,שכונה מזרחית,32.889138,35.244143,North,Periphery,2,46,0.00019757342660287153
38170,חיילים משוחררים ד,33.015586,35.339614,North,Periphery,2,132,0.00016519702056560007
13736,הרב הרצוג/הזוהר,32.095035,34.796248,Center,Tel Aviv,2,838,0.00016519702056560007
19460,מעלה הרקפות/הציפורנים,32.653523,35.112054,North,Haifa,2,80,0.00019823642467872008
46427,ח'אלד אבן אלואליד/אלרוק,32.274232,35.013308,Center,Periphery,2,68,0.0001646445221690596
8610,בית ספר צור באהר בנות/אלמדינה אלמונוורה,31.738344,35.228717,Jerusalem,Jerusalem,2,26,0.00013215761645248006
38558,מצפה כרמל,32.685934,35.070288,North,Haifa,2,196,0.00013215761645248006
6556,קופת חולים כללית,32.936223,35.318392,North,Periphery,2,262,0.00013215761645248006
42066,מסגד אבו בכר 2,31.247698,35.068205,South,Periphery,2,182,0.00013215761645248006
38171,חיילים משוחררים ג,33.015915,35.336074,North,Periphery,2,132,0.00013215761645248006
38555,בי''ס טכנולוגי,32.683408,35.073417,North,Haifa,2,204,0.00013215761645248006
44640,א-סהיל/עולש,32.71698,35.073636,North,Haifa,2,324,0.00013215761645248006
19465,דרך העמק/נתיב הנוטרים,32.650226,35.118173,North,Haifa,2,80,0.00013215761645248006
6513,בית ספר א,32.93907,35.317342,North,Periphery,2,260,0.00013215761645248006
13737,הרב הרצוג/בבלי,32.095304,34.798421,Center,Tel Aviv,2,838,0.00013215761645248006
8924,אל בוטמה,31.742831,35.199829,Jerusalem,Jerusalem,2,100,0.00013215761645248006
17125,קופת חולים מכבי,32.6924,35.046495,North,Haifa,2,192,0.00013215761645248006
25463,שכונה 27,31.389007,34.757221,South,Beer Sheva,2,122,0.00013215761645248006
43038,שדרות אבץ,31.604352,34.787731,Center,Periphery,2,196,0.00013215761645248006
28712,בית ספר קהילתי חטיבת ביניים,31.247745,34.856442,South,Beer Sheva,2,194,0.00013215761645248006
52009,יצחק ארנסט נבנצל/הרב אברהם זקן,31.743605,35.22253,Jerusalem,Jerusalem,2,480,0.00013215761645248006
44958,בי''ס עיסאוויה/סירת אל חג'ה,31.799541,35.252076,Jerusalem,Jerusalem,2,180,0.00013215761645248006
13735,הרב הרצוג/הזוהר,32.095288,34.797115,Center,Tel Aviv,2,846,0.00013215761645248006
8890,קסילה/אום אלעסאפיר,31.799791,35.249508,Jerusalem,Jerusalem,2,178,0.00013215761645248006
36119,דרך ניל''י/ההגנה,32.521485,34.942256,North,Periphery,2,120,0.00013215761645248006
38211,שלאלי/כניסה,33.238152,35.731367,North,Periphery,2,96,0.00013215761645248006
38559,מצפה כרמל,32.685698,35.069933,North,Haifa,2,204,0.00019823642467872008
8598,אום טובא 9,31.735416,35.231918,Jerusalem,Jerusalem,2,26,0.00019823642467872008
11915,עין כרם/דרך כרמית,31.766357,35.165901,Jerusalem,Jerusalem,2,448,0.00013215761645248006
8906,עיסוויה כניסה מערבית,31.798572,35.243378,Jerusalem,Jerusalem,2,178,0.0002643152329049601
8596,אום טובא 6,31.732664,35.231458,Jerusalem,Jerusalem,2,26,0.0002643152329049601
46528,הבנקים/מכללת עמל,32.269578,35.005018,Center,Tel Aviv,2,68,0.0036284779694398727
46371,בי''ס אבן רושד,32.268514,35.010312,Center,Tel Aviv,2,68,0.0035956595646853685
46600,ח'אלד אבן אלואליד/אלראזי,32.269611,35.01147,Center,Tel Aviv,2,68,0.0035628411599308647
40003,מרכז,32.890496,35.241613,North,Periphery,2,46,0.0035628411599308647
8896,צומת זהרה א,31.798839,35.245343,Jerusalem,Jerusalem,2,180,0.0002973546370180801
8833,תחנת דלק/לוחמי הגטאות,31.800369,35.241982,Jerusalem,Jerusalem,2,178,0.0002973546370180801
8595,אום טובא 4,31.729896,35.233433,Jerusalem,Jerusalem,2,26,0.0002973546370180801
47120,ביטוח לאומי/ח'אלד אבן אלואליד,32.273139,35.013309,Center,Periphery,2,68,0.0002973546370180801
19590,מרכז,32.890497,35.241861,North,Periphery,2,46,0.0002973546370180801
3513,שאגאל/ואן גוך,32.800734,35.138874,North,Haifa,2,1154,0.0002973546370180801
46782,ח'אלד אבן אלואליד/מוחמד דווריש,32.272421,35.012658,Center,Periphery,2,68,0.0035300227551763605
8898,עיסוויה כניסה מערבית,31.79843,35.243702,Jerusalem,Jerusalem,2,180,0.00033039404113120014
33948,הבנקים/אלבלדיה,32.269355,35.005139,Center,Tel Aviv,2,68,0.00033039404113120014
8594,אום טובא 3,31.728309,35.233766,Jerusalem,Jerusalem,2,26,0.00033039404113120014
52006,יצחק ארנסט נבנצל/אשר וינר,31.742637,35.221153,Jerusalem,Jerusalem,2,494,0.0034972043504218576
11314,2 אום טובא,31.728372,35.232058,Jerusalem,Jerusalem,2,26,0.0003634334452443202
47288,אלבלדיה/נדאא אלסלאם,32.269295,35.003871,Center,Tel Aviv,2,68,0.0003634334452443202
46710,עיריית טייבה/אלבלאדיה,32.266824,35.002876,Center,Tel Aviv,2,68,0.00039647284935744016
46344,אלבלדיה/סמיח אלקסם,32.264864,35.002448,Center,Tel Aviv,2,68,0.0004295122534705602
46590,אל נג'אח/אל טבל,32.262062,35.002334,Center,Tel Aviv,2,68,0.00046255165758368017
3499,שאגאל/פיקסו,32.801778,35.140572,North,Haifa,2,1154,0.0002643152329049601
40014,תחנה לבריאות המשפחה,32.890605,35.244399,North,Periphery,2,46,0.0002643152329049601
3514,שאגאל/רנואר,32.802886,35.140823,North,Haifa,2,1280,0.00019823642467872008
47070,ח'אלד אבן אלואליד/עין גאלות,32.276241,35.012828,Center,Periphery,2,68,0.0002643152329049601
8891,קסילה/אום אלעסאפיר,31.799536,35.248987,Jerusalem,Jerusalem,2,180,0.00019823642467872008
9341,עין כרם/ברקלי,31.769691,35.168234,Jerusalem,Jerusalem,2,448,0.00019823642467872008
46917,פרדיסיה/ח'אלד אבן אלואליד,32.279409,35.010369,Center,Periphery,2,68,0.00019823642467872008
6518,נחף מסגד,32.934119,35.316174,North,Periphery,2,260,0.00019823642467872008
35658,שאגאל/דגה,32.807649,35.138998,North,Haifa,2,1154,0.00019823642467872008
40017,כנסייה היסטורית אורתודוכסית,32.887712,35.242773,North,Periphery,2,46,0.00019823642467872008
8894,בית ספר אלאמל לחינוך מיוחד/ראס אל ג'אמע,31.799044,35.246769,Jerusalem,Jerusalem,2,178,0.00019823642467872008
22873,באר,32.264605,35.002281,Center,Tel Aviv,2,68,0.003726933183703384
46773,עיריית טייבה/אלבלאדיה,32.266551,35.002707,Center,Tel Aviv,2,68,0.0036941147789488803
46873,אלבלדיה/אלבריד,32.268653,35.003763,Center,Tel Aviv,2,68,0.0036612963741943765
40016,שכונה מזרחית,32.889544,35.244359,North,Periphery,2,46,0.00023127582879184009
38566,מוחרקה 1,32.686306,35.067352,North,Haifa,2,204,0.00023127582879184009
3518,שאגאל/קנדינסקי,32.805472,35.140752,North,Haifa,2,1154,0.00023127582879184009
8897,צומת זהרה ב,31.79857,35.245247,Jerusalem,Jerusalem,2,178,0.00023127582879184009
6517,נחף מרכז,32.933031,35.317587,North,Periphery,2,260,0.00023127582879184009
47194,בית אבות/ח'אלד אבן אלואליד,32.279237,35.011632,Center,Periphery,2,68,0.00023127582879184009
8893,מסגד ארבעין/קסילה,31.798895,35.247965,Jerusalem,Jerusalem,2,180,0.00023127582879184009
6910,כיכר הגיבורים/הציפורנים,32.658467,35.108808,North,Haifa,2,80,0.00023127582879184009
8597,אום טובא 7,31.733533,35.230589,Jerusalem,Jerusalem,2,26,0.00023127582879184009
8895,קופת חולים/ראס אל ג'אמע,31.799135,35.246721,Jerusalem,Jerusalem,2,180,0.0002643152329049601
18864,מועצה מקומית,32.931531,35.319117,North,Periphery,2,260,0.0002643152329049601
11720,צ'ילה/קורצ'אק,31.76027,35.170854,Jerusalem,Jerusalem,2,624,0.00013215761645248006
35957,ניסן/גרונולד,31.757918,35.175948,Jerusalem,Jerusalem,2,618,0.00013215761645248006
11044,מאפיות אנגל,31.774219,34.995483,Jerusalem,Periphery,2,8,6.607880822624003e-05
47148,בלאל בן רבאח/עין גאלות,32.276705,35.006588,Center,Periphery,2,68,6.607880822624003e-05
17124,קופת חולים מכבי,32.692494,35.046445,North,Haifa,2,192,6.607880822624003e-05
25142,הרימון/מבוא הגפן,32.016531,34.840302,Center,Tel Aviv,2,48,6.607880822624003e-05
43630,התן/הלביא,31.861131,35.154857,Jerusalem,Jerusalem,2,658,6.607880822624003e-05
46864,בלאל בן רבאח/מוסא חסן,32.27106,35.004267,Center,Tel Aviv,2,68,6.607880822624003e-05
21707,אליהו/סביון,31.945769,34.842572,Center,Tel Aviv,2,194,6.607880822624003e-05
28722,תיכון מקיף עמל,31.248437,34.857283,South,Beer Sheva,2,238,6.607880822624003e-05
52013,שמעון מישורי/פרופ' יעקב נאמן,31.743668,35.225676,Jerusalem,Jerusalem,2,494,6.607880822624003e-05
10697,עין כרם/ההדסים,31.768272,35.16214,Jerusalem,Jerusalem,2,441,6.607880822624003e-05
2405,הגפן/האלונים,32.749346,35.098047,North,Haifa,2,646,6.607880822624003e-05
34500,מעונות סטודנטים/רמת הגולן,32.10606,35.205953,Center,Periphery,2,288,6.607880822624003e-05
43316,הרב אלישיב/אמרי סופר,31.707479,35.11277,Jerusalem,Jerusalem,2,1372,6.607880822624003e-05
40010,שכונה בדווית,32.889543,35.233612,North,Periphery,2,46,6.607880822624003e-05
11203,מרכז מסחרי,31.795261,35.118822,Jerusalem,Jerusalem,2,84,6.607880822624003e-05
52007,פרופ' יעקב נאמן/שמעון מישורי,31.74394,35.225095,Jerusalem,Jerusalem,2,480,6.607880822624003e-05
39704,מסגד אלרחמן 1,32.939485,35.323318,North,Periphery,2,260,6.607880822624003e-05
50884,נחל מירון/נחל השופט,32.958686,35.505679,North,Periphery,2,200,6.607880822624003e-05
8884,חטיבת ביניים/טריק אלמדארס,31.798379,35.255058,Jerusalem,Jerusalem,2,180,6.607880822624003e-05
38212,שלאלי/יציאה,33.238342,35.731481,North,Periphery,2,106,6.607880822624003e-05
15676,ישיבת מאור יצחק,32.017986,34.839661,Center,Tel Aviv,2,44,6.607880822624003e-05
40229,נאעורה מערב,32.614216,35.387212,North,Periphery,2,82,6.607880822624003e-05
38173,כפר ילדים דרוזי,33.014364,35.335203,North,Periphery,2,132,6.607880822624003e-05
42068,טיפת חלב כסיפה 2,31.243964,35.066512,South,Periphery,2,184,6.607880822624003e-05
28980,שכונה 38,31.391985,34.775116,South,Beer Sheva,2,150,6.607880822624003e-05
4443,עין קיניא/כיכר לדרום,33.234773,35.730884,North,Periphery,2,96,6.607880822624003e-05
40963,סנובר אלג'או/דרב סאפר,32.955357,35.220923,North,Periphery,2,144,6.607880822624003e-05
42244,הקוצר/הכשרת היישוב,31.213573,34.81216,South,Beer Sheva,2,184,6.607880822624003e-05
21706,סביון/שדרות נעמי שמר,31.945639,34.84315,Center,Tel Aviv,2,208,6.607880822624003e-05
48425,עין אבראהים א,32.535955,35.146347,North,Periphery,2,314,6.607880822624003e-05
26432,הקוצר/הכשרת היישוב,31.213483,34.812264,South,Beer Sheva,2,186,6.607880822624003e-05
18827,בר לב/כניסה,32.910811,35.182307,North,Haifa,2,68,6.607880822624003e-05
40319,מועצה אזורית,32.791031,35.32681,North,Periphery,2,256,6.607880822624003e-05
6984,דליה הצעירה/כניסה,32.682199,35.068137,North,Haifa,2,204,6.607880822624003e-05
19647,מפעל חומרי בנין,32.790839,35.32503,North,Periphery,2,232,6.607880822624003e-05
38565,אל-סנדיאן,32.681366,35.071213,North,Haifa,2,196,6.607880822624003e-05
28739,מועצה מקומית,31.198807,34.838266,South,Beer Sheva,2,160,6.607880822624003e-05
41683,שכונת בלאל,32.721449,35.293907,North,Periphery,2,258,6.607880822624003e-05
39290,רינגלבלום א,31.759005,35.172047,Jerusalem,Jerusalem,2,624,6.607880822624003e-05
39291,רינגלבלום א,31.75889,35.172073,Jerusalem,Jerusalem,2,618,6.607880822624003e-05
28597,מרכז פיס,31.386902,34.758728,South,Beer Sheva,2,122,6.607880822624003e-05
25468,מרכז פיס,31.386714,34.758564,South,Beer Sheva,2,122,6.607880822624003e-05
40959,בי''ס חדשני ג',32.961247,35.217868,North,Periphery,2,146,6.607880822624003e-05
17184,אלרוגמה,32.714053,35.07455,North,Haifa,2,324,6.607880822624003e-05
40007,מסגד בילאל,32.889808,35.236625,North,Periphery,2,46,6.607880822624003e-05
34499,מעונות סטודנטים/רמת הגולן,32.106246,35.203356,Center,Periphery,2,416,6.607880822624003e-05
39884,חיילים משוחררים יב,32.966051,35.323763,North,Periphery,2,160,6.607880822624003e-05
42074,בית ספר אלירמוק,31.242021,35.066482,South,Periphery,2,182,6.607880822624003e-05
8887,בית ספר יסודי/סיירת אלח'גה,31.798979,35.253471,Jerusalem,Jerusalem,2,178,6.607880822624003e-05
13755,תוספתא/ירושלמי,32.096607,34.799045,Center,Tel Aviv,2,846,9.911821233936004e-05
40012,שעב מרכז דרום,32.888325,35.24031,North,Periphery,2,46,0.00013215761645248006
6557,בית ספר א,32.939184,35.317673,North,Periphery,2,262,9.911821233936004e-05
50877,נחל מירון/נחל השופט,32.958379,35.506165,North,Periphery,2,200,9.911821233936004e-05
28713,תיכון מקיף עמל,31.250257,34.858192,South,Beer Sheva,2,194,9.911821233936004e-05
42065,טיפת חלב כסיפה,31.247078,35.067796,South,Periphery,2,184,9.911821233936004e-05
8616,בית ספר אבן רשד/אלמדינה אלמונוורה,31.738676,35.226704,Jerusalem,Jerusalem,2,26,9.911821233936004e-05
52012,פרופ' יעקב נאמן/הרב אברהם זקן,31.742587,35.223657,Jerusalem,Jerusalem,2,480,9.911821233936004e-05
35847,קורצ'אק/רינגלבלום,31.75939,35.174383,Jerusalem,Jerusalem,2,618,9.911821233936004e-05
8959,א סאפה/אל בוטמה,31.741692,35.200588,Jerusalem,Jerusalem,2,100,9.911821233936004e-05
39703,המחצבה/תחילת המגרשים,32.940649,35.319908,North,Periphery,2,260,9.911821233936004e-05
9537,קורצ'אק/רינגלבלום,31.759534,35.173688,Jerusalem,Jerusalem,2,624,9.911821233936004e-05
8888,קסילה/מחגרת עתמה,31.799904,35.250885,Jerusalem,Jerusalem,2,178,9.911821233936004e-05
38554,אל-סנדיאן,32.681667,35.071594,North,Haifa,2,204,9.911821233936004e-05
8886,בית ספר יסודי/סיירת אלח'גה,31.799093,35.253155,Jerusalem,Jerusalem,2,180,9.911821233936004e-05
38210,עין קיניא/מרכז לדרום,33.235728,35.730173,North,Periphery,2,96,9.911821233936004e-05
28837,בעלי המלאכה/החרש,31.41921,34.598363,South,Periphery,2,1626,9.911821233936004e-05
52004,הרב אברהם זקן/יצחק ארנסט נבנצל,31.743439,35.22311,Jerusalem,Jerusalem,2,494,0.0001317156177352477
40004,טיפת חלב,32.889603,35.23839,North,Periphery,2,46,0.00013215761645248006
25144,הרימון/כביש 412,32.01356,34.841646,Center,Tel Aviv,2,44,0.00013215761645248006
35657,שאגאל/דה גויה,32.807874,35.13884,North,Haifa,2,1280,0.00013215761645248006
46824,בלאל בן רבאח/אלאח'ווה,32.273602,35.005085,Center,Tel Aviv,2,68,0.00013215761645248006
47168,בית אבות/ח'אלד אבן אלואליד,32.279248,35.01145,Center,Periphery,2,68,0.00013215761645248006
42069,בית ספר תיכון חמאד,31.251397,35.068466,South,Periphery,2,184,0.00013215761645248006
11555,עין כרם/המעיין,31.76689,35.16297,Jerusalem,Jerusalem,2,448,9.911821233936004e-05
28334,בית ספר אל רחמה,31.388304,34.755919,South,Beer Sheva,2,122,9.911821233936004e-05
28706,מועצה מקומית,31.247663,34.854762,South,Beer Sheva,2,238,9.911821233936004e-05
46997,פרדיסיה/ח'אלד אבן אלואליד,32.279395,35.011293,Center,Periphery,2,68,9.911821233936004e-05
17185,אלרוגמה,32.714642,35.074137,North,Haifa,2,328,9.911821233936004e-05
40075,הכשרת הישוב/החורש,31.216835,34.812557,South,Beer Sheva,2,184,9.911821233936004e-05
17067,שכונת ח'אלת עלי 4,32.691321,35.0451,North,Haifa,2,192,9.911821233936004e-05
22961,בית ספר עמל,32.272649,35.004837,Center,Tel Aviv,2,68,9.911821233936004e-05
22332,הרימון/מבוא הגפן,32.01621,34.84034,Center,Tel Aviv,2,44,9.911821233936004e-05
13753,בבלי/הכנסת הגדולה,32.09712,34.798081,Center,Tel Aviv,2,838,9.911821233936004e-05
34498,רמת הגולן/הגלבוע,32.105895,35.202004,Center,Periphery,2,288,9.911821233936004e-05
40005,טיפת חלב,32.889477,35.238954,North,Periphery,2,46,9.911821233936004e-05
19462,דרך העמק/נחל קרת,32.653633,35.116997,North,Haifa,2,80,9.911821233936004e-05
40008,מסגד בילאל,32.889795,35.23711,North,Periphery,2,46,9.911821233936004e-05
38774,מחלף טל,32.809528,35.136376,North,Haifa,2,762,9.911821233936004e-05
38182,חיילים משוחררים ב,33.015297,35.334364,North,Periphery,2,132,9.911821233936004e-05
40936,מרכז פיס,32.958646,35.217125,North,Periphery,2,146,9.911821233936004e-05
27489,שד. אבץ/שד. ישראל פולק,31.605687,34.785888,Center,Periphery,2,196,9.911821233936004e-05
39882,חיילים משוחררים י,32.96661,35.322396,North,Periphery,2,160,9.911821233936004e-05
38556,בי''ס טכנולוגי,32.683173,35.073391,North,Haifa,2,196,9.911821233936004e-05
44641,א-סהיל,32.71748,35.07629,North,Haifa,2,324,9.911821233936004e-05
38213,דרך דהור/יציאה,33.24053,35.730729,North,Periphery,2,106,9.911821233936004e-05
40228,גני ילדים,32.614892,35.388201,North,Periphery,2,82,9.911821233936004e-05
36078,חרצית/האשל,32.52387,34.942914,North,Periphery,2,120,9.911821233936004e-05
42077,מסגד אבו בכר,31.245207,35.067056,South,Periphery,2,182,9.911821233936004e-05
42809,מחלף העמקים/ג'למה,32.723242,35.098942,North,Haifa,2,78,3.3039404113120015e-05
