stop_id,stop_name,region,status,degree_bus,degree_all_modes,is_articulation_point_bus,is_articulation_point_all_modes
3437,גרנד קניון/שמחה גולן,North,both,15,15,True,True
43374,המשנה,Center,both,15,15,True,True
44001,קניון הנגב/יצחק בן צבי,South,both,15,15,True,True
7561,צומת חשמונאים דרום,Center,both,15,15,True,True
13214,מתחם מידטאון/דרך מנחם בגין,Center,both,14,14,True,True
16061,השוק העירוני/לבקוביץ',Center,both,14,14,True,True
25938,בן גוריון/נאות אשקלון,Center,both,14,14,True,True
26659,השוק העירוני/שדרות דוד חכם,South,both,14,14,True,True
11070,שד. לוי אשכול/הגלעד,Jerusalem,both,13,13,True,True
13268,מחלף לה גווארדייה,Center,both,13,13,True,True
22182,עירייה,Center,both,13,13,True,True
22633,שדה תעופה בן גוריון/טרמינל 1,Center,both,13,13,True,True
26122,בית רסקו/יצחק רגר,South,both,13,13,True,True
50332,ת.רק''ל אבא הלל/דרך ז'בוטינסקי,Center,both,13,13,True,True
8399,תחנת דלק/כוכב יעקב,Jerusalem,both,13,13,True,True
8871,יצחק הנדיב/ואדי ג'וז,Jerusalem,both,13,13,True,True
11292,שפע חיים/דורש טוב,Jerusalem,both,12,12,True,True
12226,צומת אילות,South,both,12,12,True,True
14339,ת. רכבת תל אביב - סבידור/על פרשת דרכים,Center,both,12,12,True,True
17623,צומת נהריה,North,both,12,12,True,True
19581,צומת אחיהוד,North,both,12,12,True,True
21786,צומת כפר סבא רעננה צפון,Center,both,12,12,True,True
22804,ישראל גלילי/הסחלב,Center,both,12,12,True,True
24390,אחוזה/הרב יצחק נסים,Center,both,12,12,True,True
25712,שוק עירוני/בית אשל,South,both,12,12,True,True
25968,אלי כהן/יצחק בן צבי,Center,both,12,12,True,True
25975,שדרות הפלמח/חטיבת כרמלי,Center,both,12,12,True,True
47975,ת. מרכזית חדרה/רציפים,Center,both,12,12,True,True
48462,הרטום/גולדה מאיר,Jerusalem,both,12,12,True,True
8881,בי''ס ראשידה/סולטאן סולימאן,Jerusalem,both,12,12,True,True
12990,בית הדר דפנה/שד' שאול המלך,Center,both,11,11,True,True
13339,עזרא/דמשק אליעזר,Center,both,11,11,True,True
17505,שדרות ההסתדרות/צומת הקריות,North,both,11,11,True,True
20739,מסוף בית שאן/שדרות מנחם בגין,Center,both,11,11,True,True
22099,ת. רק''ל בלינסון/קניון אבנת,Center,both,11,11,True,True
22252,קניון עזריאלי,Jerusalem,both,11,11,True,True
24404,וייצמן/רוטשילד,Center,both,11,11,True,True
39779,אלי סיני/קטיף,South,both,11,11,True,True
43422,שדרות מנחם בגין/שדרות הרצל,Center,both,11,11,True,True
4634,שדרות הבנים/שד' שאול עמור,North,both,11,11,True,True
8614,שדרות גולדה מאיר/המשורר אצ''ג,Jerusalem,both,11,11,True,True
9056,שדרות דוד טוביהו/סוקולוב,South,both,11,11,True,True
12495,בית חולים יוספטל/יותם,South,both,10,10,True,True
13206,קריית הממשלה/דרך מנחם בגין,Center,both,10,10,True,True
14057,אהרונוביץ/ קניון בני ברק,Center,both,10,10,True,True
14356,חזון אי''ש/נחמיה,Center,both,10,10,True,True
16237,מד''א/המכבים,Center,both,10,10,True,True
18421,הפלמ''ח,North,both,10,10,True,True
