stop_id,stop_name,topological_rank,demand_weighted_rank,rank_shift
5810,יצחק שדה/אליהו גולומב,8163.0,7212.0,951.0
12139,צומת חצבה,4875.0,7213.0,-2338.0
8592,אלמשאהד א',3373.0,7214.0,-3841.0
6361,ספריה,3800.0,7215.0,-3415.0
43766,שדרות חיטה/נחל ירמוך,3852.0,7216.0,-3364.0
27884,צומת קיבוץ ארז,9559.0,7217.0,2342.0
5479,הנביאים/שד. ספיר,5009.0,7218.0,-2209.0
24614,התאנה/הגפן,4866.5,7219.0,-2352.5
28538,חוות זוהר המדבר,3140.0,7220.0,-4080.0
4666,קניון מבנה/דרך החטיבות,12022.0,7221.0,4801.0
3001,ת. רכבת עתלית/ההרדוף,7595.0,7222.0,373.0
24414,קניון ג'י/כביש 55,7783.0,7223.0,560.0
38842,בית ספר אלמג'ד/אלאחתאראם,8905.0,7224.0,1681.0
2656,הגיבורים/שמידט,1198.0,7225.0,-6027.0
1963,מרכז הבהאים/גולומב,12014.0,7226.0,4788.0
2859,יד לבנים/ערד,14608.0,7227.0,7381.0
34356,ברוכין,9388.5,7228.0,2160.5
4269,גבעת רשיד,3648.0,7229.0,-3581.0
9747,לבונה/הצוף,13889.0,7230.0,6659.0
38588,רובע דרכי הבשמים,2719.0,7231.0,-4512.0
1643,ביאליק/סמסונוב,9500.0,7232.0,2268.0
10593,קוליץ/גולומב,1138.0,7233.0,-6095.0
11905,אבל פן/לייבוביץ',14282.0,7234.0,7048.0
25630,מרבד הקסמים,9694.0,7235.0,2459.0
27197,שדרות גת/משעול הירדן,13893.0,7236.0,6657.0
4473,אבן גבירול/סמילנסקי,11958.5,7237.0,4721.5
24198,יעקב  פרי/גד  פיינשטיין,13814.0,7238.0,6576.0
3176,האורן/צה''ל,1823.0,7239.0,-5416.0
9115,שיח' ענבר,9864.0,7240.0,2624.0
48210,ת. מרכזית קרית גת/רציפים,3280.0,7241.0,-3961.0
40316,רומאנה/יציאה מזרחית,824.0,7242.0,-6418.0
2080,דרך חנקין/אינטרנציונל,2100.0,7243.0,-5143.0
7675,צומת כפר אדומים,4894.0,7244.0,-2350.0
9316,שח''ל א',14101.0,7245.0,6856.0
44050,סביון/רקפת,8832.0,7246.0,1586.0
27236,דרכי רפאל/הרב גרשונוביץ',12327.0,7247.0,5080.0
35626,בגין/תדהר,8149.0,7248.0,901.0
8695,רבי שלמה זלמן דרוק/הרב בצלאל זולטי,14541.0,7249.0,7292.0
24076,המעפילים/הבנים,20290.0,7250.0,13040.0
23906,דרך מנחם בגין/חיל התותחנים,18807.0,7251.0,11556.0
27364,התחייה/עזרא,4544.0,7252.0,-2708.0
51011,פרדס משותף/בן גוריון,7639.0,7253.0,386.0
738,אלונים/המורן,15086.0,7254.0,7832.0
964,מגדל/ההגנה,6767.0,7255.0,-488.0
1394,דרך הים/דרך הרכבת,6746.0,7256.0,-510.0
41866,מועדון נוער/דרך מנחם בגין,5650.0,7257.0,-1607.0
39074,שד.הרי יהודה/הר כתרון,7456.0,7258.0,198.0
906,תיכון אביב/הפרחים,7195.0,7259.0,-64.0
848,אז''ר/פרופ' דינור,12343.0,7260.0,5083.0
3478,רענן/עמיקם,5740.0,7261.0,-1521.0
13986,הרב מיימון/אבטליון,22563.0,7262.0,15301.0
23707,המרכבה/המשביר,11097.0,7263.0,3834.0
17777,מחלף טורען,9512.0,7264.0,2248.0
16145,ירושלים/זמיר,5340.0,7265.0,-1925.0
26873,שדרות דוד בן גוריון/דרך השלום,9834.0,7266.0,2568.0
16263,כיכר קובלנץ,16045.0,7267.0,8778.0
7221,בריכה,8531.0,7268.0,1263.0
6392,מסעף שלומי,3358.0,7269.0,-3911.0
19065,אצטדיון עילוט/הכומר ג'וזף,2324.0,7270.0,-4946.0
45019,דוד טוביהו/יצחק רגר,9707.0,7271.0,2436.0
9082,כביש 45/דרך שדה התעופה עטרות,17159.5,7272.0,9887.5
1846,שבדיה ה,4214.0,7273.0,-3059.0
9904,רופין/דיסקין,10566.0,7274.0,3292.0
7914,דרך הגיא/דרך מדבר יהודה,3104.0,7275.0,-4171.0
34789,חיננית/שקד כניסה,7394.5,7276.0,118.5
43287,ת.רק''ל בלומפילד/יהודה הימית,8142.0,7277.0,865.0
15836,מסעף צפריה,6774.0,7278.0,-504.0
2050,בן גוריון/המגינים,6739.0,7279.0,-540.0
34945,בית כנסת/הרב שך,15221.0,7280.0,7941.0
41379,שבטי ישראל/ראובן,7035.0,7281.0,-246.0
18905,מסעף אמירים,7034.0,7282.0,-248.0
14431,האילנות/הבוסתן,6935.0,7283.0,-348.0
14245,הנביאים/עבדת,8405.0,7284.0,1121.0
8421,פרי מגדים/אגן הסהר,12280.0,7285.0,4995.0
40798,משה דיין/דקל,11224.0,7286.0,3938.0
20981,דרך חיפה/ביר אל-אמיר,1359.0,7287.0,-5928.0
15554,דרך יבנה/רוזנסקי,11944.0,7288.0,4656.0
1410,דרך למרחב/תל צבי,6416.0,7289.0,-873.0
34352,אלקנה/טרמפיאדה,4377.0,7290.0,-2913.0
4622,ירושלים הבירה/השחם,8147.0,7291.0,856.0
5473,ירושלים/אלנטאון,5954.0,7292.0,-1338.0
27664,צומת דורות לצפון,9480.0,7293.0,2187.0
2947,החרוב/הזית,6371.0,7294.0,-923.0
25110,בן פורת/נילי,14597.0,7295.0,7302.0
36871,דרך צרפת/יצחק נדב,10386.0,7296.0,3090.0
19361,החרושת/העמק,5983.0,7297.0,-1314.0
39484,החיד''א/האודם,7240.0,7298.0,-58.0
49304,שדרות ירושלים/מונטיפיורי,11088.0,7299.0,3789.0
15969,דן/דור,5531.0,7300.0,-1769.0
40881,דרך הטייסים/ירושלים,6324.0,7301.0,-977.0
8305,מחנה ישי,4148.0,7302.0,-3154.0
18926,צומת שורשים,1538.0,7303.0,-5765.0
29199,שדרות ירושלים/רחבעם זאבי,995.0,7304.0,-6309.0
42055,מועצה מקומית,1764.0,7305.0,-5541.0
27400,שד. מונטיפיורי/טרומפלדור,14292.0,7306.0,6986.0
42300,היכל המשפט/אבא אבן,16378.0,7307.0,9071.0
44546,הרב פנחס מילר/הרב אהרן לייב שטיינמן,2112.0,7308.0,-5196.0
4858,פאולוס השישי/ציר הצליינים,8101.0,7309.0,792.0
10252,דולצ'ין,10460.0,7310.0,3150.0
26804,אליעזר בן יאיר/חברון,7786.0,7311.0,475.0
1867,מרכז חורב/סמולנסקין,7073.0,7312.0,-239.0
10048,פיינשטיין/ברזאני,8938.0,7313.0,1625.0
50609,שדרות בן גוריון/בן יהודה,19341.0,7314.0,12027.0
28943,המרד/אליהו חכים,5391.0,7315.0,-1924.0
41267,בי''ס ניסויי יחד מודיעין,12511.0,7316.0,5195.0
40895,שלום עליכם/חבצלת החוף,14928.0,7317.0,7611.0
2837,גיורא יוספטל/ויצמן,11885.0,7318.0,4567.0
16535,הרב שלום שבזי/העצמאות,5140.0,7319.0,-2179.0
28740,מרכז מסחרי,10091.0,7320.0,2771.0
3578,יקינטון/בגין,13792.0,7321.0,6471.0
24010,ת.רק''ל רוטשילד,12699.0,7322.0,5377.0
43498,יוחנן רטנר/דרך שמחה גולן,8943.0,7323.0,1620.0
9385,בן זכאי/בן גמלא,16532.0,7324.0,9208.0
25905,אקסודוס/לילי,11128.0,7325.0,3803.0
9355,בית השנהב/בית הדפוס,15211.0,7326.0,7885.0
29310,המסגר/יד חרוצים,5998.0,7327.0,-1329.0
37639,מכחול,7061.0,7328.0,-267.0
27962,שיבת ציון/גיבורי ישראל,6599.0,7329.0,-730.0
13685,ז'בוטינסקי/ארבע ארצות,20003.0,7330.0,12673.0
41247,יצחק רגר/הרב סוסו הכהן,8404.0,7331.0,1073.0
34988,מרכז מסחרי/אגן האיילות,8945.0,7332.0,1613.0
8060,נחל קידרון/נחל חבר,7569.0,7333.0,236.0
39561,ירושלים/שאר ישוב,5225.0,7334.0,-2109.0
28368,בית ספר סלאח א דין,7329.0,7335.0,-6.0
27240,ביה''כ אהלי שם/סמלו,4471.0,7336.0,-2865.0
27098,דרום אפריקה/הנרקיס,13452.0,7337.0,6115.0
3891,צומת קרית טבעון,5672.0,7338.0,-1666.0
43289,נס לגויים/היינריך היינה,14289.0,7339.0,6950.0
5011,יגאל כהן/עפרוני,8979.0,7340.0,1639.0
48457,דרך הנפת הדגל/אבנר בן נר,9743.0,7341.0,2402.0
1516,התירוש גבעת עדה/סמדר גבעת עדה,3288.0,7342.0,-4054.0
6118,סלינג'ר/המכבים,403.0,7343.0,-6940.0
26469,רשב''י/רבי יוחנן בן זכאי,19720.0,7344.0,12376.0
363,הרב יצחק ניסנבוים/משה גליקסון,11376.0,7345.0,4031.0
12084,יגאל אלון/מרכז מסחרי,7086.0,7346.0,-260.0
4698,רמת צבי,5757.0,7347.0,-1590.0
14066,משה פרדו,18995.0,7348.0,11647.0
50716,תבור/אבני החושן,4078.0,7349.0,-3271.0
42833,מרכז רינות /שדרות בגין,7912.0,7350.0,562.0
18099,נשיאי ישראל/איריס,11285.0,7351.0,3934.0
4590,מנחם אריאב/נוף תבור,8086.0,7352.0,734.0
7522,נתיבות המשפט ה,16077.0,7353.0,8724.0
19046,שכונת אלטואהר,3911.0,7354.0,-3443.0
203,איקאה/שדרות גיבורי ישראל,9289.0,7355.0,1934.0
11625,משה שרת/פנחס רוזן,13283.0,7356.0,5927.0
5606,תל רגב/בית עלמין חיפה,4354.5,7357.0,-3002.5
34989,מרכז מסחרי/אגן האיילות,10035.0,7358.0,2677.0
11605,תחנת רכבת קלה ככר דניה/שד' הרצל,8356.0,7359.0,997.0
7911,דרך הגיא/דרך קדם,10765.0,7360.0,3405.0
21224,עין מאהל א'/כניסה,583.0,7361.0,-6778.0
19627,מכללת אל מראה,691.0,7362.0,-6671.0
41188,הגיא/שדרות יצחק רבין,6670.0,7363.0,-693.0
258,שדרות גיבורי ישראל/האומנות,9626.0,7364.0,2262.0
11384,בית ספר שביבה/דרך יריחו,10999.0,7365.0,3634.0
16752,זלמן שניאור/פוזננסקי,15105.0,7366.0,7739.0
11411,שייח סעד   א,7892.0,7367.0,525.0
39060,גולדה מאיר/סייפן,8208.0,7368.0,840.0
27356,ביאליק/גיורא יוספטל,15460.0,7369.0,8091.0
26067,בי''ס צפרירים/כנרת,15152.0,7370.0,7782.0
42749,פארק ארכיאולוגי/חיל האויר,12701.0,7371.0,5330.0
10228,רבי שלמה זלמן דרוק/הרב בצלאל זולטי,14587.0,7372.0,7215.0
33893,צומת נחשונים,5870.0,7373.0,-1503.0
320,שדרות בנימין/טשרניחובסקי,19926.0,7374.0,12552.0
16345,שכונת קריית אלון/ירושלים,7976.0,7375.0,601.0
7235,כניסה לשכונה מזרחית,4374.0,7376.0,-3002.0
44081,מרים הנביאה/שמואל הנביא,11522.0,7377.0,4145.0
40771,מרכז קהילתי ב,3539.0,7378.0,-3839.0
3576,יקינטון/לוטם,20033.0,7379.0,12654.0
15796,רוטשילד / פרנקפורטר,20142.0,7380.0,12762.0
23103,שדרות ירושלים /גבריאל,16392.0,7381.0,9011.0
43950,פנחס אילון/מנחם בגין,17919.0,7382.0,10537.0
47968,שדרות אריאל שרון/השחף,7953.0,7383.0,570.0
10095,בי''ח הרצוג/גבעת שאול,10955.0,7384.0,3571.0
6465,שד. ירושלים/החשמונאים,4226.0,7385.0,-3159.0
43951,פנחס אילון/מנחם בגין,18976.0,7386.0,11590.0
38952,ת.רק''ל אלנבי/יהודה הלוי,12418.0,7387.0,5031.0
7535,כיכר נאות הפסגה/רש''י,13260.0,7388.0,5872.0
39259,חטיבת גולני/נהלל,10152.0,7389.0,2763.0
24378,הירקון/העלייה,10870.0,7390.0,3480.0
10206,רחמילביץ'/שמואל יפה,9080.0,7391.0,1689.0
51568,תחנה מרכזית/שדרות העצמאות,3086.0,7392.0,-4306.0
41491,הדוגית/הרצל,11056.0,7393.0,3663.0
13200,דרך השלום/דרך הטייסים,2580.0,7394.0,-4814.0
6356,כפר עבודה 1,5040.0,7395.0,-2355.0
20556,מועצה מקומית,3295.0,7396.0,-4101.0
14954,שד. רבין/צלף,12009.0,7397.0,4612.0
20912,צומת דמיידה,3587.0,7398.0,-3811.0
48601,הנביאים/שמריהו לוין,21635.0,7399.0,14236.0
7338,צומת גוש עציון,7530.0,7400.0,130.0
51456,דוד שמעוני/הנדיב,11117.0,7401.0,3716.0
217,דוד רזניק/החפץ חיים,24753.0,7402.0,17351.0
8312,הגעש/הרכס,7973.0,7403.0,570.0
20932,שכונה מזרחית א,4884.0,7404.0,-2520.0
41198,חבצלת הנגב/הע''ל,7284.0,7405.0,-121.0
26009,כנרת/נחל שניר,17555.0,7406.0,10149.0
15529,העצמאות/החצב,20378.0,7407.0,12971.0
1210,חטיבת גולני/חברת עזרא,10631.0,7408.0,3223.0
41448,שדרות רחל אמנו/זית שמן,6516.0,7409.0,-893.0
44471,הירקון/שדרות בן גוריון,18840.0,7410.0,11430.0
38673,שדרות בן אב''י/שדרות בנימין,15006.0,7411.0,7595.0
11752,אליהו קורן/הרב כלפון משה הכהן,16627.0,7412.0,9215.0
13145,קלצ'קין/חיים לבנון,9851.0,7413.0,2438.0
3719,רמז/בית רבין,14043.0,7414.0,6629.0
7636,מסילת יוסף א,13050.0,7415.0,5635.0
9407,עמק רפאים/לויד גורג',17998.0,7416.0,10582.0
25740,הע''ל/רותם,7264.0,7417.0,-153.0
18831,צומת יבור,1915.0,7418.0,-5503.0
24023,בלפור/שמחה הולצברג,8277.0,7419.0,858.0
17756,צומת כברי,3084.0,7420.0,-4336.0
12058,הר צין/הר עריף,2978.0,7421.0,-4443.0
47955,ת. מרכזית רמלה/רציפים,23279.5,7422.5,15857.0
47895,ת. מרכזית רמלה/רציפים,23279.5,7422.5,15857.0
1542,הרימון/רויטל,4279.0,7424.0,-3145.0
13851,שלום עליכם/סן מרטין,17690.0,7425.0,10265.0
38710,גן הברון מנשה/אנגל,13432.0,7426.0,6006.0
17590,ההגנה/הגדוד העברי,8913.0,7427.0,1486.0
10404,חיל האויר/גדוד חרמש,12750.0,7428.0,5322.0
49951,הקליר/האר''י ,11416.0,7429.0,3987.0
51390,לקיה כניסה דרומית,14244.0,7430.0,6814.0
23322,חנן לויתן/ברוריה בת תרדיון,13507.0,7431.0,6076.0
10435,משה קול/דינור,11503.0,7432.0,4071.0
43195,הסיבים/הביטחון,12047.0,7433.0,4614.0
257,שד. גיבורי ישראל/התרופה,8111.0,7434.0,677.0
9909,קציר/קלרמון גנו,16591.0,7435.0,9156.0
50147,דאהוד סלימאן תלחמי/מחמוד דרוויש,1093.0,7436.0,-6343.0
391,קמיל הויסמנס/רבי עקיבא,17380.5,7437.0,9943.5
11495,קוסטה ריקה ב',12460.0,7438.0,5022.0
34576,צומת מחנה אפיק למערב,4773.0,7439.0,-2666.0
1248,דרך העצמאות/הנביאים,5114.0,7440.0,-2326.0
8325,האלמוג/הכורכר,8763.0,7441.0,1322.0
41891,הנדיב/יהודה הלוי,13698.0,7442.0,6256.0
4166,דרך אל-ג'ליל/א-רום,9969.0,7443.0,2526.0
42428,דרך מנחם בגין/דרך העלייה,6381.0,7444.0,-1063.0
11051,מסעף תרום/תעוז למזרח,9280.0,7445.0,1835.0
2757,וורבורג/הים התיכון,9509.0,7446.0,2063.0
2587,חיים/שושנים,11190.0,7447.0,3743.0
14233,שבטי ישראל/האמנויות,8801.0,7448.0,1353.0
7554,רבי יהודה הנשיא/שדרות אביי ורבא,15946.0,7449.0,8497.0
4082,ערערה מרכז,6062.0,7450.0,-1388.0
3347,גיורא יוספטל/ויצמן,11412.0,7451.0,3961.0
24564,הבנים/גורדון,7256.0,7452.0,-196.0
23748,רבינוביץ/בן גוריון,24480.0,7453.0,17027.0
5717,יהודה הלוי/דנילוף סנטר,3009.0,7454.0,-4445.0
49927,יוחנן הסנדלר/שיינקין,20042.0,7455.0,12587.0
21992,קפלן/השלום,9658.0,7456.0,2202.0
23344,הרב אלבז/צפת,11562.0,7457.0,4105.0
17664,מסעף אזור תעשיה צפוני,662.0,7458.0,-6796.0
8324,דרך צמח השדה/העירית,13114.0,7459.0,5655.0
48498,דוכיפת/שדרות הרי יהודה,6474.0,7460.0,-986.0
21593,קופת חולים כללית/ביאליק,13532.0,7461.0,6071.0
191,אהוד מנור/שוש עטרי,1471.0,7462.0,-5991.0
51465,דרך ישרים/הנביאים,5742.0,7463.0,-1721.0
297,בן עמי\צהלה,11844.0,7464.0,4380.0
3101,שפרינצק/נחל נעמן,3962.0,7465.0,-3503.0
43816,שדרות חיטה/נחל כזיב,4081.0,7466.0,-3385.0
7369,הרב אוירבאך/הרבי מלובביץ,14232.0,7467.0,6765.0
14605,צומת יקום,7896.0,7468.0,428.0
13664,ריינס/גורדון,19320.0,7469.0,11851.0
8623,בית ספר לבנות/בטן אלהוא,12934.0,7470.0,5464.0
39927,יגאל ידין/יהודה איתין,5167.0,7471.0,-2304.0
13075,דרך מנחם בגין/אלנבי,18621.0,7472.0,11149.0
5721,בר כוכבא/השופטים,10982.0,7473.0,3509.0
21229,עין מאהל כניסה,597.0,7474.0,-6877.0
21499,ישיבת פוניבז/ז'בוטינסקי,11661.0,7475.0,4186.0
48198,ת. מרכזית נהריה/רציפים,2973.0,7476.0,-4503.0
35696,בי''ס כרמל זבולון,3731.0,7477.0,-3746.0
10781,ת. רק''ל גבעת המבתר/דרך שועפאט,10690.0,7478.0,3212.0
3518,שאגאל/קנדינסקי,5860.5,7479.0,-1618.5
2857,ווטסון/סורוקה,6681.0,7480.0,-799.0
34678,שדרות אביי ורבא /יהודה הנשיא,20307.0,7481.0,12826.0
47981,ת. מרכזית אשדוד/רציפים,11574.0,7482.0,4092.0
14189,דבורה הנביאה/משמר הירדן,15601.0,7483.0,8118.0
40510,אלי הורוביץ,9823.0,7484.0,2339.0
12781,שכונה 18,5254.0,7485.0,-2231.0
8475,נוף הרים/הגיא,6500.5,7486.0,-985.5
14345,דרך ההגנה/גבעתי,13955.0,7487.0,6468.0
2630,כבירים/איתנים,6665.0,7488.0,-823.0
50353,אבן גבירול/שושנה פרסיץ,8032.0,7489.0,543.0
42533,עוזי חיטמן/אהוד מנור,14284.0,7490.0,6794.0
46722,כביש 5803/גן יאשיה,3519.0,7491.0,-3972.0
18174,864/8655,3030.0,7492.0,-4462.0
4587,ההגנה/הרצל,8115.0,7493.0,622.0
15043,עולי הגרדום/איריס,11251.0,7494.0,3757.0
28972,משה חובב/מנחם אבידום,7776.0,7495.0,281.0
21686,ירושלים/השומר,13572.0,7496.0,6076.0
13893,בן גוריון/ סירקין,19855.0,7497.0,12358.0
34581,'איתמר א,3402.0,7498.0,-4096.0
48057,גן העיר/הגדוד העברי,3817.0,7499.0,-3682.0
16747,הנביאים/הנרייטה סולד,9781.0,7500.0,2281.0
35846,כביש 436/גבעת זאב,7715.0,7501.0,214.0
3514,שאגאל/רנואר,6500.5,7502.0,-1001.5
17316,דולפין,11695.0,7503.0,4192.0
22901,ההגנה/מנוחה ונחלה,13721.0,7504.0,6217.0
40631,אכסאל 11,4288.0,7505.0,-3217.0
28660,בית ניר,16388.0,7506.0,8882.0
10065,המרגלית/ליש,2940.0,7507.0,-4567.0
51360,דרך בית לחם/כרמיה,12128.0,7508.0,4620.0
7879,הגיתית/מצפה נבו,841.0,7509.0,-6668.0
24440,מרכז דוד/בן יהודה,11653.0,7510.0,4143.0
12242,בן גוריון/בית המשפט,5688.0,7511.0,-1823.0
15558,משטרה/הרצל,19681.0,7512.0,12169.0
3004,רמת ויז'ניץ/ברכת משה,22920.0,7513.0,15407.0
18815,כיכר אלמעסרה,4631.0,7514.0,-2883.0
10440,משה קול/דינור,11407.0,7515.0,3892.0
28157,שדרות ירושלים/שדרות קדש,9983.0,7516.0,2467.0
10106,הקישלה/הפטריארכיה הארמנית,17073.0,7517.0,9556.0
38874,דרך שילה/הרואה,4866.5,7518.0,-2651.5
7389,קדושת לוי / הרב שך,17711.0,7519.0,10192.0
2395,צ'ק פוסט,5001.0,7520.0,-2519.0
42158,שדרות נפתלי הרץ אימבר/הרצל רוזנבלום,15177.0,7521.0,7656.0
2751,מצפור איזן,630.0,7522.0,-6892.0
47922,ת. מרכזית אשדוד/רציפים,10046.0,7523.0,2523.0
35984,דרך מנחם בגין,5148.0,7524.0,-2376.0
3408,חזן ג,8294.0,7525.0,769.0
518,ארלוזורוב/הלפרין,13498.0,7526.0,5972.0
28924,יהודה הלוי/יעקב דורי,8273.0,7527.0,746.0
34781,חטמ''ר עציון,9871.0,7528.0,2343.0
1992,אדמונד פלג/טשרניחובסקי,8540.0,7529.0,1011.0
29356,המכבים/הרב ברוט,21148.0,7530.0,13618.0
24137,דב הוז/הנרייטה סולד,19677.0,7531.0,12146.0
23280,החמישה/משעול ראובן,6875.0,7532.0,-657.0
27438,גדעון בן יואש/מבצע קדש,7495.0,7533.0,-38.0
17477,ת. מרכזית חדרה,9591.0,7534.0,2057.0
35379,מוקבילה/יציאה,7769.0,7535.0,234.0
1376,צומת עדה,9126.0,7536.0,1590.0
26970,חפץ חיים/שבזי,8793.0,7537.0,1256.0
2307,התל/התמר,9908.0,7538.0,2370.0
34696,הגיתית/העוגב,1674.0,7539.0,-5865.0
23075,צומת לפיד/מערב,6941.0,7540.0,-599.0
23196,זכריה מדאר/מרים מזרחי,16625.0,7541.0,9084.0
11237,הראל/יסמין,7787.0,7542.0,245.0
4912,קונטיקט/ז'בוטינסקי,5895.0,7543.0,-1648.0
27961,שיבת ציון/המרד,7335.0,7544.0,-209.0
16572,יהודה הלוי/רש''י,9780.0,7545.0,2235.0
50489,האלה/מבוא החרוב,6500.5,7546.0,-1045.5
7254,צומת מנות עבדון,3207.0,7547.0,-4340.0
16537,כיכר אלי כהן / הרב שלום שבזי,8709.0,7548.0,1161.0
10289,מרידור/יוסף נדבה,12688.0,7549.0,5139.0
24006,בלפור/הרב קוק,13750.0,7550.0,6200.0
42456,שדרות ירושלים/יובל,9568.0,7551.0,2017.0
29176,אלח'זאן/כ. אלשאבי,670.0,7552.0,-6882.0
23724,וייצמן/העצמאות,8026.0,7553.0,473.0
17706,צומת גבעת אלה,3089.0,7554.0,-4465.0
34548,דרך הציונות/יהלום,7469.0,7555.0,-86.0
2475,קדיש לוז/יוני נתניהו,9806.0,7556.0,2250.0
34656,דרך ברקן/הענבר,16649.0,7557.0,9092.0
51548,גל/רחמילביץ,11652.0,7558.0,4094.0
42981,מסוף הרכבת הישן/הורדה,13891.0,7559.0,6332.0
23925,העמל/אהוד קינמון,16018.0,7560.0,8458.0
16768,מורדי הגטאות/האתרוג,15130.0,7561.0,7569.0
13902,דרך נגבה/בן אליעזר,23618.0,7562.0,16056.0
26199,קניון לב אשדוד/אבן עזרא,14667.0,7563.0,7104.0
5156,איהאב,8686.0,7564.0,1122.0
28299,שכונה 17,7922.0,7565.0,357.0
16820,אוניברסיטת בר אילן/מקס ואנה ווב,14310.0,7566.0,6744.0
38115,אריה שנקר/חלוצי התעשייה,3095.0,7567.0,-4472.0
3296,קיבוץ גלויות/חיפה,13558.0,7568.0,5990.0
15314,פסח לב/ישראל זמורה,2018.0,7569.0,-5551.0
22018,עיריית הוד השרון/דרך רמתיים,8960.0,7570.0,1390.0
41118,דרך סטלה מאריס/הבישוף חג'אר,9267.0,7571.0,1696.0
39793,נווה דקלים/קטיף,2196.0,7572.0,-5376.0
48810,ז'בוטינסקי/מקס שטיינמץ,10446.0,7573.0,2873.0
3770,הולנד/לאה גולדברג ב,4244.0,7574.0,-3330.0
42598,בי''ס תדהר/יער אודם,11229.0,7575.0,3654.0
10669,כרמל/ארבל,9373.0,7576.0,1797.0
38927,אליעזר קפלן/שרה מלכין,10889.0,7577.0,3312.0
29087,דקר/חלילן,9636.0,7578.0,2058.0
39138,צומת ביר הדאג,3272.0,7579.0,-4307.0
44777,שפירא/עמק יזרעאל,12264.0,7580.0,4684.0
23200,ירושלים/פרשני,14077.0,7581.0,6496.0
41810,חיים הרצוג/נתן אלתרמן,13298.0,7582.0,5716.0
35041,צומת מבוא חורון,9822.0,7583.0,2239.0
22618,מרכז סאדאב/רבינוביץ',17585.0,7584.0,10001.0
6860,הרב קירשטיין/מנחם אוסישקין,7531.0,7585.0,-54.0
14171,מדינת היהודים/יהדות הדממה,6521.0,7586.0,-1065.0
2271,חשמונאים/וייצמן,16894.0,7587.0,9307.0
3313,זלמן שניאור/בורלא,9667.0,7588.0,2079.0
17445,הפרדס/כביש 9,11666.0,7589.0,4077.0
16933,דרך הבנים/המייסדים,5701.0,7590.0,-1889.0
18716,תל חי/יצחק שדה,4971.0,7591.0,-2620.0
43510,אלרויס/מגרש כדורגל,4350.0,7592.0,-3242.0
21287,מחלף עילבון/לדרום,4028.0,7593.0,-3565.0
2924,בית אבות כרמל/אידר,7891.0,7594.0,297.0
24019,ויצמן/רוטשילד,10015.0,7595.0,2420.0
4003,צומת שפיה,5713.0,7596.0,-1883.0
25585,דוד המלך/שדרות עובד בן עמי,15810.0,7597.0,8213.0
2566,המגינים/עין דור,10834.0,7598.0,3236.0
19381,מתחם ביג כרמיאל,6383.0,7599.0,-1216.0
9583,בוליביה,13273.0,7600.0,5673.0
20746,שדרות בית הכרם/שדרות נשיאי ישראל,8991.0,7601.0,1390.0
13362,דרך מנחם בגין/נחמני,18521.0,7602.0,10919.0
18649,שלמה בן יוסף/הרב עזיזי דיעי,3954.0,7603.0,-3649.0
8756,מרכז שטנר/כנפי נשרים,18234.0,7604.0,10630.0
13055,שד' רוטשילד/אלנבי,18061.0,7605.0,10456.0
438,דרך דגניה/פרופסור יוסף קלאוזנר,14423.0,7606.0,6817.0
7361,מפעל הש''ס/זוועהיל,11148.0,7607.0,3541.0
35537,מועצה מקומית,6926.5,7608.0,-681.5
27365,השופטים/אבימלך,4930.0,7609.0,-2679.0
42705,ביאליק,4344.0,7610.0,-3266.0
43371,תחנה מרכזית,12718.0,7611.0,5107.0
28837,בעלי המלאכה/החרש,10302.0,7612.0,2690.0
10885,שד.הרי יהודה/יסמין,6133.0,7613.0,-1480.0
9196,מרכז יבוס/עין אל אלוזה,11554.0,7614.0,3940.0
516,הרב צירלסון/השומר,15129.0,7615.0,7514.0
16394,סלנט ביאליק/כיכר זהבה קלדרון,25076.0,7616.0,17460.0
38860,נהר הירדן/נחל שמשון,9615.0,7617.0,1998.0
21934,רוטשילד/נתיב השירות,13707.0,7618.0,6089.0
23719,דוד אלעזר/קבוץ גלויות,21396.0,7619.0,13777.0
16065,דרך יבנה/קק''ל,17016.0,7620.0,9396.0
3119,החרוב/הלילך,7211.0,7621.0,-410.0
47402,יצחק שמיר/ביאליק,8546.0,7622.0,924.0
10929,הרקפת/הארזים,10809.0,7623.0,3186.0
25277,קפלן/דגל ראובן,20110.0,7624.0,12486.0
40814,צומת יהוד מערב/כביש 461,16188.0,7625.0,8563.0
1952,הנשיא/התשבי,7750.0,7626.0,124.0
16964,אבא חושי/פארק הכרמל,3314.0,7627.0,-4313.0
2816,מרכז לבריאות הנפש טירת כרמל,11092.0,7628.0,3464.0
2357,מרכז מסחרי חוצות המפרץ,8840.0,7629.0,1211.0
17433,חטיבת הנח''ל/נהלל,10611.0,7630.0,2981.0
13901,דרך נגבה/הירדן,22500.0,7631.0,14869.0
14864,המייסדים/שדרות בן גוריון,5500.0,7632.0,-2132.0
40665,מסעף בית השיטה,6015.0,7633.0,-1618.0
23986,יוספטל/מסריק,14973.0,7634.0,7339.0
16069,דרך הים/גבריאלוב,10680.0,7635.0,3045.0
28784,מרכז מבקרים רקמת המדבר,12517.0,7636.0,4881.0
16157,שד. הסנהדרין/שד. ז'בוטינסקי,6873.0,7637.0,-764.0
16217,דרך מנחם בגין/חנה רובינא,15933.0,7638.0,8295.0
14898,צומת חיבת ציון,5717.0,7639.0,-1922.0
